stream_key,segment_index,start_seconds,end_seconds,base_text,small_overlap_text,match_rank,match_score,sequence_ratio,shorter_coverage,best_query_source,scenario_id,source_file,inner_file,speaker,scenario_japanese,scenario_korean,scenario_status
0x56,3,44.000,50.000,飛んでる間に感じたんだ!この期待はもっと軽くできるって!,わけじゃない 飛んでる間に感じたんだ この機体はもっと軽くできるって だからって,1,0.3667,0.3667,0.2609,small,SCN_00212000_00740000_0056,DATA/00212000.MDZ,DATA/00212000.MDT,ユウキ,"って、わけじゃないんだけどね
色々と用事があってさ","뭐, 그런 건 아니지만
여러 가지 볼일이 있어서 말이야.",REVIEW_1
0x56,3,44.000,50.000,飛んでる間に感じたんだ!この期待はもっと軽くできるって!,わけじゃない 飛んでる間に感じたんだ この機体はもっと軽くできるって だからって,2,0.3514,0.3514,0.1622,small,SCN_00214000_00740000_0172,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"観光ってわけじゃないけど…
ああ、楽しんでるよ
我が…、って、おじさん
ここの街長さんなの？","관광을 온 건 아니지만…
그래, 즐기고 있어
우리… 아니, 아저씨가
이곳 시장님이야?",REVIEW_1
0x56,3,44.000,50.000,飛んでる間に感じたんだ!この期待はもっと軽くできるって!,わけじゃない 飛んでる間に感じたんだ この機体はもっと軽くできるって だからって,3,0.3359,0.1364,0.4286,small,SCN_00215100_00740000_0007,DATA/00215100.MDZ,DATA/00215100.MDT,ユウキ,"へ〜！
どうやってだ？","오~!
어떻게 하는데?",REVIEW_1
0x56,3,44.000,50.000,飛んでる間に感じたんだ!この期待はもっと軽くできるって!,わけじゃない 飛んでる間に感じたんだ この機体はもっと軽くできるって だからって,4,0.3256,0.3256,0.1765,base,SCN_00480000_00740000_0006,DATA/00480000.MDZ,DATA/00480000.MDT,ユウキ,"<CTRL:13 FF 0F>だれが住んでるんだろ<CTRL:13 FF 19>
こんなところ<CTRL:12><CTRL:05>に……","<CTRL:13 FF 0F>누가 살고 있는 걸까<CTRL:13 FF 19>
이런 곳<CTRL:12><CTRL:05>에……",REVIEW_1
0x56,3,44.000,50.000,飛んでる間に感じたんだ!この期待はもっと軽くできるって!,わけじゃない 飛んでる間に感じたんだ この機体はもっと軽くできるって だからって,5,0.3235,0.3235,0.1290,small,SCN_00030000_00740000_0090,DATA/00030000.MDZ,DATA/00030000.MDT,ユウキ,"気に入らないんじゃなくてさ…
オレたちには、もっと大きな
夢があるんだ…","싫은 게 아니라 말이야…
우리에게는 더 큰
꿈이 있어…",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,1,0.8133,0.3571,1.0000,base,SCN_00214000_00740000_0163,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"にしても…、いくら
酒屋だからって
昼間っから酒飲んで…","그나저나… 아무리
술집 주인이라 해도
대낮부터 술을 마시고…",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,2,0.7822,0.2564,1.0000,base,SCN_00241700_00740000_0005,DATA/00241700.MDZ,DATA/00241700.MDT,ユウキ,"…それぐらいにしとけよ！
神人だからって、なんでも
知ってるワケじゃないんだよ！","…그쯤 해 둬!
신인이라고 해서 모든 걸
아는 건 아니라고!",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,3,0.6339,0.3226,0.8000,base,SCN_00214000_00740000_0105,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"自業自得だろ…
いくら事件が起きないからって
もうすんなよ","자업자득이잖아…
아무리 사건이 안 일어난다고 해도
다시는 그러지 마.",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,4,0.6180,0.1818,0.8000,base,SCN_00030400_00740000_0007,DATA/00030400.MDZ,DATA/00030400.MDT,ユウキ,"ミランダがさ、何かあった時に
きっと役に立つから、ってさ<CTRL:09 0E 00 08 00>
…ったく
あんときは大変だったな","미란다가 무슨 일이 생기면
분명 도움이 될 거라고 했거든<CTRL:09 0E 00 08 00>
…정말이지
그때는 힘들었어.",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,5,0.6022,0.1493,0.8000,base,SCN_00030200_00740000_0007,DATA/00030200.MDZ,DATA/00030200.MDT,ユウキ,"そういえば、この翼の布…<CTRL:09 0E 00 03 00>
ポリーおばさんの畑の
刈り入れ手伝って
せしめたんだよな！<CTRL:07 0E 00 08 00><G04FA>風が来るからって
やたら、急がされて…
あの時はキツかったよ…","그러고 보니 이 날개의 천…<CTRL:09 0E 00 03 00>
폴리 아주머니 밭의
수확을 도와주고
얻어 온 거였지!<CTRL:07 0E 00 08 00>태풍이 온다며
엄청 서두르게 했었지…
그때는 정말 힘들었어…",REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,6,0.5440,0.5000,0.6000,base,SCN_00151000_00740000_0015,DATA/00151000.MDZ,DATA/00151000.MDT,ユウキ,もらっていいの？,받아도 돼?,REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,7,0.5440,0.5000,0.6000,base,SCN_01070401_00740000_0015,DATA/01070401.MDZ,DATA/01070401.MDT,ユウキ,もらっていいの？,받아도 돼?,REVIEW_1
0x56,4,50.000,53.000,だからって…,この機体はもっと軽くできるって だからって,8,0.5440,0.5000,0.6000,base,SCN_01051101_00740000_0015,DATA/01051101.MDZ,DATA/01051101.MDT,ユウキ,もらっていいの？,받아도 돼?,REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,1,0.3902,0.3902,0.1500,base,SCN_00212100_00740000_0018,DATA/00212100.MDZ,DATA/00212100.MDT,ユウキ,"そうかなぁ…？<CTRL:09 0E 00 08 00>
ミランダには
もったいないと思うよ","그런가…?<CTRL:09 0E 00 08 00>
미란다에게는
아깝다고 생각해.",REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,2,0.3429,0.3429,0.2000,base,SCN_00211000_00740000_0014,DATA/00211000.MDZ,DATA/00211000.MDT,ユウキ,"未来を見る…？
そんなことできるのか？","미래를 본다고……?
그런 게 가능해?",REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,3,0.3352,0.1277,0.4286,small,SCN_00215100_00740000_0007,DATA/00215100.MDZ,DATA/00215100.MDT,ユウキ,"へ〜！
どうやってだ？","오~!
어떻게 하는데?",REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,4,0.3200,0.3200,0.1500,base,SCN_01240501_00740000_0005,DATA/01240501.MDZ,DATA/01240501.MDT,ユウキ,"飛べないなんて
簡単に言うな！
本当にやれるだけのこと
やったのかよ？","날 수 없다니
쉽게 말하지 마!
정말 할 수 있는 일은
다 해 본 거야?",REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,5,0.3200,0.3200,0.1500,base,SCN_01240401_00740000_0005,DATA/01240401.MDZ,DATA/01240401.MDT,ユウキ,"飛べないなんて
簡単に言うな！
本当にやれるだけのこと
やったのかよ？","날 수 없다니
쉽게 말하지 마!
정말 할 수 있는 일은
다 해 본 거야?",REVIEW_1
0x56,5,54.000,61.000,なぁ、ゆっけい!本当にこいつでできると思うか?,この機体はもっと軽くできるって だからって なあユーケー 本当にこいつでできると思うか,6,0.3200,0.3200,0.1500,base,SCN_00635000_00740000_0005,DATA/00635000.MDZ,DATA/00635000.MDT,ユウキ,"飛べないなんて
簡単に言うな！
本当にやれるだけのこと
やったのかよ？","날 수 없다니
쉽게 말하지 마!
정말 할 수 있는 일은
다 해 본 거야?",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,1,0.7267,0.6000,0.7500,base,SCN_00120000_00740000_0052,DATA/00120000.MDZ,DATA/00120000.MDT,ユウキ,"旅…って
急にどうしたんだよ？","여행이라니…
갑자기 무슨 일이야?",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,2,0.6874,0.5000,0.7500,base,SCN_00030500_00740000_0027,DATA/00030500.MDZ,DATA/00030500.MDT,ユウキ,"どうしたらって…
何が、どうしたんだよ？","어떻게 하냐니…
뭐가 어떻게 됐다는 거야?",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,3,0.6673,0.5000,0.7500,base,SCN_01160301_00740000_0064,DATA/01160301.MDZ,DATA/01160301.MDT,ユウキ,"どうしたんだよ
珍しく悩んじゃって","왜 그래?
드물게 고민하고 있네.",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,4,0.6673,0.5000,0.7500,base,SCN_00450000_00740000_0064,DATA/00450000.MDZ,DATA/00450000.MDT,ユウキ,"どうしたんだよ
珍しく悩んじゃって","왜 그래?
드물게 고민하고 있네.",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,5,0.6567,0.4444,0.7500,base,SCN_00214000_00740000_0113,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"どうしたんだ、元気ないな
おまえらしくない","왜 그래, 기운이 없네
너답지 않아.",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,6,0.6520,0.4444,0.7500,base,SCN_01160901_00740000_0016,DATA/01160901.MDZ,DATA/01160901.MDT,ユウキ,"ん？、どうしたんだ、ウル
まさか
豆がキライとか…？","응? 왜 그래, 울
설마
콩을 싫어한다거나…?",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,7,0.6520,0.4444,0.7500,base,SCN_10450201_00740000_0016,DATA/10450201.MDZ,DATA/10450201.MDT,ユウキ,"ん？、どうしたんだ、ウル
まさか
豆がキライとか…？","응? 왜 그래, 울
설마
콩을 싫어한다거나…?",REVIEW_1
0x56,6,61.000,63.000,どうしたんだ?急に?,なあユーケー 本当にこいつでできると思うか どうしたんだ急に 飛行機であの海ごいをなし遂げたのは,8,0.6520,0.4444,0.7500,base,SCN_00450200_00740000_0016,DATA/00450200.MDZ,DATA/00450200.MDT,ユウキ,"ん？、どうしたんだ、ウル
まさか
豆がキライとか…？","응? 왜 그래, 울
설마
콩을 싫어한다거나…?",REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,1,0.4151,0.4151,0.2273,small,SCN_00214000_00740000_0259,DATA/00214000.MDZ,DATA/00214000.MDT,アルフィナ,"あれ、開かない…<CTRL:09 0E 00 05 00>
いないのか…
直接、あやまりたかったけど
ごめん、シュミット…","어라, 안 열리네…<CTRL:09 0E 00 05 00>
없는 건가…
직접 사과하고 싶었는데.
미안해, 슈미트…",REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,2,0.3833,0.1538,0.5000,small,SCN_10214101_00740000_0120,DATA/10214101.MDZ,DATA/10214101.MDT,ユウキ,ヨウト…、か,요우토…인가.,REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,3,0.3833,0.1538,0.5000,small,SCN_00214100_00740000_0120,DATA/00214100.MDZ,DATA/00214100.MDT,ユウキ,ヨウト…、か,요우토…인가.,REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,4,0.3833,0.1538,0.5000,small,SCN_10214102_00740000_0120,DATA/10214102.MDZ,DATA/10214102.MDT,ユウキ,ヨウト…、か,요우토…인가.,REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,5,0.3833,0.1538,0.5000,small,SCN_10214103_00740000_0120,DATA/10214103.MDZ,DATA/10214103.MDT,ユウキ,ヨウト…、か,요우토…인가.,REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,6,0.3833,0.1538,0.5000,small,SCN_10214104_00740000_0120,DATA/10214104.MDZ,DATA/10214104.MDT,ユウキ,ヨウト…、か,요우토…인가.,REVIEW_1
0x56,8,71.000,76.000,飛行を…趣味とか?,俺の知る限り たった一人だけだ 飛行…シュミットか?,7,0.3448,0.3448,0.2273,small,SCN_00243500_00740000_0005,DATA/00243500.MDZ,DATA/00243500.MDT,ユウキ,"<CTRL:12><CTRL:01>いまは逃げることだけ
考えるんだ！<CTRL:13 FF 23>
シュミットの機体なら
まだ飛べるかもしれない！","<CTRL:12><CTRL:01>지금은 도망칠 생각만
하는 거야!<CTRL:13 FF 23>
슈미트의 기체라면
아직 날 수 있을지도 몰라!",REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,1,0.5318,0.5263,0.5556,base,SCN_00214000_00740000_0121,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,やっぱり、そうだったか…,역시 그랬구나…,REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,2,0.5318,0.5263,0.5556,base,SCN_00030600_00740000_0011,DATA/00030600.MDZ,DATA/00030600.MDT,ユウキ,やっぱりそうだったか…！,역시 그랬구나…!,REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,3,0.5253,0.4286,0.6000,base,SCN_01160901_00740000_0022,DATA/01160901.MDZ,DATA/01160901.MDT,ユウキ,…そうだけど…,…그렇긴 한데…,REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,4,0.5253,0.4286,0.6000,base,SCN_01160901_00740000_0023,DATA/01160901.MDZ,DATA/01160901.MDT,ユウキ,そ、そうだな…,"그, 그렇네…",REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,5,0.5018,0.4167,0.5556,base,SCN_00212100_00740000_0036,DATA/00212100.MDZ,DATA/00212100.MDT,ユウキ,"そ、そうだった…？
…ような気もするけど…","그, 그랬던가…?
…그런 것 같기도 한데…",REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,6,0.5000,0.5000,0.4444,base,SCN_00030000_00740000_0213,DATA/00030000.MDZ,DATA/00030000.MDT,ユウキ,まぁ、いつもはそうだよな…,"뭐, 평소에는 그렇지…",REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,7,0.4700,0.2941,0.5556,base,SCN_00212100_00740000_0034,DATA/00212100.MDZ,DATA/00212100.MDT,ユウキ,"そうだった…
そんなに昔じゃないのに
なんだか、懐かしいな！","그랬었지…
그렇게 오래전 일도 아닌데
왠지 그립네!",REVIEW_1
0x56,9,77.000,81.000,今まではそうだった!,今まではそうだった,8,0.4533,0.2128,0.5556,base,SCN_00120200_00740000_0015,DATA/00120200.MDZ,DATA/00120200.MDT,ミランダ,"前に、あんたが船に
乗ったのが5歳のときか…<CTRL:09 0E 00 20 00>
ふふ！、あんときゃ
ずいぶん辛そうだったわよ","전에 네가 배에
탄 게 다섯 살 때였나…<CTRL:09 0E 00 20 00>
후후! 그때는
정말 힘들어 보였지.",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,1,0.4878,0.4878,0.2222,base,SCN_00120200_00740000_0013,DATA/00120200.MDZ,DATA/00120200.MDT,ユウキ,"おじさんも海？
これからさ、オレたちも
大陸に行くんだ！","아저씨도 바다로 가?
이제 우리도
대륙으로 갈 거야!",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,2,0.4179,0.4179,0.2000,small,SCN_00214000_00740000_0218,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"そっか、…まぁ、オレも
似たようなもんかな…<CTRL:09 0E 00 0A 00>
だからさ、あからシュミットに
会いに行くんだ！","그렇구나… 뭐, 나도
비슷한 셈인가…<CTRL:09 0E 00 0A 00>
그래서 슈미트를
만나러 가는 거야!",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,3,0.3944,0.3944,0.2000,small,SCN_00214000_00740000_0162,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"急に落ち込むなよ……<CTRL:09 0E 00 02 00>
ま、でも、これからオレ
あのシュミットに会うんだよな
…なんか、ウソみたいだな","갑자기 풀이 죽지 마……<CTRL:09 0E 00 02 00>
뭐, 그래도 이제부터 나
그 슈미트를 만나는 거지?
…왠지 거짓말 같네.",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,4,0.3824,0.3824,0.2333,small,SCN_00214000_00740000_0055,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,"そっか…、すごいな
世界中から飛行機乗りが
シュミットに会いに
この街にやって来るんだ…","그렇구나… 대단하네
세계 각지의 비행기 조종사들이
슈미트를 만나러
이 도시에 오는 거구나…",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,5,0.3590,0.3590,0.1667,base,SCN_00120000_00740000_0087,DATA/00120000.MDZ,DATA/00120000.MDT,ユウキ,"海か…、空とは
また、ちがったもんが
あるんだろうな…","바다인가… 하늘과는
또 다른 무언가가
있겠지…",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,6,0.3509,0.3509,0.1852,small,SCN_00630800_00740000_0023,DATA/00630800.MDZ,DATA/00630800.MDT,ユウキ,"…もうすぐ終わらせるさ
オレたちが、必ず
シュミットの飛行機で…！","…곧 끝낼 거야
우리가 반드시
슈미트의 비행기로…!",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,7,0.3478,0.3478,0.2222,base,SCN_00362100_00740000_0047,DATA/00362100.MDZ,DATA/00362100.MDT,ユウキ,"…これから全てに決着をつけに
いくんだって思うと…
なんとなくな…","…이제 모든 일을 결판내러
간다고 생각하니…
왠지 모르게 말이야…",REVIEW_1
0x56,10,81.000,86.000,けど、これからは俺たちが週末に続くんだ!,今まではそうだった けど、これからは俺たちがシュミットに続くんだ,8,0.3404,0.3404,0.2222,base,SCN_01240501_00740000_0059,DATA/01240501.MDZ,DATA/01240501.MDT,ユウキ,"また飛べるさ…
これから新しい翼を
探しに行くんだ<CTRL:09 0E 00 09 00>
…いや、古い翼、かな","다시 날 수 있어…
이제부터 새로운 날개를
찾으러 가는 거야<CTRL:09 0E 00 09 00>
…아니, 오래된 날개인가.",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,1,0.6025,0.5294,0.6667,base,SCN_00630900_00740000_0047,DATA/00630900.MDZ,DATA/00630900.MDT,ユウキ,"フライトユニット
どうして…","플라이트 유닛
어째서…",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,2,0.4583,0.4082,0.4545,base,SCN_00635000_00740000_0089,DATA/00635000.MDZ,DATA/00635000.MDT,ユウキ,"その話はあとだ<CTRL:13 FF 1E>
それより、見てくれ！<CTRL:13 FF 14>
オレのフライトユニットが<G0865><G0865><CTRL:13 FF 2D>","그 이야기는 나중에<CTRL:13 FF 1E>
그보다, 이것 좀 봐!<CTRL:13 FF 14>
내 플라이트 유닛이――<CTRL:13 FF 2D>",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,3,0.4583,0.4082,0.4545,base,SCN_01240401_00740000_0089,DATA/01240401.MDZ,DATA/01240401.MDT,ユウキ,"その話はあとだ<CTRL:13 FF 1E>
それより、見てくれ！<CTRL:13 FF 14>
オレのフライトユニットが<G0865><G0865><CTRL:13 FF 2D>","그 이야기는 나중에<CTRL:13 FF 1E>
그보다, 이것 좀 봐!<CTRL:13 FF 14>
내 플라이트 유닛이――<CTRL:13 FF 2D>",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,4,0.4583,0.4082,0.4545,base,SCN_01240501_00740000_0089,DATA/01240501.MDZ,DATA/01240501.MDT,ユウキ,"その話はあとだ<CTRL:13 FF 1E>
それより、見てくれ！<CTRL:13 FF 14>
オレのフライトユニットが<G0865><G0865><CTRL:13 FF 2D>","그 이야기는 나중에<CTRL:13 FF 1E>
그보다, 이것 좀 봐!<CTRL:13 FF 14>
내 플라이트 유닛이――<CTRL:13 FF 2D>",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,5,0.4314,0.4314,0.3636,base,SCN_00630900_00740000_0005,DATA/00630900.MDZ,DATA/00630900.MDT,アルフィナ,"フライトユニット…
充電器にセットされてるけど
どれも、死んでるな…","플라이트 유닛…
충전기에 꽂혀 있지만
전부 죽어 있네…",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,6,0.4301,0.4231,0.4545,base,SCN_00216100_00740000_0030,DATA/00216100.MDZ,DATA/00216100.MDT,ユウキ,"このフライトユニットの
フルパワー…
思像するだけでも
鳥肌が立つな！","이 플라이트 유닛의
최대 출력…
상상만 해도
소름이 돋네!",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,7,0.4000,0.4000,0.4091,base,SCN_01240501_00740000_0055,DATA/01240501.MDZ,DATA/01240501.MDT,ユウキ,"ああ、近くに不時着したんだ
フライトユニットが
おかしくなって…","그래, 근처에 불시착했어
플라이트 유닛이
이상해져서…",REVIEW_1
0x56,11,86.000,92.000,このフライトユニットが必ず空へ道びいてくれる!,,8,0.4000,0.4000,0.4091,base,SCN_01240401_00740000_0055,DATA/01240401.MDZ,DATA/01240401.MDT,ユウキ,"ああ、近くに不時着したんだ
フライトユニットが
おかしくなって…","그래, 근처에 불시착했어
플라이트 유닛이
이상해져서…",REVIEW_1
