cue_id,event_id,stream_key,segment_index,start_seconds,end_seconds,start_tick,end_tick,speaker,japanese,japanese_status,korean,korean_status,resource_path,runtime_status,notes
gr3_0058_003,gr3_stream_0058,0x58,3,39.720,41.760,2383,2506,,おい、ロッツ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_004,gr3_stream_0058,0x58,4,44.240,45.240,2654,2714,,よし!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_005,gr3_stream_0058,0x58,5,45.240,47.240,2714,2834,,お前、いつの間に?,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_006,gr3_stream_0058,0x58,6,47.240,55.240,2834,3314,,俺もすぐ村を出る、ユウキ、必ず、大陸までたどりつけ、向こうでまたおう。,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_007,gr3_stream_0058,0x58,7,55.240,57.240,3314,3434,,あ!,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_008,gr3_stream_0058,0x58,8,58.240,61.240,3494,3674,,お前、いつの間に?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_009,gr3_stream_0058,0x58,9,61.240,69.240,3674,4154,,俺もすぐ村を出る、ユウキ、必ず、大陸までたどりつけ、向こうでまたおう。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_010,gr3_stream_0058,0x58,10,69.240,71.240,4154,4274,,あ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_011,gr3_stream_0058,0x58,11,71.240,73.240,4274,4394,,よっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_012,gr3_stream_0058,0x58,12,81.240,83.240,4874,4994,,忘れないユウキ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_013,gr3_stream_0058,0x58,13,84.240,86.240,5054,5174,,忘れないユウキ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_014,gr3_stream_0058,0x58,14,86.240,92.240,5174,5534,,俺たちの夢は海だって超える、それをお前が証明するんだ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_015,gr3_stream_0058,0x58,15,92.240,95.240,5534,5714,,よし!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_016,gr3_stream_0058,0x58,16,98.240,103.240,5894,6194,,いやじゃな、発信!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0058_017,gr3_stream_0058,0x58,17,113.240,114.240,6794,6854,,お前は海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_000,gr3_stream_0059,0x59,0,0.000,30.000,0,1800,,アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットア,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_001,gr3_stream_0059,0x59,1,30.000,60.000,1800,3600,,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_002,gr3_stream_0059,0x59,2,60.000,90.000,3600,5400,,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_003,gr3_stream_0059,0x59,3,90.000,104.000,5400,6240,,コードが上がらない。あんなに軽量化したのに。なんで?それ、もう一回引いてみたら?うん、分かってるって。これ?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_004,gr3_stream_0059,0x59,4,104.000,115.000,6240,6900,,お、落ちれったよね。かしてみなさい。うるさいな。だまってろって。って、なんで見らんだよな、ここに?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0059_005,gr3_stream_0059,0x59,5,115.000,129.000,6900,7740,,え、へへ、あんたのやることなんかおみ通しだっての。あ、飛ぶわけないだろ?重量オーバーだよ。人のせいに住んじゃないの?ほら、前見て前。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005a_000,gr3_stream_005a,0x5A,0,0.000,22.000,0,1320,,コミュートの姿が見えたりません。お勧め一人、相当くへ行けるはずはない。あのコミュートなんとしても探じらせ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005a_001,gr3_stream_005a,0x5A,1,30.000,40.000,1800,2400,,テガラダ、テガラが欲しい。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005b_000,gr3_stream_005b,0x5B,0,85.300,87.000,5118,5220,,だ、誰？,MANUAL_AUDIO_SCENE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005b_001,gr3_stream_005b,0x5B,1,92.350,94.850,5541,5691,,はっ……あなたは……！,MANUAL_AUDIO_SCENE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005b_002,gr3_stream_005b,0x5B,2,96.400,99.150,5784,5949,,そこまでだ、アルフィナ！,MANUAL_AUDIO_SCENE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_000,gr3_stream_005c,0x5C,0,0.000,5.000,0,300,,くすんわ!これだけは…これだけは絶対!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_001,gr3_stream_005c,0x5C,1,15.000,19.000,900,1140,,これたちの夢がもう 得てく…,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_002,gr3_stream_005c,0x5C,2,19.000,24.000,1140,1440,,飛行機ってあんがいチャチなもんね。高が二人のったくらいでさ,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_003,gr3_stream_005c,0x5C,3,24.000,27.000,1440,1620,,誰のせいだと思ってんだよ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_004,gr3_stream_005c,0x5C,4,28.000,31.000,1680,1860,,まあ、よかったじゃない。毛がせずに進んだんだし,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_005,gr3_stream_005c,0x5C,5,32.000,33.000,1920,1980,,あのなぁ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_006,gr3_stream_005c,0x5C,6,36.000,39.000,2160,2340,,お前たちか、トンダちゃんも押してくれたのは…,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_007,gr3_stream_005c,0x5C,7,39.000,44.000,2340,2640,,そらからつくんだけど、コミュートの声にしちゃってやらなまにしてる,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_008,gr3_stream_005c,0x5C,8,45.000,47.000,2700,2820,,コミュートの声?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_009,gr3_stream_005c,0x5C,9,48.000,49.000,2880,2940,,え?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_010,gr3_stream_005c,0x5C,10,55.000,58.000,3300,3480,,な、な、見上がっていれ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_011,gr3_stream_005c,0x5C,11,58.000,61.000,3480,3660,,この辺じゃ見ないか、だね,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_012,gr3_stream_005c,0x5C,12,61.000,65.000,3660,3900,,コミュートは力作れも俺たちがいただけ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_013,gr3_stream_005c,0x5C,13,66.000,68.000,3960,4080,,気を抜くんじゃないよ、ユウキ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_005c_014,gr3_stream_005c,0x5C,14,68.000,69.000,4080,4140,,あ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_000,gr3_stream_0061,0x61,0,0.000,30.000,0,1800,,スタッフのアルフィナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメ,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_001,gr3_stream_0061,0x61,1,30.000,40.420,1800,2425,,もう決めたことなの私どうしても兄さんに会いたいお前がコミュートとして生きることを相手は望みやしない,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_002,gr3_stream_0061,0x61,2,40.420,46.740,2425,2804,,もしももしもそうだとしても私は,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_003,gr3_stream_0061,0x61,3,46.740,49.740,2804,2984,,山をへん,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_004,gr3_stream_0061,0x61,4,49.740,51.740,2984,3104,,その子から離れなさい,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_005,gr3_stream_0061,0x61,5,51.740,53.740,3104,3224,,ユキ!,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0061_006,gr3_stream_0061,0x61,6,53.740,55.740,3224,3344,,ハッ!,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
