resource_path,disc1_lsn,disc2_lsn,disc1_size,disc2_size,disc1_sha256,disc2_sha256,byte_identical
DATA/00150200.MDZ,0x19E638,0x18C890,1466400,1466400,d151afa8d24e9fa2fd8eebc6a6572b59a56a3d22216c92f67d8bcef7de680feb,d151afa8d24e9fa2fd8eebc6a6572b59a56a3d22216c92f67d8bcef7de680feb,1
DATA/00151000.MDZ,0x19E905,0x18CB5D,1570877,1570877,3cd97ce6051adac5ef040b14ccc88ff63349da34bf77a20d0f3c316ccdb37998,3cd97ce6051adac5ef040b14ccc88ff63349da34bf77a20d0f3c316ccdb37998,1
DATA/00151100.MDZ,0x19EC05,0x18CE5D,751252,751252,d09c7fea7b4d49987894fb39f3af0b5ce614f1e255337786cb8052069a9dd753,d09c7fea7b4d49987894fb39f3af0b5ce614f1e255337786cb8052069a9dd753,1
DATA/00151200.MDZ,0x19ED74,0x18CFCC,635459,635459,12a2c22488bd4d3367fa5fa4d9c8f3e1f917af3d57bb1d9da7803b86d479582b,12a2c22488bd4d3367fa5fa4d9c8f3e1f917af3d57bb1d9da7803b86d479582b,1
DATA/00157700.MDZ,0x19EEAB,0x18D103,1607944,1607944,7860a0271f028c7d937d39cd1fc5d4ad54480d94761c73c918aa258508361008,7860a0271f028c7d937d39cd1fc5d4ad54480d94761c73c918aa258508361008,1
DATA/00157800.MDZ,0x19F1BD,0x18D415,1607949,1607949,cdd42d44d05657d02a6011abb2bdce5422252be65736dfdca43e297fb2c171d3,cdd42d44d05657d02a6011abb2bdce5422252be65736dfdca43e297fb2c171d3,1
DATA/00180100.MDZ,0x19F4CF,0x18D727,1601630,1601630,f83f42276693ce897baeb6e09480ff4939f2afae19ee996bcf48fd93c7934c1f,f83f42276693ce897baeb6e09480ff4939f2afae19ee996bcf48fd93c7934c1f,1
DATA/00180200.MDZ,0x19F7DE,0x18DA36,2023772,2023772,6141988667b52eedf68cf256118374ef35ce66a6f6205d6bfb05bb72088dd385,6141988667b52eedf68cf256118374ef35ce66a6f6205d6bfb05bb72088dd385,1
DATA/00180400.MDZ,0x19FBBB,0x18DE13,3034214,3034214,f6585f72fdd4361ba534313810d6f65d80e2dd698ab9bd6928795431a7b14a83,f6585f72fdd4361ba534313810d6f65d80e2dd698ab9bd6928795431a7b14a83,1
DATA/00180500.MDZ,0x1A0185,0x18E3DD,1842725,1842725,f79a2b3f9ca22d2108af65e24bd505823ff9e4fb33bb53ab5d7db9bb44572970,f79a2b3f9ca22d2108af65e24bd505823ff9e4fb33bb53ab5d7db9bb44572970,1
DATA/00180600.MDZ,0x1A0509,0x18E761,410049,410049,b6ea785dc782d856019136594894ed5d9c9e0160aa86d548ec7370381c06e6d3,b6ea785dc782d856019136594894ed5d9c9e0160aa86d548ec7370381c06e6d3,1
DATA/00180700.MDZ,0x1A05D2,0x18E82A,2104134,2104134,ce3eb80907e779fb0b14907bc26e7c5618b292f7ede258e2c081dc79a28f67aa,ce3eb80907e779fb0b14907bc26e7c5618b292f7ede258e2c081dc79a28f67aa,1
DATA/00180800.MDZ,0x1A09D6,0x18EC2E,1969007,1969007,a7206ebc41c648544306f1b0d4fafe8bb6b4342820cc3bf89f466662950c3685,a7206ebc41c648544306f1b0d4fafe8bb6b4342820cc3bf89f466662950c3685,1
DATA/00181000.MDZ,0x1A0D98,0x18EFF0,2024771,2024771,e048e4997d5037e9e298db22284048345eeb1c0ba6eac6e77c5c93aef0e46599,e048e4997d5037e9e298db22284048345eeb1c0ba6eac6e77c5c93aef0e46599,1
DATA/00187700.MDZ,0x1A1175,0x18F3CD,577325,577325,0da1355aad7790b71f04e2fc5014a85d92647624b8bf42e3e8880526f1705149,0da1355aad7790b71f04e2fc5014a85d92647624b8bf42e3e8880526f1705149,1
DATA/00211000.MDZ,0x1A128F,0x18F4E7,4264506,4264506,c9f6a95b3638d64b4e9cd51328e5224033a8d02593ac1731105625cef1aa9243,c9f6a95b3638d64b4e9cd51328e5224033a8d02593ac1731105625cef1aa9243,1
DATA/00212000.MDZ,0x1A1AB2,0x18FD0A,3138937,3138937,8da09563bca5ffc04d6ec6da2541b2af5cc4a397a952466484ff2d7fa0554584,8da09563bca5ffc04d6ec6da2541b2af5cc4a397a952466484ff2d7fa0554584,1
DATA/00212100.MDZ,0x1A20AF,0x190307,1547248,1547248,ea56d4fdf2ab855063662ae67c153f7d97313f0edd6a1c96dfedd1382a4ddd77,ea56d4fdf2ab855063662ae67c153f7d97313f0edd6a1c96dfedd1382a4ddd77,1
DATA/00212200.MDZ,0x1A23A3,0x1905FB,1330999,1330999,5860e87c039e853627a58cb321ace6d6fe36e2be10dd065c07c7af59bfd4e35a,5860e87c039e853627a58cb321ace6d6fe36e2be10dd065c07c7af59bfd4e35a,1
DATA/00213100.MDZ,0x1A262D,0x190885,1517460,1517460,aa677195d59edf008e0fe8efced0f845002781b0e4350e476e1283e91b036cea,aa677195d59edf008e0fe8efced0f845002781b0e4350e476e1283e91b036cea,1
DATA/00214000.MDZ,0x1A2912,0x190B6A,4246275,4246275,197d4f8d1418f44a8c088c9eee27df126bd6c0c3d1c20e8795e9e32a75173d41,197d4f8d1418f44a8c088c9eee27df126bd6c0c3d1c20e8795e9e32a75173d41,1
DATA/00214100.MDZ,0x1A312C,0x191384,1872299,1872299,e79f48e27752a353ab97c9771c481ae2ef71349b6e085e63f726e18049fd908f,e79f48e27752a353ab97c9771c481ae2ef71349b6e085e63f726e18049fd908f,1
DATA/00214200.MDZ,0x1A34BF,0x191717,1340279,1340279,febafa3c7f2a18b2e7004c5638d9baa651365c6a5160d955a9aab2ef145262ce,febafa3c7f2a18b2e7004c5638d9baa651365c6a5160d955a9aab2ef145262ce,1
DATA/00214300.MDZ,0x1A374E,0x1919A6,1485637,1485637,1dc597cf23a0ba9e14fac78f7349276da2818023d3e2f81f088c4f6acd989a03,1dc597cf23a0ba9e14fac78f7349276da2818023d3e2f81f088c4f6acd989a03,1
DATA/00215100.MDZ,0x1A3A24,0x191C7C,1483925,1483925,5f875c82364608c337127618f4ccaf55e5ebbfb1c784e6b830887c90692adaa9,5f875c82364608c337127618f4ccaf55e5ebbfb1c784e6b830887c90692adaa9,1
DATA/00215200.MDZ,0x1A3CF9,0x191F51,1601757,1601757,61da78e859151bf4fd333e7de77e199bc03f49ae472e4bb76f6cf595a4de1e5b,61da78e859151bf4fd333e7de77e199bc03f49ae472e4bb76f6cf595a4de1e5b,1
DATA/00216000.MDZ,0x1A4008,0x192260,3054730,3054730,fb13066f5b01687dde202e0cb2c832fc2043196e17a3b61654e3373d4c0b63c2,fb13066f5b01687dde202e0cb2c832fc2043196e17a3b61654e3373d4c0b63c2,1
DATA/00216100.MDZ,0x1A45DC,0x192834,2698111,2698111,2ae2869c5e8275403b4a09591ebd2bfe24be1c1296b99a865735fd718f63da80,2ae2869c5e8275403b4a09591ebd2bfe24be1c1296b99a865735fd718f63da80,1
DATA/00217000.MDZ,0x1A4B02,0x192D5A,2503265,2503265,7e6d880e6dc98a7efdef285c3d2cb7003c296ec8c9c88b4b3b819d78e7101534,7e6d880e6dc98a7efdef285c3d2cb7003c296ec8c9c88b4b3b819d78e7101534,1
DATA/00240100.MDZ,0x1A4FC9,0x193221,2609215,2609215,d82e616bb0271646558d94e9df73dcbea025d5d9f29aab8cb6c5ff7fd98a6a20,d82e616bb0271646558d94e9df73dcbea025d5d9f29aab8cb6c5ff7fd98a6a20,1
DATA/00240200.MDZ,0x1A54C4,0x19371C,1775686,1775686,14b69b2a85f592cb6dcd4ffbd53021a56f3db71013227b1adf8aec4d5afec8be,14b69b2a85f592cb6dcd4ffbd53021a56f3db71013227b1adf8aec4d5afec8be,1
DATA/00240300.MDZ,0x1A5828,0x193A80,1335643,1335643,11ceeecc56981718ebedd42a1fb67f36f039a1b8ac9861d5c057753487a0c0e7,11ceeecc56981718ebedd42a1fb67f36f039a1b8ac9861d5c057753487a0c0e7,1
DATA/00240400.MDZ,0x1A5AB5,0x193D0D,1550301,1550301,097d33d1be6a4bb5971d9b88a371c375eff04844ee8892b1b56a99a0d7d3c690,097d33d1be6a4bb5971d9b88a371c375eff04844ee8892b1b56a99a0d7d3c690,1
DATA/00241000.MDZ,0x1A5DAA,0x194002,2573729,2573729,7fa755f0cd554bcf50d00c3d1bb0f74a55721f5bc4186dc498b4b050b7e6dbbf,7fa755f0cd554bcf50d00c3d1bb0f74a55721f5bc4186dc498b4b050b7e6dbbf,1
DATA/00241100.MDZ,0x1A6293,0x1944EB,2140167,2140167,804a4c39308d04ca9f8ab01ce6d80523090932dd264f580624ed5129c65b2e8e,804a4c39308d04ca9f8ab01ce6d80523090932dd264f580624ed5129c65b2e8e,1
DATA/00241200.MDZ,0x1A66A9,0x194901,2488065,2488065,131cca4e71fc90975131412141be8509ce6662200a0be07251dfa71af3981bc4,131cca4e71fc90975131412141be8509ce6662200a0be07251dfa71af3981bc4,1
DATA/00241300.MDZ,0x1A6B68,0x194DC0,1856039,1856039,645352b7b21eaf6dfddf1b29246f81544f31efbdff611a506b1ebe51a4468fd0,645352b7b21eaf6dfddf1b29246f81544f31efbdff611a506b1ebe51a4468fd0,1
DATA/00241400.MDZ,0x1A6EF3,0x19514B,1854417,1854417,15491a26d2f202112a71c50f92d4a858724738aa2fda80ceb16b31dfe36fd199,15491a26d2f202112a71c50f92d4a858724738aa2fda80ceb16b31dfe36fd199,1
DATA/00241500.MDZ,0x1A727D,0x1954D5,1936585,1936585,8c1c360973890e0ff7ae4168661875a740ebadc8ad5f2db3d57aa7be35bf4152,8c1c360973890e0ff7ae4168661875a740ebadc8ad5f2db3d57aa7be35bf4152,1
DATA/00241600.MDZ,0x1A762F,0x195887,2291671,2291671,c0354b0dcad73c610ffb02e56dbdcff2f79f8ef91c23f2bd81fa59e5beecae76,c0354b0dcad73c610ffb02e56dbdcff2f79f8ef91c23f2bd81fa59e5beecae76,1
DATA/00241700.MDZ,0x1A7A8E,0x195CE6,2888461,2888461,c1f4a2bbfe8c0e0b56e701541e33bf922212c1a8b0d5d9042f74b4a638865b62,c1f4a2bbfe8c0e0b56e701541e33bf922212c1a8b0d5d9042f74b4a638865b62,1
DATA/00241800.MDZ,0x1A8011,0x196269,2743272,2743272,4acb717c0bf0fee79b3e76987c39a66e76eddb08c82444b81feb6d1260c87f10,4acb717c0bf0fee79b3e76987c39a66e76eddb08c82444b81feb6d1260c87f10,1
DATA/00241900.MDZ,0x1A854D,0x1967A5,2952665,2952665,f8162a240d6987c175c6d26ae2cc2fc45e32819b2f09be3c527c5e8d9e30d9d9,f8162a240d6987c175c6d26ae2cc2fc45e32819b2f09be3c527c5e8d9e30d9d9,1
DATA/00242000.MDZ,0x1A8AEF,0x196D47,2641173,2641173,5a535a86c960fa1abceb5ec74ad0ae0aac39ad5d8c611f9a086f8fab32e5e18b,5a535a86c960fa1abceb5ec74ad0ae0aac39ad5d8c611f9a086f8fab32e5e18b,1
DATA/00242300.MDZ,0x1A8FF9,0x197251,1574207,1574207,6890de141b9a5098c61c2ff3aa4ad45bc1c434042716979298a3e9843693d304,6890de141b9a5098c61c2ff3aa4ad45bc1c434042716979298a3e9843693d304,1
DATA/00243100.MDZ,0x1A92FA,0x197552,2040248,2040248,442809a8d049e08969c2704adf2b18731f30b2c1939e93a9d92721946f50fb0d,442809a8d049e08969c2704adf2b18731f30b2c1939e93a9d92721946f50fb0d,1
DATA/00243200.MDZ,0x1A96DF,0x197937,2759474,2759474,58854e13462612a4181c17ac85dd548f84d71f1ff7f40927a710161fb910c629,58854e13462612a4181c17ac85dd548f84d71f1ff7f40927a710161fb910c629,1
DATA/00243300.MDZ,0x1A9C23,0x197E7B,2753531,2753531,ab0ff6d0673ea7b5dcdea85aba240e2d7b319d97bceb47ebca88009aeced1675,ab0ff6d0673ea7b5dcdea85aba240e2d7b319d97bceb47ebca88009aeced1675,1
DATA/00243400.MDZ,0x1AA164,0x1983BC,2084501,2084501,c19d83b71efb3689ab8eecc26d936d4ac6de16461754ad350ee233c6bab4b164,c19d83b71efb3689ab8eecc26d936d4ac6de16461754ad350ee233c6bab4b164,1
DATA/00243500.MDZ,0x1AA55E,0x1987B6,3264951,3264951,661d6cf78ef82f1bc6891307c7bcdc1c7346ec33092f9839961dd52d5cd1973c,661d6cf78ef82f1bc6891307c7bcdc1c7346ec33092f9839961dd52d5cd1973c,1
DATA/00243600.MDZ,0x1AAB99,0x198DF1,2562802,2562802,c95c33605da0d5640b4451c6f3d6abece1d2550a9f79d6128c9f44fcc2369651,c95c33605da0d5640b4451c6f3d6abece1d2550a9f79d6128c9f44fcc2369651,1
DATA/00247700.MDZ,0x1AB07D,0x1992D5,2510608,2510608,dd38fce99d370821e273919444648f4b849a72a995bed1eac57890e5eda3cff3,dd38fce99d370821e273919444648f4b849a72a995bed1eac57890e5eda3cff3,1
DATA/00270100.MDZ,0x1AB547,0x19979F,2876374,2876374,27b9e154912dc889013b4ca82de9687e58d6b2f4f6dc9cb0b2c9afa3ee4bac53,27b9e154912dc889013b4ca82de9687e58d6b2f4f6dc9cb0b2c9afa3ee4bac53,1
DATA/00270200.MDZ,0x1ABAC4,0x199D1C,2715761,2715761,fa3a86d4d27748a86bef5932c9acc3bc7a72fa29f9fd4264ef9ea3222554a61e,fa3a86d4d27748a86bef5932c9acc3bc7a72fa29f9fd4264ef9ea3222554a61e,1
DATA/00270300.MDZ,0x1ABFF3,0x19A24B,3037833,3037833,c9ef0b390d803539b868d67f06dbd0b020d6ddc0ab4ab0dc5f295c78d4b2bf8f,c9ef0b390d803539b868d67f06dbd0b020d6ddc0ab4ab0dc5f295c78d4b2bf8f,1
DATA/00270400.MDZ,0x1AC5BF,0x19A817,2881754,2881754,941056d2cd3ed8875abd2b0f0fe02fbe471f12be43ba28b3d93338edfc0c68d5,941056d2cd3ed8875abd2b0f0fe02fbe471f12be43ba28b3d93338edfc0c68d5,1
DATA/00330100.MDZ,0x1ACB3F,0x19AD97,3227393,3227393,2aeba6203a5ee00a41b216cd819738b07d575ae317098b026cd3b13c0ec3b6c4,2aeba6203a5ee00a41b216cd819738b07d575ae317098b026cd3b13c0ec3b6c4,1
DATA/00330200.MDZ,0x1AD167,0x19B3BF,4193987,4193987,9b2e57c032e84d1b2f13b96bf1fb6cd95d252350f49ccd62316d91e7a4ecf344,9b2e57c032e84d1b2f13b96bf1fb6cd95d252350f49ccd62316d91e7a4ecf344,1
DATA/00330300.MDZ,0x1AD967,0x19BBBF,1486871,1486871,47bda4094cea8d263006714ab883079527d2ffe133c4e95b67ffdd7ad88ad094,47bda4094cea8d263006714ab883079527d2ffe133c4e95b67ffdd7ad88ad094,1
DATA/00330400.MDZ,0x1ADC3E,0x19BE96,2274734,2274734,e7dec99750cf221d031df58e4ee65db0c74dcc12ed794c1bd3419e435d548e45,e7dec99750cf221d031df58e4ee65db0c74dcc12ed794c1bd3419e435d548e45,1
DATA/00360000.MDZ,0x1AE095,0x19C2ED,3590343,3590343,cc1bfb71f9d4ea999518da6de17f48ec84868f9425fa802124a0ae2af8bb8e72,cc1bfb71f9d4ea999518da6de17f48ec84868f9425fa802124a0ae2af8bb8e72,1
DATA/00360100.MDZ,0x1AE76F,0x19C9C7,1458800,1458800,044aacc216f598f4c7f5510c0f2174f46f848c97609e697175b8d065e63e69fd,044aacc216f598f4c7f5510c0f2174f46f848c97609e697175b8d065e63e69fd,1
DATA/00360200.MDZ,0x1AEA38,0x19CC90,1317311,1317311,468e24da35f3ab5cd613b63694fc97e7a596d7356d5fd23977d5dc469deef63e,468e24da35f3ab5cd613b63694fc97e7a596d7356d5fd23977d5dc469deef63e,1
DATA/00360300.MDZ,0x1AECBC,0x19CF14,2008216,2008216,57f31d42dc93eb1b10a0c476e8e1c364991a953c9237c8e9cec2c580d50510e2,57f31d42dc93eb1b10a0c476e8e1c364991a953c9237c8e9cec2c580d50510e2,1
DATA/00360400.MDZ,0x1AF091,0x19D2E9,1593952,1593952,8438ebda7a6a07ff6496f25ff72c53d067d5fb86b8f90ad7d91a7094133eb9ee,8438ebda7a6a07ff6496f25ff72c53d067d5fb86b8f90ad7d91a7094133eb9ee,1
DATA/00360500.MDZ,0x1AF39C,0x19D5F4,1250521,1250521,f99a4bc74344dd3f28ac22d5e531adb19489a948177c14e2dfe0abc24cac5ab1,f99a4bc74344dd3f28ac22d5e531adb19489a948177c14e2dfe0abc24cac5ab1,1
DATA/00360600.MDZ,0x1AF5FF,0x19D857,1575090,1575090,2c10c301eddfc2ef17e12a2892cf58a723419db821c30b37a6fcb7ae6381428b,2c10c301eddfc2ef17e12a2892cf58a723419db821c30b37a6fcb7ae6381428b,1
DATA/00360700.MDZ,0x1AF901,0x19DB59,1531025,1531025,182ea2b251c2597880fe1aaa982ad68b648b0e49c567f6d2867767509ae53244,182ea2b251c2597880fe1aaa982ad68b648b0e49c567f6d2867767509ae53244,1
DATA/00360800.MDZ,0x1AFBED,0x19DE45,2029127,2029127,2f90b7e140b31c40a1f4576802fb01d44967ac144c6b954afe4858337f9a3fd9,2f90b7e140b31c40a1f4576802fb01d44967ac144c6b954afe4858337f9a3fd9,1
DATA/00361000.MDZ,0x1AFFCC,0x19E224,1816247,1816247,992acc1301b27f2c46ec750eb972b9f61c059d7b25c74ec544c3bf3bba8866be,992acc1301b27f2c46ec750eb972b9f61c059d7b25c74ec544c3bf3bba8866be,1
DATA/00361100.MDZ,0x1B0343,0x19E59B,1662989,1662989,167818ae2000ceeecfff669b6bd0138c93762c741d005692d110c0456b546629,167818ae2000ceeecfff669b6bd0138c93762c741d005692d110c0456b546629,1
DATA/00361200.MDZ,0x1B0670,0x19E8C8,1464160,1464160,b6920d7505b775a52bd975f4d3bea6e79c7cc03bfbe4739674363f2835626e03,b6920d7505b775a52bd975f4d3bea6e79c7cc03bfbe4739674363f2835626e03,1
DATA/00361300.MDZ,0x1B093B,0x19EB93,2775582,2775582,1df0906d981e3cc8693891c5932342527201246150c373f9f8f01c87fb44d497,1df0906d981e3cc8693891c5932342527201246150c373f9f8f01c87fb44d497,1
DATA/00361400.MDZ,0x1B0E87,0x19F0DF,1824292,1824292,bc4c1f56b4d9dcee086b27fdda9a3a06c7f6b935638d56916850bcf297a6e9aa,bc4c1f56b4d9dcee086b27fdda9a3a06c7f6b935638d56916850bcf297a6e9aa,1
DATA/00362100.MDZ,0x1B1202,0x19F45A,4173235,4173235,a78af768e7ea19f68ec5d47caf4ac160e7f9b82b99ec0d7c37ffd5a34b061213,a78af768e7ea19f68ec5d47caf4ac160e7f9b82b99ec0d7c37ffd5a34b061213,1
DATA/00362400.MDZ,0x1B19F8,0x19FC50,1538698,1538698,4583f61a6d4ee9e0e6120dbdca1928fc04985e1b74e2a0283d1450fbc1d3750c,4583f61a6d4ee9e0e6120dbdca1928fc04985e1b74e2a0283d1450fbc1d3750c,1
DATA/00390000.MDZ,0x1B1CE8,0x19FF40,3742532,3742532,0e164eae5b25f5de7a033a94cba98638503ed25f457137f9851c7a6d8424ab71,0e164eae5b25f5de7a033a94cba98638503ed25f457137f9851c7a6d8424ab71,1
DATA/00390200.MDZ,0x1B240C,0x1A0664,4186328,4186328,13a79be3438349b34e6c4fe0e51570b2122631256eed6a39abcb1220a99bd2f5,13a79be3438349b34e6c4fe0e51570b2122631256eed6a39abcb1220a99bd2f5,1
DATA/00390300.MDZ,0x1B2C09,0x1A0E61,3098479,3098479,b46bb8e415ec43432543404808d0498d3ff749d3f5f23ae29028018a2da8a50f,b46bb8e415ec43432543404808d0498d3ff749d3f5f23ae29028018a2da8a50f,1
DATA/00390500.MDZ,0x1B31F2,0x1A144A,4082759,4082759,0fd09c9a307dcf34bdee743a443a95f9e26bee9944edccbef8179bd6cda2db57,0fd09c9a307dcf34bdee743a443a95f9e26bee9944edccbef8179bd6cda2db57,1
DATA/00397700.MDZ,0x1B39BC,0x1A1C14,2727486,2727486,53f8104134b46b0f3a014e13097167bf749aa55ae5932f3c2a6e918487aa77fe,53f8104134b46b0f3a014e13097167bf749aa55ae5932f3c2a6e918487aa77fe,1
DATA/00420000.MDZ,0x1B3EF0,0x1A2148,1719859,1719859,7fe07314317b71142491c0ad9066a69251406c4c27c9433261b33728936dfd7c,7fe07314317b71142491c0ad9066a69251406c4c27c9433261b33728936dfd7c,1
