event_id,stream_key,entry_index,sample_ids,duration_ms,sample_rate,channels,source_offset,size_bytes,source_stream_sha256,decoded_pcm_sha256,decoded_frames_per_channel,audio_path,audio_size_bytes,audio_sha256,extraction_status,notes
gr3_stream_0077,0x77,118,0x444;0x445,85867,24000,2,0x13367800,2357248,fb83581425bbfbc9d09fd9adb2e30d64f70895b16239da5da27bdbd86386992c,4c9038be638e7f68fe8a8336953cd24615972ddeb6cba65b0367e533e4df0601,2060800,audio/extracted/gr3_rendered_events/stream_0077.flac,5768547,3ada35159dcdbe5e6288aebb7b19dbe0fd46ca03296477439b4efeab0cf49994,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0078,0x78,119,0x446;0x447,147541,24000,2,0x135A7000,4048896,9fc802d1b8377022dea2e029a2b764cf26a90c53d57056a413eb5016a9a14da7,0ca99a3a53b4c52cab51c75260cf05f342ea29b112eadebad4d06aded199cbe5,3540992,audio/extracted/gr3_rendered_events/stream_0078.flac,10018221,522dfb5f6bf14bead5437272bf8d8b426799bae3af89eb474aed689e8d521edf,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0079,0x79,120,0x448;0x449,143360,24000,2,0x13983800,3934208,0d5495d6b4970c5a7db9a1546e7525d03147c53a553648d246b4ddb3d817f347,38bc5e812137e48956340d4c09c0a5013459ee9109332f3666419c36bb7c1def,3440640,audio/extracted/gr3_rendered_events/stream_0079.flac,10594326,53b227dba86b7e847e36964f487ab838819605dc0425d6ad499c4b56e7828e96,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007a,0x7A,121,0x44C;0x44D,94827,24000,2,0x13D44000,2603008,380ccf4fb1dc7894ac24d4c74747d6036fd639906bdd2f3ec896c7c9ace04b2d,8eddb1268ce93d9f2db4303aa8e673b54b874eb2758770ec0187558b8ad21708,2275840,audio/extracted/gr3_rendered_events/stream_007a.flac,4753114,b309bcd4d2a5f45056fd3fc8c8e083990d280f9be1f9bfa7e511cf44795c734e,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007b,0x7B,122,0x44E;0x44F,131413,24000,2,0x13FBF800,3606528,474b8a0489b73a4edd3640139d50a4109b8e403f2f7a9bac20771375ff51fbc8,163e4807b474e20065d0bceaf724ac6fd16422c4204fb5bb1f065c49f14cf474,3153920,audio/extracted/gr3_rendered_events/stream_007b.flac,7793191,5e74c6180acdaf8b5be0ea0ac8a6e85c1df129aeaadea293e4255b45d4a7005e,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007c,0x7C,123,0x450;0x451,96768,24000,2,0x14330000,2656256,06ed8217774e55e0801fab4ccc7d5cb78d026f06c9d1a00c3172899a620f58d7,894bcb470bc5e6523c57a14dedb68b5bfb0f6402c288bd0e54bd47737b1b6b1c,2322432,audio/extracted/gr3_rendered_events/stream_007c.flac,5618925,cf37545be12c59b4996e63205c091c991f6c6c2c82276e7cc0a958962f9b5ee5,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007d,0x7D,124,0x452;0x453,126037,24000,2,0x145B8800,3459072,45d946f9f12b695ded77840955149350d69d2f52a7565c1311c36b82542341f2,bcb81ca8b0074a896965769b36de38298d0cbbee9a5fb215523a3e9f910f83d6,3024896,audio/extracted/gr3_rendered_events/stream_007d.flac,8422800,0500c13e44f8cd10ca255290babc38c814b6e08904ad8557fca857e37f2f4f9b,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007e,0x7E,125,0x454;0x455,173227,24000,2,0x14905000,4753408,bce81aef373fc7e1be9880e30459a865ce59b956dfd06292300706867047965b,384719d1bddc7f42bfa6a3cd420f3af9b1d15b29414363b4113fd8d855012ca6,4157440,audio/extracted/gr3_rendered_events/stream_007e.flac,9041808,3046c6281c4a3a6ecc4f7972c5a423b79b769f22d118c9e1dcc7b04e674d6039,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_007f,0x7F,126,0x456;0x457,42709,24000,2,0x14D8D800,1173504,c20fecea3e437c9d460dcd1d53504afb6e211b5862acbb876155cf7efa64dc0a,a0d1e3885aef09476d3521470455e560bd7db50f76fa2b9ec3c69e5623a46e6a,1025024,audio/extracted/gr3_rendered_events/stream_007f.flac,2807497,323ca13fd5da1e25920c2c46249a120360cecb1fc3489e0775ffd454ed05ef24,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0080,0x80,127,0x458;0x459,115136,24000,2,0x14EAC000,3160064,73b7e6b25a9d27840cb2c51627fe864c4bdb59ff5cf81a2e9be7d5a9ab53d9ac,a76b2ef1f7b2f9a3b2deb9c03cc6c296a05db8a110ea8bc827bb520b2ec80e45,2763264,audio/extracted/gr3_rendered_events/stream_0080.flac,6478744,4cf82f83e22666bd56164afd81eb80712ed7fedc2e1a8cc01274d2f2bad3e75e,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0081,0x81,128,0x45A;0x45B,38528,24000,2,0x151AF800,1058816,85be8efde1edf6de7d470cf1f46add0b48f85ae7e0f0fe7e0008192a80a1da54,b2986dc1ca539f553049ae6e104fe66eb45f0a2ab9ac6fa404da5e2d165dae51,924672,audio/extracted/gr3_rendered_events/stream_0081.flac,2007938,599a2f9f4159417eab9f18329ff64ab31c48b5896a12b406c6c429ee207a3e47,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0082,0x82,129,0x45C;0x45D,43755,24000,2,0x152B2000,1202176,497c551ab28c31e9e3d974c78f7e0f22f65bc6c96ba21fa50ec3ca14a6a42f71,1d835f9d3668e0136b9fa67da28e10c1baabda3dcdd585b18f9f1a30664f4d69,1050112,audio/extracted/gr3_rendered_events/stream_0082.flac,2049077,60a2b6f40f6b350774fc941dc856c0f8cd139a914a9f6da7c3a84543359f2fb1,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0083,0x83,130,0x45E;0x45F,52416,24000,2,0x153D7800,1439744,957011e3c9bfc53be895d46c192d1020f52c03b4f4975846dad5eb75b0aab28a,6bac2933ed90defaa4f6b624f6fc37ac66fd96a8146afbc7b048a35289fdfa31,1257984,audio/extracted/gr3_rendered_events/stream_0083.flac,2845390,b556ea274faaf4db2cf4838579c250af31e8c6e00cebef6bdd76f3353db6d9b2,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0084,0x84,131,0x460;0x461,104683,24000,2,0x15537000,2873344,7d81ef507a0db5f390d18f3e7a53ef5eaea0d9bedc7cc91826846c11ce24127e,e563e3f7a0d4c2fc99a41c9a8e67d1b51e8479772470fdaab04c156ac51bd0fe,2512384,audio/extracted/gr3_rendered_events/stream_0084.flac,6164905,66b60d59deac51a4c20429a01d3b8a969fcb762fbae3e407c3296962387d3d9a,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0085,0x85,132,0x462;0x463,155456,24000,2,0x157F4800,4265984,30a9988720594d9f0ff501b5453ab4406365df55d1915a2f3aa5d06ba6df8c0e,5a837aa48c6478738fa38e5595b23a9a15bdd62abfdc402f27ff797e3c98127e,3730944,audio/extracted/gr3_rendered_events/stream_0085.flac,10298084,6f85dcf5fa4ebd6398a9a35aea444e03121ae06eeddb75067d7c88906d4ced60,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0086,0x86,133,0x466;0x467,69291,24000,2,0x15C06000,1902592,e237bbeb66a9c944be75fa021a029d9401ad2061e717de7a6d0036dbe6d0a6ea,4f61fdda1037ebab7bd59a202eaba5a5b6342084574fd59d6120f54ce8418713,1662976,audio/extracted/gr3_rendered_events/stream_0086.flac,4726646,713d752046c5f8c5473fd32bd0bbd7ce56e9580e56e6275a0779512572751129,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0087,0x87,134,0x468;0x469,268949,24000,2,0x15DD6800,7378944,ab6ecdda778cad90077bb335178e58a791ec1f073b6b8acd6de5c4004270479e,938cf790f1ec9723432baecbbfd890f8eec47533fcbaf1d8b9be0d9bc6c3b9b4,6454784,audio/extracted/gr3_rendered_events/stream_0087.flac,17844345,b5ef1ff34ad3df289be1c443c621e1f2127b48f2828cb0aee8bb18b424036152,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0088,0x88,135,0x46A;0x46B,150528,24000,2,0x164E0000,4130816,0c60dfc2c852dd06f9b92e06d57680f9461fee916cce59ff8ea2339b03ecae1f,4893346d44fce976b4f555d727c8777e34f10482631fe47fff13d9478e7882f6,3612672,audio/extracted/gr3_rendered_events/stream_0088.flac,10229819,41e43d2a7e8f7c948470d95d85904f0476105bf142f50c90bede235b5adf51af,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_0089,0x89,136,0x46C;0x46D,54059,24000,2,0x168D0800,1484800,1d0e7c3716b6f9d50e74524b210da4b7e6c481804cbdd6734d47051e8ecd1e89,caddd743e61f9b6eca50caf367c5d98805f028bc596dc386635c963300a28cb5,1297408,audio/extracted/gr3_rendered_events/stream_0089.flac,3457300,12828aae1940525ca17b4d93dba96da8c764b4f8dcd1bb344f0e977c691995f5,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_008a,0x8A,137,0x46E;0x46F,117227,24000,2,0x16A3B000,3217408,1308bf0ca6e2bac53349db366c5327eed9f6a0646cadced9f5c64cfe93428f69,5140301aa0dd7fff9e6e6597e2ff696940e26738365e539fd9c4f5b8504fbc42,2813440,audio/extracted/gr3_rendered_events/stream_008a.flac,6079088,ad749c140a6973e06469081d3b5c3f6c3db4f5adef2d816ab2f5c0cb6766fb29,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_008b,0x8B,138,0x470;0x471,68096,24000,2,0x16D4C800,1869824,186fcc65562e17986e7b401427f18331be21ee14f553d0eb16266f084b34dcd2,08610fbad0c7625b6bf63d9934d06e46c197ad9da87c05375c2c034c5c140837,1634304,audio/extracted/gr3_rendered_events/stream_008b.flac,4448180,b36688d59c2f0cd2359b0453acda4ad30b133561da81e126f374e0ca62567331,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_008c,0x8C,139,0x472;0x473,59584,24000,2,0x16F15000,1636352,d55dd8cc87deb9a328e14a39bd4f6169ff117f4a9df431025ba2345d592b0ac0,b41026b08e99adbb04d51c5e9c8f1198099e46de7a55e33289fa95c67ca07b9a,1430016,audio/extracted/gr3_rendered_events/stream_008c.flac,2858872,2b038934c2375aaa8d7b1e5e545c98cc81a33c35d64395d6d46bff8b90aac11b,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
gr3_stream_008d,0x8D,140,0x474;0x475,117525,24000,2,0x170A4800,3225600,cb4c5fa70df17def25fe9fff6b2c95298efb9d2e533d7520e1b8d87f075372c8,3a7d6d24174872af606d6b37bbc8cdcd86faac919f92dfeeb1273cb5971cf22e,2820608,audio/extracted/gr3_rendered_events/stream_008d.flac,7353698,e2162dc2f578c59764f41d4dda944622de509f0c4fc330c752c46c9fd20ac33b,PASS,Incremental stereo PSX ADPCM decode; lossless review audio.
