resource_path,decoded_mdt_path,decoded_size,chunk_index,chunk_tag,chunk_offset,chunk_size,instance_count,zero_run_offset,zero_run_chunk_relative,zero_run_bytes,fits_current_alfina_compressed_package,evidence,safety_status
DATA/00061100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00061100.MDT,2620288,44,0xA0001340,0x272380,28416,4,0x276240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00061300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00061300.MDT,4364800,53,0xA0001340,0x417B00,28416,4,0x41B9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00090000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00090000.MDT,2765568,45,0xA0001340,0x295A80,28416,4,0x299940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00090100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00090100.MDT,4568320,49,0xA0001340,0x449380,28416,4,0x44D240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00120000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00120000.MDT,5657984,51,0xA0001340,0x556200,28416,4,0x55A0C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00120100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00120100.MDT,3206272,45,0xA0001340,0x2FE700,28416,4,0x3025C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00120200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00120200.MDT,2632576,46,0xA0001340,0x274480,28416,4,0x278340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00150100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00150100.MDT,4181248,52,0xA0001340,0x3EEC00,28416,4,0x3F2AC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00150200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00150200.MDT,2583296,46,0xA0001340,0x269780,28416,4,0x26D640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00151000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00151000.MDT,3241728,49,0xA0001340,0x309300,28416,4,0x30D1C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00151100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00151100.MDT,1580544,42,0xA0001340,0x174580,28416,4,0x178440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00151200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00151200.MDT,1471104,45,0xA0001340,0x159E80,28416,4,0x15DD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180100.MDT,2838272,47,0xA0001340,0x2A7900,28416,4,0x2AB7C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180200.MDT,3702016,51,0xA0001340,0x376480,28416,4,0x37A340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180400.MDT,5543936,54,0xA0001340,0x537A80,28416,4,0x53B940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180500.MDT,3223552,51,0xA0001340,0x302600,28416,4,0x3064C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180600.MDT,813440,44,0xA0001340,0xB9080,28416,4,0xBCF40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180700.MDT,3314432,49,0xA0001340,0x319A00,28416,4,0x31D8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00180800.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00180800.MDT,3060224,51,0xA0001340,0x2DB800,28416,4,0x2DF6C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00181000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00181000.MDT,4072832,45,0xA0001340,0x3D4C80,28416,4,0x3D8B40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00211000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00211000.MDT,7547776,52,0xA0001340,0x722600,28416,4,0x7264C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00212000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00212000.MDT,5701760,50,0xA0001340,0x55E980,28416,4,0x562840,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00212100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00212100.MDT,2766208,44,0xA0001340,0x295880,28416,4,0x299740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00212200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00212200.MDT,2347648,45,0xA0001340,0x22E480,28416,4,0x232340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00213100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00213100.MDT,2779648,44,0xA0001340,0x275480,28416,4,0x279340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00214000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00214000.MDT,7802624,52,0xA0001340,0x760000,28416,4,0x763EC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00214100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00214100.MDT,3892992,49,0xA0001340,0x3A8400,28416,4,0x3AC2C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00214200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00214200.MDT,2290688,45,0xA0001340,0x222000,28416,4,0x225EC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00214300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00214300.MDT,2705536,44,0xA0001340,0x286580,28416,4,0x28A440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00215100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00215100.MDT,2724352,47,0xA0001340,0x28BA00,28416,4,0x28F8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00215200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00215200.MDT,2598400,50,0xA0001340,0x26C900,28416,4,0x2707C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00216000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00216000.MDT,5414144,49,0xA0001340,0x51BF80,28416,4,0x51FE40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00216100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00216100.MDT,4585600,49,0xA0001340,0x451100,28416,4,0x454FC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00217000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00217000.MDT,4151680,49,0xA0001340,0x3E7B00,28416,4,0x3EB9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00240100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00240100.MDT,4081408,49,0xA0001340,0x3D3100,28416,4,0x3D6FC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00240200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00240200.MDT,2992000,44,0xA0001340,0x2CD300,28416,4,0x2D11C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00240300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00240300.MDT,2112000,44,0xA0001340,0x1F5E00,28416,4,0x1F9CC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00240400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00240400.MDT,2901120,47,0xA0001340,0x2B6D80,28416,4,0x2BAC40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241000.MDT,4324736,45,0xA0001340,0x411600,28416,4,0x4154C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241100.MDT,3213440,46,0xA0001340,0x302A80,28416,4,0x306940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241200.MDT,4737792,47,0xA0001340,0x476600,28416,4,0x47A4C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241300.MDT,2767104,41,0xA0001340,0x295F80,28416,4,0x299E40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241400.MDT,2759808,40,0xA0001340,0x294400,28416,4,0x2982C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241500.MDT,2682240,43,0xA0001340,0x281180,28416,4,0x285040,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241600.MDT,3205120,47,0xA0001340,0x300780,28416,4,0x304640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241700.MDT,3982336,49,0xA0001340,0x3BE700,28416,4,0x3C25C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241800.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241800.MDT,3513344,40,0xA0001340,0x34C200,28416,4,0x3500C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00241900.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00241900.MDT,3936256,44,0xA0001340,0x3B2D00,28416,4,0x3B6BC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00242000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00242000.MDT,4082688,51,0xA0001340,0x3D7480,28416,4,0x3DB340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00242300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00242300.MDT,2763904,44,0xA0001340,0x295080,28416,4,0x298F40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243100.MDT,2695552,46,0xA0001340,0x284A80,28416,4,0x288940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243200.MDT,5158912,43,0xA0001340,0x4DDE00,28416,4,0x4E1CC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243300.MDT,3496832,38,0xA0001340,0x348080,28416,4,0x34BF40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243400.MDT,3667712,49,0xA0001340,0x36E280,28416,4,0x372140,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243500.MDT,4764672,49,0xA0001340,0x47AD00,28416,4,0x47EBC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00243600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00243600.MDT,3171584,44,0xA0001340,0x2F8B00,28416,4,0x2FC9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00270100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00270100.MDT,4865152,51,0xA0001340,0x492880,28416,4,0x496740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00270200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00270200.MDT,4436736,49,0xA0001340,0x429A00,28416,4,0x42D8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00270300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00270300.MDT,5158016,53,0xA0001340,0x4D9C80,28416,4,0x4DDB40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00270400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00270400.MDT,4315520,50,0xA0001340,0x40FD00,28416,4,0x413BC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00330100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00330100.MDT,4610816,50,0xA0001340,0x454A00,28416,4,0x4588C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00330200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00330200.MDT,5931136,50,0xA0001340,0x597500,28416,4,0x59B3C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00330300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00330300.MDT,2527744,50,0xA0001340,0x258700,28416,4,0x25C5C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00330400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00330400.MDT,3764352,47,0xA0001340,0x389A00,28416,4,0x38D8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360000.MDT,6426240,48,0xA0001340,0x611700,28416,4,0x6155C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360100.MDT,2176000,44,0xA0001340,0x205700,28416,4,0x2095C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360200.MDT,1801984,40,0xA0001340,0x1AA580,28416,4,0x1AE440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360300.MDT,3028352,44,0xA0001340,0x2D5880,28416,4,0x2D9740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360400.MDT,2529920,49,0xA0001340,0x25BB00,28416,4,0x25F9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360500.MDT,2051328,39,0xA0001340,0x1E7380,28416,4,0x1EB240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360600.MDT,2104576,39,0xA0001340,0x1F4380,28416,4,0x1F8240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360700.MDT,2226176,44,0xA0001340,0x211C00,28416,4,0x215AC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00360800.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00360800.MDT,3101568,49,0xA0001340,0x2E7A80,28416,4,0x2EB940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00361000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00361000.MDT,2724352,44,0xA0001340,0x267E80,28416,4,0x26BD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00361100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00361100.MDT,2600704,44,0xA0001340,0x26C480,28416,4,0x270340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00361200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00361200.MDT,2246144,44,0xA0001340,0x216380,28416,4,0x21A240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00361300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00361300.MDT,4742272,47,0xA0001340,0x476B80,28416,4,0x47AA40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00361400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00361400.MDT,2744064,47,0xA0001340,0x28FD00,28416,4,0x293BC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00362100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00362100.MDT,7535104,48,0xA0001340,0x71F400,28416,4,0x7232C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00362400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00362400.MDT,2474496,48,0xA0001340,0x24E980,28416,4,0x252840,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00390000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00390000.MDT,6472576,51,0xA0001340,0x619E80,28416,4,0x61DD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00390200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00390200.MDT,7515648,51,0xA0001340,0x719180,28416,4,0x71D040,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00390300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00390300.MDT,5534336,49,0xA0001340,0x536500,28416,4,0x53A3C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00390500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00390500.MDT,6490752,48,0xA0001340,0x623600,28416,4,0x6274C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420000.MDT,2388864,49,0xA0001340,0x236780,28416,4,0x23A640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420100.MDT,6118144,50,0xA0001340,0x5C4C00,28416,4,0x5C8AC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420200.MDT,5698048,52,0xA0001340,0x55D780,28416,4,0x561640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420300.MDT,5143296,50,0xA0001340,0x4D6900,28416,4,0x4DA7C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420400.MDT,7980416,49,0xA0001340,0x78A980,28416,4,0x78E840,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00420500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00420500.MDT,4521728,48,0xA0001340,0x440500,28416,4,0x4443C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450000.MDT,7678976,53,0xA0001340,0x742A00,28416,4,0x7468C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450200.MDT,3293824,47,0xA0001340,0x316880,28416,4,0x31A740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450300.MDT,3037312,40,0xA0001340,0x2D7E80,28416,4,0x2DBD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
