entry_index,stream_key,key_bit_0x800,start_sector,end_sector,source_offset,size_bytes,channels,sample_rate,header_size,interleave,duration_ms,reference_count,sample_ids,classification,confidence,notes
89,0x5A,0,0x1DF01,0x1E178,0xEF80800,1292288,2,24000,0x800,0x800,47040,2,0x3FA;0x3FB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
90,0x5B,0,0x1E178,0x1E6BB,0xF0BC000,2758656,2,24000,0x800,0x800,100501,2,0x3FC;0x3FD,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
91,0x5C,0,0x1E6BB,0x1EA70,0xF35D800,1943552,2,24000,0x800,0x800,70784,2,0x3FE;0x3FF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
96,0x61,0,0x1EB31,0x1F254,0xF598800,3741696,2,24000,0x800,0x800,136341,2,0x408;0x409,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
97,0x62,0,0x1F254,0x1F391,0xF92A000,649216,2,24000,0x800,0x800,23595,2,0x40C;0x40D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
98,0x63,0,0x1F391,0x1FD2C,0xF9C8800,5036032,2,24000,0x800,0x800,183531,2,0x414;0x415,rendered_event_proven,PROVEN,Alfina-room rendered event; runtime sample IDs 0x414/0x415 verified
99,0x64,0,0x1FD2C,0x2022B,0xFE96000,2619392,2,24000,0x800,0x800,95424,2,0x416;0x417,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
100,0x65,0,0x2022B,0x205AE,0x10115800,1841152,2,24000,0x800,0x800,67051,2,0x418;0x419,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
101,0x66,0,0x205AE,0x20C3F,0x102D7000,3442688,2,24000,0x800,0x800,125440,2,0x41C;0x41D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
102,0x67,0,0x20C3F,0x20F1A,0x1061F800,1497088,2,24000,0x800,0x800,54507,2,0x420;0x421,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
103,0x68,0,0x20F1A,0x21205,0x1078D000,1529856,2,24000,0x800,0x800,55701,2,0x422;0x423,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
104,0x69,0,0x21205,0x21464,0x10902800,1243136,2,24000,0x800,0x800,45248,2,0x424;0x425,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
105,0x6A,0,0x21464,0x2208F,0x10A32000,6379520,2,24000,0x800,0x800,232512,2,0x426;0x427,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
106,0x6B,0,0x2208F,0x22494,0x11047800,2107392,2,24000,0x800,0x800,76757,2,0x428;0x429,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
107,0x6C,0,0x22494,0x2261D,0x1124A000,804864,2,24000,0x800,0x800,29269,2,0x42A;0x42B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
108,0x6D,0,0x2261D,0x22C96,0x1130E800,3393536,2,24000,0x800,0x800,123648,2,0x42C;0x42D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
109,0x6E,0,0x22C96,0x235B1,0x1164B000,4773888,2,24000,0x800,0x800,173973,2,0x42E;0x42F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
110,0x6F,0,0x235B1,0x23AEA,0x11AD8800,2738176,2,24000,0x800,0x800,99755,2,0x430;0x431,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
111,0x70,0,0x23AEA,0x2468D,0x11D75000,6100992,2,24000,0x800,0x800,222357,2,0x432;0x433,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
112,0x71,0,0x2468D,0x2494A,0x12346800,1435648,2,24000,0x800,0x800,52267,2,0x434;0x435,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
113,0x72,0,0x2494A,0x24AB1,0x124A5000,735232,2,24000,0x800,0x800,26731,2,0x436;0x437,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
114,0x73,0,0x24AB1,0x252AE,0x12558800,4188160,2,24000,0x800,0x800,152619,2,0x438;0x439,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
115,0x74,0,0x252AE,0x25DA7,0x12957000,5752832,2,24000,0x800,0x800,209664,2,0x43A;0x43B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
116,0x75,0,0x25DA7,0x25F8C,0x12ED3800,993280,2,24000,0x800,0x800,36139,2,0x440;0x441,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
117,0x76,0,0x25F8C,0x266CF,0x12FC6000,3807232,2,24000,0x800,0x800,138731,2,0x442;0x443,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
118,0x77,0,0x266CF,0x26B4E,0x13367800,2357248,2,24000,0x800,0x800,85867,2,0x444;0x445,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
119,0x78,0,0x26B4E,0x27307,0x135A7000,4048896,2,24000,0x800,0x800,147541,2,0x446;0x447,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
120,0x79,0,0x27307,0x27A88,0x13983800,3934208,2,24000,0x800,0x800,143360,2,0x448;0x449,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
121,0x7A,0,0x27A88,0x27F7F,0x13D44000,2603008,2,24000,0x800,0x800,94827,2,0x44C;0x44D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
122,0x7B,0,0x27F7F,0x28660,0x13FBF800,3606528,2,24000,0x800,0x800,131413,2,0x44E;0x44F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
123,0x7C,0,0x28660,0x28B71,0x14330000,2656256,2,24000,0x800,0x800,96768,2,0x450;0x451,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
124,0x7D,0,0x28B71,0x2920A,0x145B8800,3459072,2,24000,0x800,0x800,126037,2,0x452;0x453,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
125,0x7E,0,0x2920A,0x29B1B,0x14905000,4753408,2,24000,0x800,0x800,173227,2,0x454;0x455,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
126,0x7F,0,0x29B1B,0x29D58,0x14D8D800,1173504,2,24000,0x800,0x800,42709,2,0x456;0x457,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
127,0x80,0,0x29D58,0x2A35F,0x14EAC000,3160064,2,24000,0x800,0x800,115136,2,0x458;0x459,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
128,0x81,0,0x2A35F,0x2A564,0x151AF800,1058816,2,24000,0x800,0x800,38528,2,0x45A;0x45B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
129,0x82,0,0x2A564,0x2A7AF,0x152B2000,1202176,2,24000,0x800,0x800,43755,2,0x45C;0x45D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
130,0x83,0,0x2A7AF,0x2AA6E,0x153D7800,1439744,2,24000,0x800,0x800,52416,2,0x45E;0x45F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
131,0x84,0,0x2AA6E,0x2AFE9,0x15537000,2873344,2,24000,0x800,0x800,104683,2,0x460;0x461,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
132,0x85,0,0x2AFE9,0x2B80C,0x157F4800,4265984,2,24000,0x800,0x800,155456,2,0x462;0x463,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
133,0x86,0,0x2B80C,0x2BBAD,0x15C06000,1902592,2,24000,0x800,0x800,69291,2,0x466;0x467,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
134,0x87,0,0x2BBAD,0x2C9C0,0x15DD6800,7378944,2,24000,0x800,0x800,268949,2,0x468;0x469,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
135,0x88,0,0x2C9C0,0x2D1A1,0x164E0000,4130816,2,24000,0x800,0x800,150528,2,0x46A;0x46B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
136,0x89,0,0x2D1A1,0x2D476,0x168D0800,1484800,2,24000,0x800,0x800,54059,2,0x46C;0x46D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
137,0x8A,0,0x2D476,0x2DA99,0x16A3B000,3217408,2,24000,0x800,0x800,117227,2,0x46E;0x46F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
138,0x8B,0,0x2DA99,0x2DE2A,0x16D4C800,1869824,2,24000,0x800,0x800,68096,2,0x470;0x471,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
139,0x8C,0,0x2DE2A,0x2E149,0x16F15000,1636352,2,24000,0x800,0x800,59584,2,0x472;0x473,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
140,0x8D,0,0x2E149,0x2E770,0x170A4800,3225600,2,24000,0x800,0x800,117525,2,0x474;0x475,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
141,0x8E,0,0x2E770,0x2EAA7,0x173B8000,1685504,2,24000,0x800,0x800,61376,2,0x47A;0x47B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
142,0x8F,0,0x2EAA7,0x2ED9E,0x17553800,1554432,2,24000,0x800,0x800,56597,2,0x482;0x483,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
143,0x90,0,0x2ED9E,0x2EFFF,0x176CF000,1247232,2,24000,0x800,0x800,45397,2,0x484;0x485,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
144,0x91,0,0x2EFFF,0x2F188,0x177FF800,804864,2,24000,0x800,0x800,29269,2,0x486;0x487,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
145,0x92,0,0x2F188,0x2F55D,0x178C4000,2009088,2,24000,0x800,0x800,73173,2,0x488;0x489,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
146,0x93,0,0x2F55D,0x2F95A,0x17AAE800,2091008,2,24000,0x800,0x800,76160,2,0x48C;0x48D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
147,0x94,0,0x2F95A,0x2FF4B,0x17CAD000,3115008,2,24000,0x800,0x800,113493,2,0x48E;0x48F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
148,0x95,0,0x2FF4B,0x30564,0x17FA5800,3196928,2,24000,0x800,0x800,116480,2,0x490;0x491,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
149,0x96,0,0x30564,0x30AE3,0x182B2000,2881536,2,24000,0x800,0x800,104981,2,0x492;0x493,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
150,0x97,0,0x30AE3,0x311A6,0x18571800,3545088,2,24000,0x800,0x800,129173,2,0x494;0x495,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
151,0x98,0,0x311A6,0x31725,0x188D3000,2881536,2,24000,0x800,0x800,104981,2,0x4A6;0x4A7,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
152,0x99,0,0x31725,0x31FC6,0x18B92800,4524032,2,24000,0x800,0x800,164864,2,0x4A8;0x4A9,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
153,0x9A,0,0x31FC6,0x324F9,0x18FE3000,2725888,2,24000,0x800,0x800,99307,2,0x4AA;0x4AB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
154,0x9B,0,0x324F9,0x327D2,0x1927C800,1492992,2,24000,0x800,0x800,54357,2,0x4AE;0x4AF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
155,0x9C,0,0x327D2,0x32CE5,0x193E9000,2660352,2,24000,0x800,0x800,96917,2,0x4B0;0x4B1,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
156,0x9D,0,0x32CE5,0x3322E,0x19672800,2770944,2,24000,0x800,0x800,100949,2,0x4B2;0x4B3,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
157,0x9E,0,0x3322E,0x337EF,0x19917000,3016704,2,24000,0x800,0x800,109909,2,0x4B4;0x4B5,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
158,0x9F,0,0x337EF,0x33C58,0x19BF7800,2312192,2,24000,0x800,0x800,84224,2,0x4B6;0x4B7,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
159,0xA0,0,0x33C58,0x34051,0x19E2C000,2082816,2,24000,0x800,0x800,75861,2,0x4BA;0x4BB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
160,0xA1,0,0x34051,0x3496C,0x1A028800,4773888,2,24000,0x800,0x800,173973,2,0x4BC;0x4BD,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
163,0xA4,0,0x34CFC,0x34DE9,0x1A67E000,485376,2,24000,0x800,0x800,17621,2,0x4C8;0x4C9,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
164,0xA5,0,0x34DE9,0x34F78,0x1A6F4800,817152,2,24000,0x800,0x800,29717,2,0x4CA;0x4CB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
165,0xA6,0,0x34F78,0x35011,0x1A7BC000,313344,2,24000,0x800,0x800,11349,2,0x4CC;0x4CD,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
166,0xA7,0,0x35011,0x35B14,0x1A808800,5773312,2,24000,0x800,0x800,210411,2,0x4CE;0x4CF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
167,0xA8,0,0x35B14,0x362E9,0x1AD8A000,4106240,2,24000,0x800,0x800,149632,2,0x4D2;0x4D3,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
168,0xA9,0,0x362E9,0x369A0,0x1B174800,3520512,2,24000,0x800,0x800,128277,2,0x4D6;0x4D7,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
169,0xAA,0,0x369A0,0x36B37,0x1B4D0000,833536,2,24000,0x800,0x800,30315,2,0x4DA;0x4DB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
170,0xAB,0,0x36B37,0x37492,0x1B59B800,4904960,2,24000,0x800,0x800,178752,2,0x4DC;0x4DD,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
171,0xAC,0,0x37492,0x37B67,0x1BA49000,3581952,2,24000,0x800,0x800,130517,2,0x4DE;0x4DF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
172,0xAD,0,0x37B67,0x380DC,0x1BDB3800,2861056,2,24000,0x800,0x800,104235,2,0x4E0;0x4E1,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
173,0xAE,0,0x380DC,0x382F9,0x1C06E000,1107968,2,24000,0x800,0x800,40320,2,0x4E2;0x4E3,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
174,0xAF,0,0x382F9,0x386F6,0x1C17C800,2091008,2,24000,0x800,0x800,76160,2,0x4E4;0x4E5,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
175,0xB0,0,0x386F6,0x38C49,0x1C37B000,2791424,2,24000,0x800,0x800,101696,2,0x4E6;0x4E7,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
176,0xB1,0,0x38C49,0x39184,0x1C624800,2742272,2,24000,0x800,0x800,99904,2,0x4E8;0x4E9,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
177,0xB2,0,0x39184,0x393D9,0x1C8C2000,1222656,2,24000,0x800,0x800,44501,2,0x4EC;0x4ED,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
178,0xB3,0,0x393D9,0x3962C,0x1C9EC800,1218560,2,24000,0x800,0x800,44352,2,0x4EE;0x4EF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
179,0xB4,0,0x3962C,0x39CB5,0x1CB16000,3426304,2,24000,0x800,0x800,124843,2,0x4F0;0x4F1,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
180,0xB5,0,0x39CB5,0x3A3DE,0x1CE5A800,3753984,2,24000,0x800,0x800,136789,2,0x4F4;0x4F5,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
181,0xB6,0,0x3A3DE,0x3AA43,0x1D1EF000,3352576,2,24000,0x800,0x800,122155,2,0x4F6;0x4F7,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
182,0xB7,0,0x3AA43,0x3B70A,0x1D521800,6699008,2,24000,0x800,0x800,244160,2,0x4F8;0x4F9,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
183,0xB8,0,0x3B70A,0x3B94F,0x1DB85000,1189888,2,24000,0x800,0x800,43307,2,0x4FA;0x4FB,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
184,0xB9,0,0x3B94F,0x3BB6A,0x1DCA7800,1103872,2,24000,0x800,0x800,40171,2,0x4FC;0x4FD,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
185,0xBA,0,0x3BB6A,0x3BF61,0x1DDB5000,2078720,2,24000,0x800,0x800,75712,2,0x4FE;0x4FF,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
186,0xBB,0,0x3BF61,0x3C49A,0x1DFB0800,2738176,2,24000,0x800,0x800,99755,2,0x500;0x501,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
187,0xBC,0,0x3C49A,0x3C6E9,0x1E24D000,1210368,2,24000,0x800,0x800,44053,2,0x502;0x503,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
188,0xBD,0,0x3C6E9,0x3CAD4,0x1E374800,2054144,2,24000,0x800,0x800,74816,2,0x504;0x505,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
189,0xBE,0,0x3CAD4,0x3CF07,0x1E56A000,2201600,2,24000,0x800,0x800,80192,2,0x506;0x507,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
190,0xBF,0,0x3CF07,0x3D228,0x1E783800,1640448,2,24000,0x800,0x800,59733,2,0x50A;0x50B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
191,0xC0,0,0x3D228,0x3D3A5,0x1E914000,780288,2,24000,0x800,0x800,28373,2,0x510;0x511,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
192,0xC1,0,0x3D3A5,0x3D55C,0x1E9D2800,899072,2,24000,0x800,0x800,32704,2,0x512;0x513,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
193,0xC2,0,0x3D55C,0x3DA4D,0x1EAAE000,2590720,2,24000,0x800,0x800,94379,2,0x516;0x517,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
194,0xC3,0,0x3DA4D,0x3DEAC,0x1ED26800,2291712,2,24000,0x800,0x800,83477,2,0x538;0x539,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
195,0xC4,0,0x3DEAC,0x3E709,0x1EF56000,4384768,2,24000,0x800,0x800,159787,2,0x53A;0x53B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
196,0xC5,0,0x3E709,0x3E82A,0x1F384800,591872,2,24000,0x800,0x800,21504,2,0x53E;0x53F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
197,0xC6,0,0x3E82A,0x3ED67,0x1F415000,2746368,2,24000,0x800,0x800,100053,2,0x540;0x541,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
198,0xC7,0,0x3ED67,0x3EE42,0x1F6B3800,448512,2,24000,0x800,0x800,16277,2,0x57C;0x57D,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
199,0xC8,0,0x3EE42,0x3F401,0x1F721000,3012608,2,24000,0x800,0x800,109760,2,0x57E;0x57F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
200,0xC9,0,0x3F401,0x3F4AA,0x1FA00800,346112,2,24000,0x800,0x800,12544,2,0x580;0x581,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
201,0xCA,0,0x3F4AA,0x3F503,0x1FA55000,182272,2,24000,0x800,0x800,6571,2,0x582;0x583,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
202,0xCB,0,0x3F503,0x3F678,0x1FA81800,763904,2,24000,0x800,0x800,27776,2,0x584;0x585,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
203,0xCC,0,0x3F678,0x3F793,0x1FB3C000,579584,2,24000,0x800,0x800,21056,4,0x586;0x587;0x614;0x615,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
204,0xCD,0,0x3F793,0x3FBC8,0x1FBC9800,2205696,2,24000,0x800,0x800,80341,2,0x588;0x589,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
205,0xCE,0,0x3FBC8,0x3FCD9,0x1FDE4000,559104,2,24000,0x800,0x800,20309,2,0x58A;0x58B,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
206,0xCF,0,0x3FCD9,0x3FE52,0x1FE6C800,772096,2,24000,0x800,0x800,28075,2,0x58E;0x58F,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
207,0xD0,0,0x3FE52,0x3FF83,0x1FF29000,624640,2,24000,0x800,0x800,22699,2,0x590;0x591,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
208,0xD1,0,0x3FF83,0x400BC,0x1FFC1800,641024,2,24000,0x800,0x800,23296,2,0x592;0x593,rendered_event_candidate,STRONG,stereo GR3_STR stream referenced by GR3.IDX; runtime event caller not yet verified
