event_id,stream_key,segment_index,start_seconds,end_seconds,speaker,japanese_base,japanese_small,japanese_reviewed,japanese_status,korean_reviewed,korean_status,context_note,evidence,review_notes
gr3_stream_00a7,0xA7,0,0.000,4.000,グリフ,美しい進んだ目をしておるなぁ。 グリフ様、私は知りたいことがあるのです。 コミュートの娘を今、傷ながうしなわれようとしておる。,美しい、すんだ目をしておるな。,美しい、澄んだ目をしておるな。,NEEDS_AUDIO_REVIEW,아름답고 맑은 눈을 가졌구나.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small resolves 澄んだ
gr3_stream_00a7,0xA7,1,4.000,10.000,アルフィナ,美しい進んだ目をしておるなぁ。 グリフ様、私は知りたいことがあるのです。 コミュートの娘を今、傷ながうしなわれようとしておる。,グリウス様、私は知りたいことがあるのです。,グリフ様、私は知りたいことがあるのです。,NEEDS_AUDIO_REVIEW,"그리프 님, 저는 알고 싶은 것이 있습니다.",DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small corrects proper name
gr3_stream_00a7,0xA7,2,10.000,20.000,グリフ,美しい進んだ目をしておるなぁ。 グリフ様、私は知りたいことがあるのです。 コミュートの娘を今、傷ながうしなわれようとしておる。,コミュートの娘を、今、絆が失われようとしておる。,コミュートの娘よ。今、絆が失われようとしておる。,NEEDS_AUDIO_REVIEW,신인의 딸이여. 지금 인연이 사라지려 하고 있다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,cross-model plus public context
gr3_stream_00a7,0xA7,3,20.000,29.000,グリフ,美しい進んだ目をしておるなぁ。 グリフ様、私は知りたいことがあるのです。 コミュートの娘を今、傷ながうしなわれようとしておる。 / お前のアニン、エメリウスが世界に危機をもたらそうとしておるのだ。,お前のアミン、エメリウスが世界に危機をもたらそうとしておるのだ,お前の兄、エメリウスが世界に危機をもたらそうとしておるのだ。,NEEDS_AUDIO_REVIEW,네 오빠 에메리우스가 세계에 위기를 불러오려 하고 있다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small resolves 兄
gr3_stream_00a7,0xA7,4,34.000,42.000,エメリウス,イニシエよりつらなりし、わが運命のくさりを今、ここで。,イニシエよりつらなりし、我が運命のくさりを今、ここで,古より連なりし、我が運命の鎖を今、ここで。,NEEDS_AUDIO_REVIEW,"먼 옛날부터 이어진 내 운명의 사슬을 지금, 이곳에서 끊겠다.",DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,ASR lexical cleanup; final verb not audible in models
gr3_stream_00a7,0xA7,5,51.000,57.000,アルフィナ,グリフ様、アニはいったい何をしようとしているのです。,グリフ様、兄は一体何をしようとしているのです,グリフ様、兄はいったい何をしようとしているのです？,NEEDS_AUDIO_REVIEW,"그리프 님, 오빠는 대체 무엇을 하려는 건가요?",DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,6,57.000,66.000,グリフ,グリフ様、アニはいったい何をしようとしているのです。 / お前は、アニがジャークな道をあえるでも愛することが出来ますか?,お前は、兄が邪悪な道を歩んでも愛することができますか?,お前は、兄が邪悪な道を歩んでも、愛することができますか？,NEEDS_AUDIO_REVIEW,오빠가 사악한 길을 걷더라도 사랑할 수 있겠느냐?,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,7,66.000,74.000,アルフィナ,お前は、アニがジャークな道をあえるでも愛することが出来ますか? / あ、分かりません。でも私は…,わかりません / でも、私は,分かりません。でも、私は……。,NEEDS_AUDIO_REVIEW,모르겠어요. 하지만 저는…….,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,8,74.000,79.000,グリフ,あ、分かりません。でも私は… / ミクシミに、未来は訪れません。 どんなことがあっても、お前はアニを見組んではないません。,憎しみに 未来は訪れません,憎しみに未来は訪れません。,NEEDS_AUDIO_REVIEW,증오에는 미래가 찾아오지 않습니다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small corrects base
gr3_stream_00a7,0xA7,9,81.000,90.000,グリフ,ミクシミに、未来は訪れません。 どんなことがあっても、お前はアニを見組んではないません。 / 愛するのです。,どんなことがあっても お前は兄を憎んではなりません / 愛するのです,どんなことがあっても、お前は兄を憎んではなりません。愛するのです。,NEEDS_AUDIO_REVIEW,무슨 일이 있더라도 오빠를 미워해서는 안 됩니다. 사랑하는 겁니다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,10,91.000,92.000,アルフィナ,愛するのです。 / 愛。,愛,愛……。,NEEDS_AUDIO_REVIEW,사랑…….,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,11,95.000,103.000,グリフ,愛。 / それだけなら、世界に未来をもたらすのです。,愛 / それだけが 世界に未来をもたらすのです,愛。それだけが世界に未来をもたらすのです。,NEEDS_AUDIO_REVIEW,사랑. 오직 그것만이 세계에 미래를 가져옵니다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,12,104.000,110.000,アルフィナ／ユウキ,それだけなら、世界に未来をもたらすのです。 / 愛だけが未来を… あるかな。,愛だけが未来を / アルフィナ,愛だけが未来を……。アルフィナ？,NEEDS_AUDIO_REVIEW,사랑만이 미래를…… / 알피나?,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,speaker change occurs inside ASR window; needs scene split
gr3_stream_00a7,0xA7,13,112.000,118.000,グリフ,お前のアニン、エメリウスを愛するのです。,お前の網、エメリウスを愛するのです,お前の兄、エメリウスを愛するのです。,NEEDS_AUDIO_REVIEW,네 오빠 에메리우스를 사랑하는 겁니다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small corrects prompt-driven 網
gr3_stream_00a7,0xA7,14,164.000,173.000,エメリウス,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,本当をお前とここで会いたくはなかった / ここで会いたくはなかった,本当は、お前とここで会いたくはなかった。,NEEDS_AUDIO_REVIEW,사실은 너와 이런 식으로 만나고 싶지 않았다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small plus public scene context
gr3_stream_00a7,0xA7,15,177.000,179.000,ユウキ,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,アルフィナ!,アルフィナ！,NEEDS_AUDIO_REVIEW,알피나!,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,16,182.000,184.000,ユウキ,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,アルフィナから離れろ!,アルフィナから離れろ！,NEEDS_AUDIO_REVIEW,알피나에게서 떨어져!,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,17,188.000,189.000,エメリウス,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,せろ!,失せろ！,NEEDS_AUDIO_REVIEW,꺼져!,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small fragment; public context
gr3_stream_00a7,0xA7,18,191.000,196.000,アルフィナ,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,兄さんやめて! / 何が…何があったというの!,兄さん、やめて！ 何が……何があったというの！,NEEDS_AUDIO_REVIEW,"오빠, 그만해! 대체…… 무슨 일이 있었던 거야!",DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,19,197.000,200.000,ユウキ,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,え?兄さん? / エメリウス?,えっ？ 兄さん？ エメリウス？,NEEDS_AUDIO_REVIEW,뭐? 오빠라고? 에메리우스?,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small clear
gr3_stream_00a7,0xA7,20,201.000,206.000,エメリウス,あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ,神の名よだ / 人の世界は全て人のもの,神の時代は終わった。人の世界はすべて人のものだ。,NEEDS_AUDIO_REVIEW,신의 시대는 끝났다. 인간의 세계는 모두 인간의 것이다.,DRAFT_CONTEXT_REVIEWED,Rendered voice is absent from scenario_standard exact text; adjacent scene/style anchor=SCN_00241300_00740000_0005.,BASE_WHISPER+SMALL_INDEPENDENT+PUBLIC_SCRIPT_CONTEXT+SCENARIO_CONTEXT_ANCHOR:SCN_00241300_00740000_0005,small corrupts first clause; public scene context
