event_id,stream_key,segment_index,start_seconds,end_seconds,speaker,japanese_base,japanese_small,japanese_reviewed,japanese_status,korean_reviewed,korean_status,context_note,evidence,review_notes,source_batch
gr3_stream_0056,0x56,10,80.800,82.800,ロッツ,今まではそうだった! | けど、これからは俺たちが週末に続くんだ!,今まではそうだった,今まではそうだった。,NEEDS_AUDIO_REVIEW,지금까지는 그랬지.,DRAFT_CONTEXT_REVIEWED,유키와 롯츠의 19호기 개조 및 슈미트의 뒤를 잇겠다는 결의,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0056,0x56,11,82.800,92.000,ユウキ,けど、これからは俺たちが週末に続くんだ! | このフライトユニットが必ず空へ道びいてくれる!,けど、これからは俺たちがシュミットに続くんだ,けど、これからはオレたちがシュミットに続くんだ！,NEEDS_AUDIO_REVIEW,하지만 이제 우리가 슈미트의 뒤를 잇는 거야!,DRAFT_CONTEXT_REVIEWED,유키와 롯츠의 19호기 개조 및 슈미트의 뒤를 잇겠다는 결의,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0056,0x56,12,94.000,99.000,ユウキ,,このフライトユニットが必ず空へ導いてくれる | 行く!,このフライトユニットが、必ず空へ導いてくれる！,NEEDS_AUDIO_REVIEW,이 플라이트 유닛이 반드시 하늘로 이끌어 줄 거야!,DRAFT_CONTEXT_REVIEWED,유키와 롯츠의 19호기 개조 및 슈미트의 뒤를 잇겠다는 결의,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0056,0x56,13,120.800,125.800,ミランダ／ユウキ,ほいど!あ!きたね!,ユーキー! | いるんでしょう、さかりー! | やばい! | ミランドだ!,ユウキー！ いるんでしょう！／やばい！ ミランダだ！,NEEDS_AUDIO_REVIEW,유키! 거기 있지! / 큰일이다! 미란다야!,DRAFT_CONTEXT_REVIEWED,유키와 롯츠의 19호기 개조 및 슈미트의 뒤를 잇겠다는 결의,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,ミランダの呼びかけ中間語は不明瞭,p1_early.csv
gr3_stream_0058,0x58,0,27.000,30.000,ロッツ,イイカ、夜は初めてなんだから、リリクは慎重にな?,初めてなんだから リリックは慎重にな,夜は初めてなんだから、離陸は慎重にな。,NEEDS_AUDIO_REVIEW,야간 비행은 처음이니까 이륙할 때 조심해.,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,1,31.000,35.000,ユウキ,新派へ進んだって、俺たちの期待が信じられないのか?,心配すんなって 俺たちの期待が信じられないのか,心配すんなって。オレたちの機体が信じられないのか？,NEEDS_AUDIO_REVIEW,걱정하지 마. 우리가 만든 기체를 못 믿는 거야?,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,2,35.200,39.200,ロッツ,信じられないのはお前のうで,信じられないのは お前の腕,信じられないのは、お前の腕。,NEEDS_AUDIO_REVIEW,못 믿는 건 네 실력이야.,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,3,39.900,41.200,ユウキ,おい、ロッツ!,おい ロッツ,おい、ロッツ！,CROSS_MODEL_REVIEW_PENDING_SCENE,"야, 롯츠!",DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별; scenario_standard_id=SCN_00635000_00740000_0093|SCN_01240401_00740000_0093|SCN_01240501_00740000_0093,whisper_base+whisper_small_independent; scenario_standard_exact=SCN_00635000_00740000_0093|SCN_01240401_00740000_0093|SCN_01240501_00740000_0093; translation.db_category=SCENARIO; public_english_script=CONTEXT_ONLY,scenario_standard exact phrase: SCN_00635000_00740000_0093|SCN_01240401_00740000_0093|SCN_01240501_00740000_0093,p1_early.csv
gr3_stream_0058,0x58,4,44.300,45.200,ロッツ,よし!,よっしゃ,よっしゃ！,NEEDS_AUDIO_REVIEW,좋았어!,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,5,57.000,59.000,ユウキ,あ! | お前、いつの間に?,お前、いつの間に?,お前、いつの間に？,NEEDS_AUDIO_REVIEW,"너, 언제 이런 걸?",DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,6,60.000,68.000,ロッツ,お前、いつの間に? | 俺もすぐ村を出る、ユウキ、必ず、大陸までたどりつけ、向こうでまたおう。,俺もすぐ村を出る | 雪 | 必ず大陸まで辿り着け | 向こうでまた会おう,オレもすぐ村を出る。ユウキ、必ず大陸までたどり着け。向こうでまた会おう。,NEEDS_AUDIO_REVIEW,"나도 곧 마을을 떠날 거야. 유키, 반드시 대륙까지 가. 거기서 다시 만나자.",DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,7,69.000,70.000,ユウキ,俺もすぐ村を出る、ユウキ、必ず、大陸までたどりつけ、向こうでまたおう。 | あ!,ああ,ああ！,NEEDS_AUDIO_REVIEW,그래!,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,8,81.000,83.500,ロッツ,忘れないユウキ!,忘れるな、雪 | 忘れるなぁ! 勇気!,忘れるな、ユウキ！,NEEDS_AUDIO_REVIEW,"잊지 마, 유키!",DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,9,83.500,90.000,ロッツ,忘れないユウキ! | 俺たちの夢は海だって超える、それをお前が証明するんだ!,忘れるなぁ! 勇気! | 俺たちの夢は 海だって超える! | それをお前が証明するんだ!,オレたちの夢は海だって越える！ それをお前が証明するんだ！,NEEDS_AUDIO_REVIEW,우리의 꿈은 바다도 건널 수 있어! 네가 그걸 증명하는 거야!,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0058,0x58,10,98.000,101.000,ユウキ,いやじゃな、発信!,やったぁ! | 発進!,行くぞ！ 発進！,NEEDS_AUDIO_REVIEW,간다! 출발!,DRAFT_CONTEXT_REVIEWED,밤중 이륙 직전 롯츠와 유키의 작별,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,첫 감탄사는 base/small 불일치,p1_early.csv
gr3_stream_005a,0x5A,0,11.380,14.080,兵士,コミュートの姿が見えたりません。お勧め一人、相当くへ行けるはずはない。あのコミュートなんとしても探じらせ。,コミュートの姿が見えたりません。 | この姿、一人、相当遠くへ行けるはずはない。,コーネル様！ コミュニケーターの姿が見当たりません！,NEEDS_AUDIO_REVIEW,코넬 님! 커뮤니케이터가 보이지 않습니다!,DRAFT_CONTEXT_REVIEWED,코넬 부대가 알피나를 수색,whisper_base+whisper_small_independent+SAVESTATE_SLOT3_SPU2+WHISPER_WORD_TIMESTAMPS,slot 3에서 stream 0x5A 재생 위치와 자막 타이머 일치 확인; 런타임 승격은 subtitle manifest에만 기록,p1_early.csv
gr3_stream_005a,0x5A,1,15.100,18.300,コーネル,コミュートの姿が見えたりません。お勧め一人、相当くへ行けるはずはない。あのコミュートなんとしても探じらせ。,この姿、一人、相当遠くへ行けるはずはない。 | あのコミュート、何としても探せなぜ!,あの小娘一人、そう遠くへ行けるはずはない。,NEEDS_AUDIO_REVIEW,그 계집애 혼자서 멀리 갔을 리 없다.,DRAFT_CONTEXT_REVIEWED,코넬 부대가 알피나를 수색,whisper_base+whisper_small_independent+SAVESTATE_SLOT3_SPU2+WHISPER_WORD_TIMESTAMPS,코넬 발화 시작점 교정; 런타임 승격은 subtitle manifest에만 기록,p1_early.csv
gr3_stream_005a,0x5A,2,19.420,22.020,コーネル,コミュートの姿が見えたりません。お勧め一人、相当くへ行けるはずはない。あのコミュートなんとしても探じらせ。,コーネル様!コミュートの姿が見えたりません! | この爪1人、相当遠くへ行けるはずはない | あのコミュート何としても探せなぜ!,あのコミュニケーター、何としても探し出せ！,NEEDS_AUDIO_REVIEW,그 커뮤니케이터를 무슨 수를 써서라도 찾아내라!,DRAFT_CONTEXT_REVIEWED,코넬 부대가 알피나를 수색,whisper_base+whisper_small_independent+SAVESTATE_SLOT3_SPU2+WHISPER_WORD_TIMESTAMPS,명령 대사 시작점 교정; 런타임 승격은 subtitle manifest에만 기록,p1_early.csv
gr3_stream_005a,0x5A,3,38.220,39.720,コーネル,テガラダ、テガラが欲しい。,手柄だ,手柄だ。,NEEDS_AUDIO_REVIEW,공적이다.,DRAFT_CONTEXT_REVIEWED,코넬 부대가 알피나를 수색,whisper_base+whisper_small_independent+SAVESTATE_SLOT3_SPU2+WHISPER_WORD_TIMESTAMPS,두 발화 사이 무음 때문에 cue 분리; 런타임 승격은 subtitle manifest에만 기록,p1_early.csv
gr3_stream_005a,0x5A,4,41.160,43.660,コーネル,テガラダ、テガラが欲しい。,手柄が欲しい,手柄が欲しい。,NEEDS_AUDIO_REVIEW,공적을 세워야 해.,DRAFT_CONTEXT_REVIEWED,코넬 부대가 알피나를 수색,whisper_base+whisper_small_independent+SAVESTATE_SLOT3_SPU2+WHISPER_WORD_TIMESTAMPS,두 발화 사이 무음 때문에 cue 분리; 런타임 승격은 subtitle manifest에만 기록,p1_early.csv
gr3_stream_005b,0x5B,0,85.300,87.000,アルフィナ,誰?,だ誰,だ、誰？,NEEDS_AUDIO_REVIEW,"누, 누구야?!",DRAFT_CONTEXT_REVIEWED,숯에서 도망치던 알피나가 검은 옷의 남자와 첫 조우,SAVESTATE_SLOT5_ACTIVE_SPU2+WHISPER_BASE_SMALL_LATE_CLIP+PUBLIC_ENGLISH_SCRIPT_CONTEXT,0~85초 음악 구간의 기존 아크리프 반복 전사는 환각으로 폐기; 후반 실제 발화만 채택,p1_early.csv
gr3_stream_005b,0x5B,1,92.350,94.850,アルフィナ,あなたは,はあ あなたは,はっ……あなたは……！,NEEDS_AUDIO_REVIEW,헉… 당신은…!,DRAFT_CONTEXT_REVIEWED,숯에서 도망치던 알피나가 검은 옷의 남자와 첫 조우,SAVESTATE_SLOT5_ACTIVE_SPU2+WHISPER_BASE_SMALL_LATE_CLIP+PUBLIC_ENGLISH_SCRIPT_CONTEXT,술어 속 발화 경계를 word timestamp로 교정,p1_early.csv
gr3_stream_005b,0x5B,2,96.400,99.150,黒衣の男,そこまでだ アルフィナー,そこまでだアルフィナー,そこまでだ、アルフィナ！,NEEDS_AUDIO_REVIEW,"거기까지다, 알피나!",DRAFT_CONTEXT_REVIEWED,숯에서 도망치던 알피나가 검은 옷의 남자와 첫 조우,SAVESTATE_SLOT5_ACTIVE_SPU2+WHISPER_BASE_SMALL_LATE_CLIP+PUBLIC_ENGLISH_SCRIPT_CONTEXT,영문 공개 스크립트의 That's enough! Alfina! 문맥과 일치,p1_early.csv
gr3_stream_005c,0x5C,0,0.000,5.000,ユウキ,くすんわ!これだけは…これだけは絶対!,くそ、これだけは、これだけは絶対!,くそっ！ これだけは……これだけは絶対！,NEEDS_AUDIO_REVIEW,젠장! 이것만은… 이것만은 반드시!,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,1,15.000,19.000,ユウキ,これたちの夢がもう 得てく…,俺たちの夢が、燃えてく。,オレたちの夢が、燃えてく……,NEEDS_AUDIO_REVIEW,우리의 꿈이 불타 버려……,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,2,19.500,24.500,ミランダ,飛行機ってあんがいチャチなもんね。高が二人のったくらいでさ | 誰のせいだと思ってんだよ!,飛行機って案外茶散なもんね。 | タガが二人乗ったくらいでさ。,飛行機って案外チャチなもんね。たかが二人乗ったくらいでさ。,NEEDS_AUDIO_REVIEW,비행기라는 것도 의외로 허술하네. 고작 둘 탔다고 말이야.,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,3,24.500,26.500,ユウキ,誰のせいだと思ってんだよ!,誰のせいだと思ってんだよ!,誰のせいだと思ってんだよ！,NEEDS_AUDIO_REVIEW,누구 때문이라고 생각하는 거야!,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,4,26.500,31.000,ミランダ,誰のせいだと思ってんだよ! | まあ、よかったじゃない。毛がせずに進んだんだし,まあ良かったじゃない 怪我せずに住んだんだし | あのなぁ,まあ、よかったじゃない。怪我せずに済んだんだし。,NEEDS_AUDIO_REVIEW,그래도 다치지 않았으니 다행이잖아.,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,5,31.000,33.000,ユウキ,あのなぁ!,あのなぁ,あのなぁ……,NEEDS_AUDIO_REVIEW,그러니까 말이야……,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,6,33.000,39.000,兵士,お前たちか、トンダちゃんも押してくれたのは…,あのなぁ | お前たちか 飛んだ邪魔をしてくれたのは | 空から突っ込んでくれた コミュートの声にしちゃ手やらなまにしよう,お前たちか、飛んだ邪魔をしてくれたのは。,NEEDS_AUDIO_REVIEW,우리 일을 훼방 놓은 게 너희들이냐.,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,7,39.000,44.000,兵士,そらからつくんだけど、コミュートの声にしちゃってやらなまにしてる,空から突っ込んでくれた コミュートの声にしちゃ手やらなまにしよう | コミュートの声?,空から突っ込んできて、コミュニケーターの娘に恩を売ろうって腹か。,NEEDS_AUDIO_REVIEW,하늘에서 들이받고는 커뮤니케이터 소녀에게 생색낼 속셈이냐.,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,문장 중반이 두 모델 모두 불명확,p1_early.csv
gr3_stream_005c,0x5C,8,44.000,47.500,ユウキ,コミュートの声?,コミュートの声?,コミュニケーターの娘？,NEEDS_AUDIO_REVIEW,커뮤니케이터 소녀?,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,9,53.500,57.500,兵士,な、な、見上がっていれ!,な、波上がって!,な、何しやがって！,NEEDS_AUDIO_REVIEW,"무, 무슨 짓이야!",DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,작은 모델만 근사치,p1_early.csv
gr3_stream_005c,0x5C,10,57.500,64.500,兵士,な、な、見上がっていれ! | この辺じゃ見ないか、だね | コミュートは力作れも俺たちがいただけ!,この辺じゃ見ない顔だね | コミュートは力づくでも俺たちがいただく!,この辺じゃ見ない顔だね。コミュニケーターは力ずくでもオレたちがいただく！,NEEDS_AUDIO_REVIEW,이 근처에서는 못 보던 얼굴이군. 커뮤니케이터는 힘으로라도 우리가 데려가겠다!,DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_005c,0x5C,11,64.500,69.500,ミランダ／ユウキ,コミュートは力作れも俺たちがいただけ! | 気を抜くんじゃないよ、ユウキ! | あ!,気を抜くんじゃないよ、ゆうき | あ!,気を抜くんじゃないよ、ユウキ！／ああ！,NEEDS_AUDIO_REVIEW,"방심하지 마, 유키! / 그래!",DRAFT_CONTEXT_REVIEWED,추락 직후 유키·미란다와 코넬 부대의 조우,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0064,0x64,0,0.000,6.000,グラディス,話しとくれよ! ミランダ!,話してくれよ! | ミ、ミランダ!,放しとくれよ！ ミ、ミランダ！,NEEDS_AUDIO_REVIEW,"이거 놔! 미, 미란다!",DRAFT_CONTEXT_REVIEWED,글래디스를 인질로 잡은 코넬과의 대치,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0064,0x64,1,7.000,10.000,ミランダ,ちょっとあった! ミラディスをお話しよう!,ちょっと、アンタ!ウラディスをお話しよう!,ちょっと、あんた！ グラディスをお放しよ！,NEEDS_AUDIO_REVIEW,"잠깐, 너! 글래디스를 놔줘!",DRAFT_CONTEXT_REVIEWED,글래디스를 인질로 잡은 코넬과의 대치,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0064,0x64,2,10.000,18.000,コーネル,ユーベーこのあたりに迷い込んだ。 金発の娘を探して、ナワ、アルフィナ。,ユウベ、このあたりに迷い込んだ。 | 近髪の娘を探して、名はアルフィナ。,夕べこの辺りに迷い込んだ、金髪の娘を探している。名はアルフィナ。,NEEDS_AUDIO_REVIEW,어젯밤 이 근처로 흘러든 금발 소녀를 찾고 있다. 이름은 알피나.,DRAFT_CONTEXT_REVIEWED,글래디스를 인질로 잡은 코넬과의 대치,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
