mdt,scene_id,record_id,resource_id,class,subtype,offset,resource_relative_offset,end_offset,size,boundary_role,previous_message,next_message,raw_hex,exact_hash,structure_hash,prefix_hex,suffix_hex,observed_control_bytes
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A98CC,0x0064,0x002A98D2,6,between_messages,SCN_00030100_00740000_0005,SCN_00030100_00740000_0006,ff ff c0 00 3c 00,4e8ec4022086477ff03b9ab72483e2be2b0f15f343a01d62000d8014a428c5ce,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff c0 00 3c 00,ff ff c0 00 3c 00,FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9919,0x00B1,0x002A991D,4,between_messages,SCN_00030100_00740000_0006,SCN_00030100_00740000_0007,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A991D,0x00B5,0x002A9923,6,between_messages,SCN_00030100_00740000_0006,SCN_00030100_00740000_0007,ff ff 70 00 14 00,f41aff79e532ef78d3a2d998c16bf2de175f8fd78850ddcc1fb93fe8fd29a1f3,4b1d27e243a4de4dbd72acc07a027175228a3e178fc75f59b4841d9364e0029e,ff ff 70 00 14 00,ff ff 70 00 14 00,FF FF 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9932,0x00CA,0x002A9936,4,between_messages,SCN_00030100_00740000_0007,SCN_00030100_00740000_0008,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9936,0x00CE,0x002A993C,6,between_messages,SCN_00030100_00740000_0007,SCN_00030100_00740000_0008,ff ff 80 00 14 00,5b7a17f6945c343216c6a0b42485bb08a9a18b39cd83cfa7f56e915922361f44,ac59894884fbeb81c2307b5125c98649167f87c2beeef496a0233c9fb32746d2,ff ff 80 00 14 00,ff ff 80 00 14 00,FF FF 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A994C,0x00E4,0x002A9950,4,between_messages,SCN_00030100_00740000_0008,SCN_00030100_00740000_0009,02 03 00 05,9deff806d73e1081c5d45efde598b626af96717844d94757fb0a2860c1782c2e,e611d857b06b3ed4f7632fb5eec1b2ea23284782901ba3f8a342cd4a8b8563c9,02 03 00 05,02 03 00 05,02 03 00 05
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9950,0x00E8,0x002A9961,17,between_messages,SCN_00030100_00740000_0008,SCN_00030100_00740000_0009,20 06 02 10 30 56 04 0d 00 ff ff ff ff b0 00 3c 00,d431faf3923d964108902063112a49e321f8d718986e517a9542dd47f765142d,8e727d11067f0267b018a7ef6b8ccb9d97601bf1e0f431f6735cf2afad6d720c,20 06 02 10 30 56 04 0d,ff ff ff ff b0 00 3c 00,06 02 10 04 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9991,0x0129,0x002A9995,4,between_messages,SCN_00030100_00740000_0009,SCN_00030100_00740000_0010,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9995,0x012D,0x002A999B,6,between_messages,SCN_00030100_00740000_0009,SCN_00030100_00740000_0010,ff ff c0 00 28 00,ca1b0d243a6ef4f1716ae9329616b0ba2b16b62ff37be0f0d1ee2412085bb2b3,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff c0 00 28 00,ff ff c0 00 28 00,FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A99BD,0x0155,0x002A99C1,4,between_messages,SCN_00030100_00740000_0010,SCN_00030100_00740000_0011,02 02 05 00,7e650f21648bd638fe9b8938ca5c46f368b85d6a97c6636bb35a6205dea45009,c8d03ad13895760ed8c2ee7cf945580da6a8b95bddc7fc9250a0e1914b9e6f97,02 02 05 00,02 02 05 00,02 02 05 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A99C1,0x0159,0x002A99DF,30,between_messages,SCN_00030100_00740000_0010,SCN_00030100_00740000_0011,05 00 00 c2 6a 0f 00 05 00 06 00 00 c6 93 0f 00 10 30 f6 04 0d 00 ff ff ff ff b0 00 3c 00,8914b5f4e5f7ac325ca94a5848c7e4b8850a72e967f367449109beca56af60cb,6a4e0640af554be66dcee5a59cba561386c4ce105a894b4f5f298503daa6c989,05 00 00 c2 6a 0f 00 05,ff ff ff ff b0 00 3c 00,05 00 00 0F 00 05 00 06 00 00 0F 00 10 F6 04 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A0F,0x01A7,0x002A9A13,4,between_messages,SCN_00030100_00740000_0011,SCN_00030100_00740000_0012,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A13,0x01AB,0x002A9A19,6,between_messages,SCN_00030100_00740000_0011,SCN_00030100_00740000_0012,ff ff a0 00 28 00,45fcf68f2f113f3e7c92daff71a6292e90929f32e57ccae8b1db8288d2b13d46,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff a0 00 28 00,ff ff a0 00 28 00,FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A35,0x01CD,0x002A9A39,4,between_messages,SCN_00030100_00740000_0012,SCN_00030100_00740000_0013,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A39,0x01D1,0x002A9A3F,6,between_messages,SCN_00030100_00740000_0012,SCN_00030100_00740000_0013,ff ff 90 00 28 00,b1363a58d5413af911c43555088eb7e75d31065613314e92c246fe7dd7b541c4,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff 90 00 28 00,ff ff 90 00 28 00,FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A5D,0x01F5,0x002A9A61,4,between_messages,SCN_00030100_00740000_0013,SCN_00030100_00740000_0014,02 05 00 05,5c07856df97a4593dbb20401100160b0eb6c030711242b484b0fadabb81224eb,e611d857b06b3ed4f7632fb5eec1b2ea23284782901ba3f8a342cd4a8b8563c9,02 05 00 05,02 05 00 05,02 05 00 05
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9A61,0x01F9,0x002A9A7E,29,between_messages,SCN_00030100_00740000_0013,SCN_00030100_00740000_0014,00 00 c6 93 0f 00 05 00 06 00 00 2a 94 0f 00 10 30 56 05 0d 00 ff ff ff ff e0 00 50 00,d1dd3d9eb01dfe24ae76ed9a6dd1559ace1558e1ca52b59ef9890dd12af7b1f9,200eb0f5c582222d89996010ed8a14d52b85a01868d28e673365d2e2c7e1cfb5,00 00 c6 93 0f 00 05 00,ff ff ff ff e0 00 50 00,00 00 0F 00 05 00 06 00 00 0F 00 10 05 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9ABD,0x0255,0x002A9AC1,4,between_messages,SCN_00030100_00740000_0014,SCN_00030100_00740000_0015,02 05 00 05,5c07856df97a4593dbb20401100160b0eb6c030711242b484b0fadabb81224eb,e611d857b06b3ed4f7632fb5eec1b2ea23284782901ba3f8a342cd4a8b8563c9,02 05 00 05,02 05 00 05,02 05 00 05
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9AC1,0x0259,0x002A9ADE,29,between_messages,SCN_00030100_00740000_0014,SCN_00030100_00740000_0015,00 00 2a 94 0f 00 05 00 06 00 00 8e 94 0f 00 10 30 cc 05 0d 00 ff ff ff ff c0 00 3c 00,70b42a67a32bc2301f4351d0815982b475076f3b384f4ca8665d0223916ca754,14682ed08910b582e50c252fc851854e22eaf18b7b14ca710a07f6b949a947a1,00 00 2a 94 0f 00 05 00,ff ff ff ff c0 00 3c 00,00 00 0F 00 05 00 06 00 00 0F 00 10 05 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9B0C,0x02A4,0x002A9B10,4,between_messages,SCN_00030100_00740000_0015,SCN_00030100_00740000_0016,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9B10,0x02A8,0x002A9B16,6,between_messages,SCN_00030100_00740000_0015,SCN_00030100_00740000_0016,ff ff a0 00 28 00,45fcf68f2f113f3e7c92daff71a6292e90929f32e57ccae8b1db8288d2b13d46,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff a0 00 28 00,ff ff a0 00 28 00,FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,0x002A9B33,0x02CB,0x002A9B38,5,resource_tail,SCN_00030100_00740000_0016,,02 02 00 00 00,46090cbfcb0371db49c85453f164ff3bb0849c61f296537b7a0e93330c15c296,7ad6fe84b12b1ac89aa5127885455a34d6a586a410e43d2d4e77304775af91d1,02 02 00 00 00,02 02 00 00 00,02 02 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00BA3006,0x3000,6,0x002A9B3C,0x0004,0x002A9B58,28,pre_message,,SCN_00030100_00740000_0017,00 5c 94 0f 00 05 00 06 00 00 8e 94 0f 00 10 30 1f 06 0d 0b a0 00 38 00 c0 00 3c 00,7c51a4b3b8bbf18a6f7b03274f7ba2d1423209bb664fd7c6f3abae09cb3e03ac,de80a7fa9871c2d240a4909b5358613c02d742053d6aacb93766388075a5628b,00 5c 94 0f 00 05 00 06,a0 00 38 00 c0 00 3c 00,00 0F 00 05 00 06 00 00 0F 00 10 1F 06 0D 0B 00 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00BA3006,0x3000,6,0x002A9B86,0x004E,0x002A9B88,2,resource_tail,SCN_00030100_00740000_0017,,02 02,50cff72c8e550546d661ec235431888fb2f9f7bada40c17020d47f6ccc117aae,cd61774b366d75e46bd1ad817545d591b0cd544189be18611533f412adb0a468,02 02,02 02,02 02
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00C43000,0x3000,0,0x002A9B8C,0x0004,0x002A9BA8,28,pre_message,,SCN_00030100_00740000_0018,00 c2 6a 0f 00 05 00 06 00 00 c6 93 0f 00 10 30 8e 06 0d 0a 90 00 40 01 e0 00 50 00,0c8e1b2fca0ce651542f13d1b2d437955be43ae525e95bb43e97dfe4b065f8c3,c6a776f10a03a7c694259f686a22c7d3a557bf2d60a04a7b67d88a1688a27a08,00 c2 6a 0f 00 05 00 06,90 00 40 01 e0 00 50 00,00 0F 00 05 00 06 00 00 0F 00 10 06 0D 0A 00 01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00C43000,0x3000,0,0x002A9BF5,0x006D,0x002A9BF8,3,resource_tail,SCN_00030100_00740000_0018,,02 02 00,138793139d414148c3ea406f4b273bdfb394d17fab3636115815abdf639d433d,ce04f53314e55e110f5eddc06a9386a33b3bb06010e54bcbf5496875e1d54b4f,02 02 00,02 02 00,02 02 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00D23001,0x3000,1,0x002A9BFC,0x0004,0x002A9C18,28,pre_message,,SCN_00030100_00740000_0019,00 9a 6a 0f 00 05 00 06 00 00 ae 6a 0f 00 10 30 d9 06 0d 0a a8 00 40 01 b0 00 3c 00,5473e22967f5c829e9810b4d729be20f3221bc29fa54ff294a8bc57c94b1ff7a,4548d53faf2fe7354565225b498a298698406d78e475fb43b7b8c632743ca0bb,00 9a 6a 0f 00 05 00 06,a8 00 40 01 b0 00 3c 00,00 0F 00 05 00 06 00 00 0F 00 10 06 0D 0A 00 01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00D23001,0x3000,1,0x002A9C40,0x0048,0x002A9C48,8,resource_tail,SCN_00030100_00740000_0019,,02 02 00 00 00 00 00 00,db4a817e8f7bbf5a862d1ed461fc3b5e006753237cfd268fed6a16764761c033,16fc4d1a5769202e64164dcca001ed92514290ae3a42f317e7ce337c4b503339,02 02 00 00 00 00 00 00,02 02 00 00 00 00 00 00,02 02 00 00 00 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00DC3004,0x3000,4,0x002A9C4C,0x0004,0x002A9C68,28,pre_message,,SCN_00030100_00740000_0020,00 9a 6a 0f 00 05 00 06 00 00 ae 6a 0f 00 10 30 26 07 0d 0a a0 00 40 01 c0 00 3c 00,5514d32fc90043cc6a03c3fac1f2a8c4b7602d30efd1dac218ea2d723ee235f7,f311608dd057f23b3901c41efc090a412315a8fd0cca6cd587962197acaf3426,00 9a 6a 0f 00 05 00 06,a0 00 40 01 c0 00 3c 00,00 0F 00 05 00 06 00 00 0F 00 10 07 0D 0A 00 01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00DC3004,0x3000,4,0x002A9C8D,0x0045,0x002A9C90,3,resource_tail,SCN_00030100_00740000_0020,,02 02 00,138793139d414148c3ea406f4b273bdfb394d17fab3636115815abdf639d433d,ce04f53314e55e110f5eddc06a9386a33b3bb06010e54bcbf5496875e1d54b4f,02 02 00,02 02 00,02 02 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00E53002,0x3000,2,0x002A9C94,0x0004,0x002A9CB0,28,pre_message,,SCN_00030100_00740000_0021,00 c6 93 0f 00 05 00 06 00 00 5c 94 0f 00 10 30 82 07 0d 0b 90 00 38 00 e0 00 50 00,23d80d1440198b8038a43053654c7405a4bbffe0e4a17dba27158e222e1f7ec8,dd3f71b0d070d1999f5374a02062a58a1b2e9f17ed13088d95d524a8cb680b18,00 c6 93 0f 00 05 00 06,90 00 38 00 e0 00 50 00,00 0F 00 05 00 06 00 00 0F 00 10 07 0D 0B 00 00 00 00
