mdt,scene_id,record_id,resource_id,class,subtype,message_id,message_header_offset,message_text_offset,window,window_size,raw_hex,exact_hash,structure_hash,prefix_hex,suffix_hex,observed_control_bytes
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00006000,0x6000,0,SCN_00030100_00740000_0002,0x002A9646,0x002A964B,message_header,5,02 0e 00 01 00,c9cdd2e777e88b7eaa71a5c17bacaccdb98eef9b2d3efca3b78ce093f16222bb,b008d73242dd422350d98a563be9519a9716f2bf098f1f24c1b777602ca0410f,02 0e 00 01 00,02 0e 00 01 00,02 0E 00 01 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00006000,0x6000,0,SCN_00030100_00740000_0002,0x002A9646,0x002A964B,post8,8,05 00 02 04 00 00 00 00,226540b97cce2cf214117ae84be2e3a7d71230cc521474f3083e5949642ee3dd,aaee3efb3c01d0663c56b4947b76ccf6e19237a0d49a1d936344750a67c89b2a,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00006000,0x6000,0,SCN_00030100_00740000_0002,0x002A9646,0x002A964B,post16,16,05 00 02 04 00 00 00 00 00 10 30 24 01 1f 09 d2,8eb288ce7e4e4f83d247fe5a53185384925ad3e7d90ac6d1c1a32ff866405852,779d468d013a54456d35e9759a161c0ccd0047a88e4eba7d853aba575a8d4d81,05 00 02 04 00 00 00 00,00 10 30 24 01 1f 09 d2,05 00 02 04 00 00 00 00 00 10 01 1F 09
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00006000,0x6000,0,SCN_00030100_00740000_0002,0x002A9646,0x002A964B,post32,32,05 00 02 04 00 00 00 00 00 10 30 24 01 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02,2e23acbc0697d0fa55d3992d565a98fa4860697ed12835c61f9f9bd266a9d402,b987d5964a56560df955200b1b5bd31d031c5989009e14067d49b40fd781b8b4,05 00 02 04 00 00 00 00,00 00 00 00 00 00 00 02,05 00 02 04 00 00 00 00 00 10 01 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,pre32,23,05 00 06 00 00 a6 95 0f 00 10 30 48 02 0d 09 ff ff ff ff 60 00 28 00,5500101f28cfb8945b538e637a67e2279687eb0527928df0cb2eff4a692ba28c,37b8cc256bc3e59035f07f0504401cae6328f69aee33839fc7144926dacaf551,05 00 06 00 00 a6 95 0f,ff ff ff ff 60 00 28 00,05 00 06 00 00 0F 00 10 02 0D 09 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,pre16,16,0f 00 10 30 48 02 0d 09 ff ff ff ff 60 00 28 00,c77aa22a8b5eebfe343339ce06c53c1d1878e8396167ec43aad488345a26578e,395cad6faf5aed87d2bd35d1da1447753c6b1f755d54bc73b66c56de249c6c18,0f 00 10 30 48 02 0d 09,ff ff ff ff 60 00 28 00,0F 00 10 02 0D 09 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,pre8,8,ff ff ff ff 60 00 28 00,ae5a10b637ec2837f55f534cac2ad589ce255396c3d420efdb306636b539fa51,0b0f7083368ec398fe7e10c3d3f1e6e78331901e507131a7ecdf1fa1327f45a2,ff ff ff ff 60 00 28 00,ff ff ff ff 60 00 28 00,FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,message_header,5,02 0e 00 01 00,c9cdd2e777e88b7eaa71a5c17bacaccdb98eef9b2d3efca3b78ce093f16222bb,b008d73242dd422350d98a563be9519a9716f2bf098f1f24c1b777602ca0410f,02 0e 00 01 00,02 0e 00 01 00,02 0E 00 01 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,post8,8,05 00 02 04 00 00 00 00,226540b97cce2cf214117ae84be2e3a7d71230cc521474f3083e5949642ee3dd,aaee3efb3c01d0663c56b4947b76ccf6e19237a0d49a1d936344750a67c89b2a,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,post16,16,05 00 02 04 00 00 00 00 00 10 30 12 02 1f 09 d2,f135cb8543d057947326a673519e3de6b9f61c3c6554a618886c5a3e0565133d,b1e3457dd984038cce24fc7622c6199a9fc3d335a968f4b636d0b28693a9ead3,05 00 02 04 00 00 00 00,00 10 30 12 02 1f 09 d2,05 00 02 04 00 00 00 00 00 10 12 02 1F 09
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0003,0x002A9747,0x002A974C,post32,32,05 00 02 04 00 00 00 00 00 10 30 12 02 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02,466ff6df6cf3d4c7e954b3686ccc957e9423bcf84fbbb9e1ec4cafec49311a3d,e7aae948390a23bb2262ffd4a3a3ca7d0f49096107ed5566fe1de4ed419e973f,05 00 02 04 00 00 00 00,00 00 00 00 00 00 00 02,05 00 02 04 00 00 00 00 00 10 12 02 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,pre32,32,00 00 00 10 30 47 02 02 02 05 00 05 00 00 a6 95 0f 00 10 30 fa 02 0d 09 ff ff ff ff 90 00 3c 00,c42fb375c5a612c34729877de53d366a747443bad1cbd5cf6a16b4083448ff58,7c8abb2fd9e83252f3c669db8c020d231f4298a049acd2399c716c1857816fa9,00 00 00 10 30 47 02 02,ff ff ff ff 90 00 3c 00,00 00 00 10 02 02 02 05 00 05 00 00 0F 00 10 02 0D 09 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,pre16,16,0f 00 10 30 fa 02 0d 09 ff ff ff ff 90 00 3c 00,247605144775775ff010f630217e61ad3bf251ad813c7faaecdbcdc3e334357c,6d749af5ce4e909ac7b094da82a99a267e926a709c8d38698f4a74f71817dd3a,0f 00 10 30 fa 02 0d 09,ff ff ff ff 90 00 3c 00,0F 00 10 02 0D 09 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,pre8,8,ff ff ff ff 90 00 3c 00,7dd0ead06816eb8781d8cd83696ecd27174276bdeba864b5e920aa1239e388a9,d370b4c922381ae4e5e1e86e92fbf5a41434581b13a7a9e6a35e7797a69c9089,ff ff ff ff 90 00 3c 00,ff ff ff ff 90 00 3c 00,FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,message_header,5,02 0e 00 01 00,c9cdd2e777e88b7eaa71a5c17bacaccdb98eef9b2d3efca3b78ce093f16222bb,b008d73242dd422350d98a563be9519a9716f2bf098f1f24c1b777602ca0410f,02 0e 00 01 00,02 0e 00 01 00,02 0E 00 01 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,post8,8,05 00 02 04 00 00 00 00,226540b97cce2cf214117ae84be2e3a7d71230cc521474f3083e5949642ee3dd,aaee3efb3c01d0663c56b4947b76ccf6e19237a0d49a1d936344750a67c89b2a,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00,05 00 02 04 00 00 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,post16,16,05 00 02 04 00 00 00 00 00 10 30 9d 02 1f 09 d2,6ca7f1f90343155ca0e6cb8c1f0fae455d9b8217e4c6d1b3f6d08636e3f209f9,dd59aabd68eb9ba1e8f6ac31863ddcdd3e6ac5921fe0a6b95adb0a84fba3d0ae,05 00 02 04 00 00 00 00,00 10 30 9d 02 1f 09 d2,05 00 02 04 00 00 00 00 00 10 02 1F 09
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00396001,0x6000,1,SCN_00030100_00740000_0004,0x002A97C7,0x002A97CC,post32,32,05 00 02 04 00 00 00 00 00 10 30 9d 02 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02,fb01b709b36debe9a956208920387cd48a43d421da7c1a72acb3d063738214e3,7a60202f2a944932bc786d5201dcad9539512831704aa60d96ef2b49848c6fc3,05 00 02 04 00 00 00 00,00 00 00 00 00 00 00 02,05 00 02 04 00 00 00 00 00 10 02 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,pre32,32,00 06 00 00 c2 6a 0f 00 10 30 57 04 03 00 02 20 06 01 10 30 e5 03 0d 00 ff ff ff ff b0 00 3c 00,3f33559edad80df6a385f906f888deee39641dc187dbfc00370000182e6465c8,530cd7453f7e0c6b6ae1787df26c92610bd4cf0c0a8f609091170871be5d9bc0,00 06 00 00 c2 6a 0f 00,ff ff ff ff b0 00 3c 00,00 06 00 00 0F 00 10 04 03 00 02 06 01 10 03 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,pre16,16,06 01 10 30 e5 03 0d 00 ff ff ff ff b0 00 3c 00,6627f943d06491d53adbafbe7cee8b1deeb158f97ec13493cf16ebad6ab895bd,08be21f6dc06f5acebfc6ecec7c973452f00ea2be53afc37c32ef71aac7376a2,06 01 10 30 e5 03 0d 00,ff ff ff ff b0 00 3c 00,06 01 10 03 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,pre8,8,ff ff ff ff b0 00 3c 00,562b382134867978cb523605dacfab64d541b415c0d48364fa7e058106e1794d,d370b4c922381ae4e5e1e86e92fbf5a41434581b13a7a9e6a35e7797a69c9089,ff ff ff ff b0 00 3c 00,ff ff ff ff b0 00 3c 00,FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,message_header,5,22 0e 00 20 00,7013c6239d9297305e732ff7d6efa2663123a6d1646ba4ec061f85d718644e37,23cbac90360ddc041406896fc793d07b840f63eda93e4be4ee83051e7575ee3f,22 0e 00 20 00,22 0e 00 20 00,0E 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,post8,8,0d 00 ff ff ff ff c0 00,4f58436e6ea043767bf43fe89f0716ca432d30ee73b33c86c3c170d1dbdd83fa,0a940d61b8fb0233156440c2076b68d355c47b819860a31360364877771f63d1,0d 00 ff ff ff ff c0 00,0d 00 ff ff ff ff c0 00,0D 00 FF FF FF FF 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,post16,16,0d 00 ff ff ff ff c0 00 3c 00 02 0e 00 08 00 77,21df9baa46470d6d6f0b5707e861907124e1864ab334f1a43f3144a924509ef3,d0ffbc1473c451e7051f3e76cdc273b253538e009598d157a46ad72f5321e3ec,0d 00 ff ff ff ff c0 00,3c 00 02 0e 00 08 00 77,0D 00 FF FF FF FF 00 00 02 0E 00 08 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0005,0x002A9898,0x002A989D,post32,32,0d 00 ff ff ff ff c0 00 3c 00 02 0e 00 08 00 77 b6 21 90 bc b5 21 b0 74 08 90 79 9c c2 93 84 9b,ca4aac009c9df014ffd04a9c8ca88150b99c7a2af7c087553672bacf44fbeac7,29e4bb81e8940e6c92a384a6033fb668913cd8be0bd5f009b16fb385ce45d96f,0d 00 ff ff ff ff c0 00,08 90 79 9c c2 93 84 9b,0D 00 FF FF FF FF 00 00 02 0E 00 08 00 08
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,pre32,32,9c c2 9a 7e 9c c2 98 08 6c f0 3d f6 9c 77 c0 ba 9f 7a 44 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00,8716a2bd376cbeba4354f9caf6cff9cc3c9fe60747f91342866ddf9ce6fb83b8,a3e8623fd048639e6238d26e2f7e7870c4fe54f56ac9957aec5d02c4a05bed26,9c c2 9a 7e 9c c2 98 08,ff ff ff ff c0 00 3c 00,08 F0 F6 0D FF 00 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,pre16,16,9f 7a 44 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00,91d2692ef26169dd3b127904376e5aa824adc3cb86e10cc2f7bf8fe10c037f90,880296c47dec2e9fa4963f55969f897f7e85fb379611ce254eb701cb9ea0c948,9f 7a 44 0d ff 00 0d 00,ff ff ff ff c0 00 3c 00,0D FF 00 0D 00 FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,pre8,8,ff ff ff ff c0 00 3c 00,855da88c398a013851f4fccd35c2608a7501a6bb0c73febf3e54d99e914a27d5,d370b4c922381ae4e5e1e86e92fbf5a41434581b13a7a9e6a35e7797a69c9089,ff ff ff ff c0 00 3c 00,ff ff ff ff c0 00 3c 00,FF FF FF FF 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,message_header,5,02 0e 00 08 00,62702a08c875adeaf54c6dae29e2b75a394c6d31ea3916f67d75bae4357e1347,b008d73242dd422350d98a563be9519a9716f2bf098f1f24c1b777602ca0410f,02 0e 00 08 00,02 0e 00 08 00,02 0E 00 08 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,post8,8,0d 00 ff ff ff ff 70 00,219cd75d7aaafa20356988bfc614e03da347eb2a303770afda777cc8bba7acb6,deb97d0e2b11509dcac609f73ca33020b49558d4a263342a33bf5cfb676d53e8,0d 00 ff ff ff ff 70 00,0d 00 ff ff ff ff 70 00,0D 00 FF FF FF FF 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,post16,16,0d 00 ff ff ff ff 70 00 14 00 22 0e 00 1e 00 9c,b0fdc6f71eff5cde336dcb4b39676183e7a092959174c32b511ccae04ecaff4a,8143eed329f85435fc013171d9a051bccad0a317cd17a205d0343fc66c16c37e,0d 00 ff ff ff ff 70 00,14 00 22 0e 00 1e 00 9c,0D 00 FF FF FF FF 00 14 00 0E 00 1E 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0006,0x002A98D2,0x002A98D7,post32,32,0d 00 ff ff ff ff 70 00 14 00 22 0e 00 1e 00 9c c2 7e 77 95 92 44 0d ff 00 0d 00 ff ff ff ff 80,c13fe246ef707ba7f0313289c5986dcbcfab4daee31abb52efc4860d14c23a31,fa6827b39d20134e69b2f373122a7ba3e699dc1efafe33687abbb187f35e2c0c,0d 00 ff ff ff ff 70 00,00 0d 00 ff ff ff ff 80,0D 00 FF FF FF FF 00 14 00 0E 00 1E 00 0D FF 00 0D 00 FF FF FF FF
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,pre32,32,e4 e3 3a f0 9d 08 21 7e 82 8a 92 9d 20 f4 b0 95 98 bd 4d 0d ff 00 0d 00 ff ff ff ff 70 00 14 00,8dfe692a777a264e25117040d93cb882f11ea161cbd1a4f705886f7c99d63997,fe90f3c6f38980aa439d3a3e678b6b5fde379e18c5e1eddbaec01db53cb33865,e4 e3 3a f0 9d 08 21 7e,ff ff ff ff 70 00 14 00,F0 08 F4 0D FF 00 0D 00 FF FF FF FF 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,pre16,16,98 bd 4d 0d ff 00 0d 00 ff ff ff ff 70 00 14 00,e81241fb948073ac0f02a769242efecf2b5b79464974c132211ada259257c638,e1545ffbb78f93abe29158980e080f51d5b1615fda8460106be55dd7737c4270,98 bd 4d 0d ff 00 0d 00,ff ff ff ff 70 00 14 00,0D FF 00 0D 00 FF FF FF FF 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,pre8,8,ff ff ff ff 70 00 14 00,08f1d554a3001fa0d200ef18a1d189f0a50fe80c08bbead61d0116ea8c2cbc99,214d540ce0cf9fc5d86fead99370f4767be5af3911d7789a3a956de8e4e546d9,ff ff ff ff 70 00 14 00,ff ff ff ff 70 00 14 00,FF FF FF FF 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,message_header,5,22 0e 00 1e 00,d2666311e73f2b5eb0266f7d0d978317cfa517eceb5cfd886e95abb14b4e04e8,9c6b8bf72d133d3d83a67b03b882501e68d7eeb6d234bcd1c464e1d60cf7141f,22 0e 00 1e 00,22 0e 00 1e 00,0E 00 1E 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,post8,8,0d 00 ff ff ff ff 80 00,7bceef504062e175835687bd1c3dfdd81de86ee417e8af6829105b47ae6a5cba,0a940d61b8fb0233156440c2076b68d355c47b819860a31360364877771f63d1,0d 00 ff ff ff ff 80 00,0d 00 ff ff ff ff 80 00,0D 00 FF FF FF FF 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x00602000,0x2000,0,SCN_00030100_00740000_0007,0x002A9923,0x002A9928,post16,16,0d 00 ff ff ff ff 80 00 14 00 02 0e 00 06 00 77,f402cfc16cec309e39283cf5930c4a87e785dd5757572a8e00390385d29f04f4,94b7aba79074a710a82ac096ab2687466f3d707e95aa2d08bc5b8bdb6485e443,0d 00 ff ff ff ff 80 00,14 00 02 0e 00 06 00 77,0D 00 FF FF FF FF 00 14 00 02 0E 00 06 00
