id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
ENEMY_0033_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,32,,32,0x1AB510,,CD F0 C8 F1 80 4A F0 57 F0 50 F1,死霊の魔道士,사령의 마도사,7E 98 F8 75 20 5C 4E 7E,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AB400; record_size=0x4FD
ENEMY_0034_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,33,,33,0x1ABA10,,CD F0 C8 F1 80 4A F0 57 F0 50 F1,死霊の魔道士,사령의 마도사,7E 98 F8 75 20 5C 4E 7E,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AB900; record_size=0x46B
ENEMY_0035_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,34,,34,0x1ABE90,,EC C4 C3,リッチ,리치,6A 3F F3,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1ABD80; record_size=0x3AE
ENEMY_0036_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,35,,35,0x1AC270,,7B F2 C8 F1,怨霊,원령,30 F7 98 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AC180; record_size=0x1A2
ENEMY_0037_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,36,,36,0x1AC480,,C8 27 E3 EA A8 AB 27 EC A4,デーモンウォーリア,데몬 워리어,96 29 F9 20 26 F7 6A 69,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AC380; record_size=0x1A2
ENEMY_0038_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,37,,37,0x1AC680,,B2 EE 27 C1 27 C8 27 E3 EA,グレーターデーモン,그레이터 데몬,63 8E F8 6B 44 F9 20 96 29 F9,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AC580; record_size=0x44A
ENEMY_0039_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,38,,38,0x1ACAF0,,DA F1 7B F5 80 CD B9,砂漠のヌシ,사막의 주인,7E C0 F8 75 20 A3 8C,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1ACA00; record_size=0x1A0
ENEMY_0040_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,39,,39,0x1ACD00,,C0 27 EA D4 27 BB C9,ゾーンビースト,존 비스트,B7 F2 20 98 BC D2,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1ACC00; record_size=0x421
ENEMY_0041_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,40,,40,0x1AD150,,EE C4 CA D4 27 BB C9,レッドビースト,레드 비스트,8E F8 30 F8 20 98 BC D2,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AD080; record_size=0x1A1
ENEMY_0042_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,41,,41,0x1AD380,,C9 27 C9 B9 E6 C1 27 ED,トートシュタール,토트슈탈,66 F1 D2 B9 F7 4C F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AD280; record_size=0x19E
ENEMY_0043_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,42,,42,0x1AD580,,AA A4 EC AA ED,エアリエル,에어리얼,7D 69 6A 5E F0,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AD480; record_size=0x50B
ENEMY_0044_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,43,,43,0x1ADA90,,D6 EB A6 EA B2 A6 27 C1 27,フライングイーター,플라잉 이터,84 F7 66 72 F4 20 6B 44 F9,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1ADA00; record_size=0x454
ENEMY_0045_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,44,,44,0x1ADF70,,D6 CB B1 A6 7E F2,フナクイ鳥,배먹이새,72 F9 C3 6B 40 F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1ADE80; record_size=0x504
ENEMY_0046_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,45,,45,0x1AE490,,D6 CB B1 A6 7E F2,フナクイ鳥,배먹이새,72 F9 C3 6B 40 F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AE400; record_size=0x454
ENEMY_0047_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,46,,46,0x1AE970,,D6 CB B1 A6 7E F2,フナクイ鳥,배먹이새,72 F9 C3 6B 40 F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AE880; record_size=0x410
ENEMY_0048_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,47,,47,0x1AEDB0,,A8 27 ED A8 27 ED,ウールウール,울울,E6 E6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AED00; record_size=0x203
ENEMY_0049_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,48,,48,0x1AF060,,E2 27,メー,메,E7 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AEF80; record_size=0x110
ENEMY_0050_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,49,,49,0x1AF200,,60 80 66 94 7B 60,きのこもどき,버섯 흉내쟁이,B3 CB F6 20 B1 F6 99 90 F4 6B,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AF100; record_size=0x37A
ENEMY_0051_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,50,,50,0x1AF5B0,,CF A8 C7 A5 AD C9 EC E6 D6,ノウティカトリュフ,노우티카 트러플,68 F7 83 A9 F3 A5 F4 20 D2 A6 84 F7,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AF480; record_size=0x2CD
ENEMY_0052_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,51,,51,0x1AF890,,22 F0 A9 BA E4 AF CF B5,ヴェジャキノコ,베자 버섯,79 F9 81 20 B3 CB F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AF780; record_size=0x355
ENEMY_0054_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,53,,53,0x1AFD80,,C9 EA DD AE AA ED,トンボガエル,잠자리개구리,5B F9 81 6A 57 F3 9D 6A,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1AFC80; record_size=0x3BE
ENEMY_0055_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,54,,54,0x1B0170,,CA EB B6 EA D6 EB A6,ドラゴンフライ,드래곤플라이,30 F8 8E 2A F5 84 F7 66 6B,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B0080; record_size=0x387
ENEMY_0056_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,55,,55,0x1B0540,,B0 ED BA A9 CE EB ED,ギルジェネラル,길 제너럴,9C F6 20 AA D3 88 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B0480; record_size=0x387
ENEMY_0057_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,56,,56,0x1B0940,,B0 ED BA A9 CE EB ED,ギルジェネラル,길 제너럴,9C F6 20 AA D3 88 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B0880; record_size=0x4D1
ENEMY_0058_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,57,,57,0x1B0E70,,B0 ED B9 E4 27 DF EA,ギルシャーマン,길 샤먼,9C F6 20 6F F6 E2 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B0D80; record_size=0x46D
ENEMY_0059_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,58,,58,0x1B1310,,B0 ED DE 27 EA,ギルポーン,길 폰,9C F6 20 9F F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B1200; record_size=0x46D
ENEMY_0060_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,59,,59,0x1B1790,,B0 ED DE 27 EA,ギルポーン,길 폰,9C F6 20 9F F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B1680; record_size=0x5B2
ENEMY_0061_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,60,,60,0x1B1D40,,B0 ED E2 A6 BA,ギルメイジ,길 메이지,9C F6 20 E7 F8 6B 6F,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B1C80; record_size=0x504
ENEMY_0062_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,61,,61,0x1B2290,,B0 ED BB CB A6 D2 27,ギルスナイパー,길 스나이퍼,9C F6 20 BC 50 6B A5 F5,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B2200; record_size=0x399
ENEMY_0063_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,62,,62,0x1B26D0,,B0 ED EB EA B7 27,ギルランサー,길 랜서,9C F6 20 82 F8 6C,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B2600; record_size=0x31F
ENEMY_0064_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,63,,63,0x1B2A60,,B0 ED 73 F2 B7 F0,ギル原人,길 원시인,9C F6 20 30 F7 88 8C,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B2980; record_size=0x563
ENEMY_0065_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,64,,64,0x1B2FD0,,B0 ED 73 F2 B7 F0 80 66 F2 78 60 31 F1,ギル原人の投てき兵,길 원시인 투척병,9C F6 20 30 F7 88 8C 20 64 F2 DF F8 82 F9,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B2F00; record_size=0x4F2
ENEMY_0066_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,65,,65,0x1B3500,,B0 ED 73 F2 B7 F0 80 33 F3 EC F0 85 F1,ギル原人の格闘王,길 원시인 격투왕,9C F6 20 30 F7 88 8C 20 B3 F4 64 F2 36 F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B3400; record_size=0x371
ENEMY_0067_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,66,,66,0x1B38B0,,D3 ED EC B8 27 CA,ヒルリザード,힐 리자드,70 F7 20 6A 81 30 F8,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B3780; record_size=0x26C
ENEMY_0068_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,67,,67,0x1B3B40,,DA F1 7A 5E 65,砂とかげ,모래도마뱀,B2 8E 4E 5C CC F0,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B3A00; record_size=0x30F
ENEMY_0069_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,68,,68,0x1B3E50,,C9 27 C1 BB A4 EC B4 27 C9,トータスアリゲート,터터스 앨리게이터,44 F9 44 F9 BC 20 55 F9 6A 68 6B 44 F9,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B3D80; record_size=0x41E
ENEMY_0070_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,69,,69,0x1B42C0,,AD E2 EE AC EA,カメレオン,카멜레온,A5 F4 EC F8 8E F8 EC F4,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B4200; record_size=0x398
ENEMY_0071_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,70,,70,0x1B46D0,,5D F1 B7 F0,魚人,어인,69 8C,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B4600; record_size=0x39B
ENEMY_0072_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,71,,71,0x1B4AD0,,5D F1 B7 F0 A9 F4 50 F3 31 F1,魚人親衛兵,어인 친위병,69 8C 20 4D F3 3F F7 82 F9,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B4A00; record_size=0x229
ENEMY_0073_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,72,,72,0x1B4D80,,5D F1 B7 F0 E9 F4 83 F0,魚人隊長,어인 대장,69 8C 20 8D 86,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B4C80; record_size=0x423
ENEMY_0074_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,73,,73,0x1B51D0,,5D F1 B7 F0 48 F4 CD F6,魚人参謀,어인 참모,69 8C 20 C0 F7 B2,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B5100; record_size=0x30D
ENEMY_0075_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,74,,74,0x1B5550,,DF C2 A6 B7 F0,マダイ人,참돔인,C0 F7 A4 F0 8C,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B5480; record_size=0x227
ENEMY_0076_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,75,,75,0x1B5800,,C0 AA A4,ゾエア,조에아,CE 7D 70,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B5700; record_size=0x451
ENEMY_0077_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,76,,76,0x1B5C70,,C0 AA A4,ゾエア,조에아,CE 7D 70,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B5B80; record_size=0x506
ENEMY_0078_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,77,,77,0x1B6190,,5D 5D 96 6A 5F 7D,おおやしがに,큰 야자게,45 F7 20 4F 81 68,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B6100; record_size=0x3E4
ENEMY_0079_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,78,,78,0x1B6610,,D4 C4 B2 D6 C4 C9,ビッグフット,빅풋,E1 F1 A0 F6,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B6500; record_size=0x4DD
ENEMY_0080_NAME,ENEMY,enemy_name,SYS/GR3.MDZ,GR3.MDT,79,,79,0x1B6AF0,,D3 D1 B6 EA,ヒバゴン,히바곤,D5 9F 2A F5,,[],TRANSLATED,NO,GR3 enemy record local text pool의 첫 문자열.,first_action=通常攻撃; record_offset=0x1B6A00; record_size=0x4BB
