id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
SKILL_0017_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0017,,1,0x017288,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6,無属性ダメージ　威力☆☆,무속성 피해 위력☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0017_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0017,,2,0x01729C,,AF E4 EA BD ED BC F0 C2 F0,キャンセル効果,캔슬 효과,5B F5 D8 F7 20 CA F4 EC F5,,[],TRANSLATED,NO,positional special-skill HELP trailer,exact reviewed effect rule
SKILL_0018_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0018,,1,0x0172B9,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6,無属性ダメージ　威力☆☆,무속성 피해 위력☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0019_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0019,,1,0x0172E6,,C6 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6 69 F6 69 F6,火属性ダメージ　威力☆☆☆☆,불속성 피해 위력☆☆☆☆,95 F2 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0020_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0020,,1,0x017318,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6,無属性ダメージ　威力☆☆,무속성 피해 위력☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0020_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0020,,2,0x01732C,,AF E4 EA BD ED BC F0 C2 F0,キャンセル効果,캔슬 효과,5B F5 D8 F7 20 CA F4 EC F5,,[],TRANSLATED,NO,positional special-skill HELP trailer,exact reviewed effect rule
SKILL_0021_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0021,,1,0x017349,,4F F2 7E F0 6F F0 6A 72 35 F2 5F 7D F0 7E F0 80 46 F0 60 7D 83 F1 A0 6E 78 36 F0 37 F0,実体化した<35F2>が本体の動きに合わせて攻撃,실체화한 분신이 함께 공격,53 F8 53 F0 79 F4 7A 20 CF B0 6B 20 41 F8 C2 F6 20 D8 F5 B3 F4,,"[""<35F2>""]",TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
SKILL_0022_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0022,,1,0x017382,,C6 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6 69 F6,火属性ダメージ　威力☆☆☆,불속성 피해 위력☆☆☆,95 F2 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0023_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0023,,1,0x0173B1,,C6 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6 69 F6 69 F6 69 F6,火属性ダメージ　威力☆☆☆☆☆,불속성 피해 위력☆☆☆☆☆,95 F2 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6 69 F6 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0024_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0024,,1,0x0173E2,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6 69 F6 69 F6 69 F6 69 F6,無属性ダメージ　威力☆☆☆☆☆☆,무속성 피해 위력☆☆☆☆☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6 69 F6 69 F6 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0025_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0025,,1,0x017416,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6,無属性ダメージ　威力☆☆,무속성 피해 위력☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0025_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0025,,2,0x01742A,,AF E4 EA BD ED BC F0 C2 F0,キャンセル効果,캔슬 효과,5B F5 D8 F7 20 CA F4 EC F5,,[],TRANSLATED,NO,positional special-skill HELP trailer,exact reviewed effect rule
SKILL_0026_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0026,,1,0x01744D,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6,無属性ダメージ　威力☆,무속성 피해 위력☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0026_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0026,,2,0x01745F,,46 49 82 F2 73 F4,MP<82F2><73F4>,MP 흡수,46 49 20 AD F7 8B,,"[""<82F2>"", ""<73F4>""]",TRANSLATED,NO,positional special-skill HELP trailer,exact reviewed effect rule
SKILL_0027_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0027,,1,0x017479,,83 F5 37 F0 6C 9D D2 F1 80 AD 27 CA A1 31 F7 AB F6 6C 9D,反撃する光のカードを<31F7><ABF6>する,반격하는 빛의 카드 소환,6A F9 B3 F4 61 73 20 2B F4 75 20 A5 F4 30 F8 20 B4 A1 F4,,"[""<31F7>"", ""<ABF6>""]",TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
SKILL_0028_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0028,,1,0x0174A7,,4A F0 4B F0 80 C0 F1 C1 F1 46 49 A1 30 7D 6C 9D,魔法の消費MPを0にする,마법 MP 소모 0,5C 78 F9 20 46 49 20 B4 B2 20 30,,[],TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
SKILL_0029_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0029,,1,0x0174C9,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6,無属性ダメージ　威力☆,무속성 피해 위력☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0029_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0029,,2,0x0174DB,,AF E4 EA BD ED BC F0 C2 F0,キャンセル効果,캔슬 효과,5B F5 D8 F7 20 CA F4 EC F5,,[],TRANSLATED,NO,positional special-skill HELP trailer,exact reviewed effect rule
SKILL_0030_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0030,,1,0x0174FE,,2D F0 B2 F1 47 F0 AA F2 20 C2 E2 27 BA A1 B2 F2 5B 6C F0 64 78,一定時間　ダメージを与え<6CF0>けて,일정 시간 지속 피해,92 93 20 88 A9 F0 20 6F 49 F7 20 C9 74,,"[""<6CF0>""]",TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
SKILL_0030_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0030,,2,0x017514,,46 F0 60 A1 DF F0 6B 9D,動きを封じる,행동 봉쇄,A5 E7 F7 20 7E F1 74 F7,,[],TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
SKILL_0031_EFFECT_1,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0031,,1,0x01752F,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 69 F6 69 F6 69 F6 69 F6 69 F6 69 F6,無属性ダメージ　威力☆☆☆☆☆☆,무속성 피해 위력☆☆☆☆☆☆,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 69 F6 69 F6 69 F6 69 F6 69 F6 69 F6,,[],TRANSLATED,NO,positional special-skill HELP trailer,elemental-damage rule
SKILL_0031_EFFECT_2,SKILL_EFFECT,special_effect,SYS/GR3.MDZ,GR3.MDT,SKILL_RECORD_0031,,2,0x01754B,,6C 8B 78 80 D2 EB E2 27 C1 A1 C2 A8 EA 6C 9D,すべてのパラメータをダウンする,모든 능력치 감소,B2 CD 20 A3 F7 93 F8 3F F3 20 33 F2 B4,,[],TRANSLATED,NO,positional special-skill HELP trailer,reviewed special-skill effect rule
