id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used
SCN_00030000_00740000_0020,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,19,0x008d194d,0x008d1948,b6 95 a3 bc 21 77 77 b6 08 99 f2 dc f2 d5 3a f0 2d f0 95 98 9c 9d 44 08 b2 f1 99 9b 79 b6 95 98 c1 f1 bb f1 8a 98 92 a0 44 08 90 c2 9c ec f1 ed f1 21 9b 86 99 ec f1 95 92 a0 44 0d ff 00,"やっぱり、いいや
空中コンボってなに？
森でどうやって生活してたの？
そんな知識、どこで知ったの？","역시, 됐어
공중 콤보가 뭐야?
숲에서 어떻게 살았던 거야?
그런 지식은 어디서 알았어?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":41,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":59,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"やっ<G0083>り<G0001>いいや
空中コンボってなに？
森でどうやって生活してたの？
そんな知識<G0001>どこで知ったの？",SUPPORTED,"0001,0083"
SCN_00030000_00740000_0022,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,21,0x008d1aa6,0x008d1aa1,90 79 7e 46 08 90 be 95 98 88 08 9f bb 95 98 88 f0 8e bd b4 c2 9c a0 44 0d ff 00,"そうか…
それってさ
ねらって出せるもんなの？","그렇구나…
그건 말이야
노리고 쓸 수 있는 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"そうか<G0026>
それってさ
ねらって出せるもんなの？",SUPPORTED,0026
SCN_00030000_00740000_0026,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,25,0x008d1d33,0x008d1d2e,b6 b3 9a 84 95 98 43 08 86 a0 b0 b0 21 2f f0 e9 33 f0 9c 77 f0 78 f0 c5 f0 99 08 77 77 8b b5 9c 77 7e 43 0d ff 00,"やめとけって！
このまま、マトモな道具屋で
いいじゃないか！","그만둬!
그냥 평범한 도구점이면
됐잖아!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"やめとけって！
このまま<G0001>マトモな道具<G0175>で
いいじゃないか！",SUPPORTED,"0001,0175"
SCN_00030000_00740000_0029,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,28,0x008d1fc5,0x008d1fc0,9c c2 7e 46 08 b0 f3 95 98 80 98 08 ad 8a 82 9c 7e 95 92 b1 92 77 93 9f 0d ff 00,"なんか…
戻ってきて
ほしくなかったみたいだね","뭔가…
돌아와 주길
바라지 않았던 것 같네",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"なんか<G0026>
<G03D0>ってきて
ほしくなかったみたいだね",SUPPORTED,"0026,03D0"
SCN_00030000_00740000_0031,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,30,0x008d21a0,0x008d219b,77 77 95 42 08 9b 95 21 9b 86 7e bb 08 90 c2 9c 64 f0 7f 46 43 0d ff 00,"いいっ？
どっ、どこから
そんな話が…！","뭐라고?
어, 어디서
그런 얘기가 나온 거야…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いいっ<G0022>
どっ<G0001>どこから
そんな<G0114>が<G0026>！",SUPPORTED,"0001,0022,0026,0114"
SCN_00030000_00740000_0033,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,32,0x008d22ac,0x008d22a7,82 f2 b2 7e bb c8 f5 77 98 ba 43 08 cc 3e f0 21 49 f1 42 f1 af f3 99 c8 f0 c1 46 43 0d ff 00,"頼むから聞いてよ！
オレ、飛行機で海を…！","부탁이니까 들어 줘!
나, 비행기로 바다를…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 07 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":7},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_08; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"頼むから聞いてよ！
オレ<G0001>飛行機で海を<G0026>！",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0036,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,35,0x008d259f,0x008d259a,20 f0 c3 42 08 81 f0 95 98 21 cc 3e f0 a1 37 f0 c8 cf 46 0d ff 00,"ハァ？
誰って、オレはユウキ…","뭐?
누구냐니, 난 유키…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ハァ<G0022>
誰って<G0001>オレはユウキ<G0026>",SUPPORTED,"0001,0022,0026"
SCN_00030000_00740000_0037,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,36,0x008d2695,0x008d2690,75 21 75 75 46 08 b2 f1 99 21 29 f0 3a f0 9c 6b f2 dc f2 9d 46 0d ff 00,"あ、ああ…
森で、ヘンな連中に…","아, 아아…
숲에서 이상한 녀석들에게…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"あ<G0001>ああ<G0026>
森で<G0001>ヘンな連中に<G0026>",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0039,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,38,0x008d275b,0x008d2756,20 f0 c3 42 0d ff 00,ハァ？,뭐?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":4,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ハァ<G0022>,SUPPORTED,0022
SCN_00030000_00740000_0040,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,39,0x008d27bf,0x008d27ba,cc 3e f0 b4 ec f1 bb 9c 77 c2 93 08 75 a0 59 f1 21 b0 93 08 5b f1 ed f1 7f 9c 82 95 98 88 46 0d ff 00,"オレも知らないんだ
あの子、まだ
意識がなくってさ…","나도 몰라
저 애, 아직
의식이 없어서 말이야…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"オレも知らないんだ
あの子<G0001>まだ
意識がなくってさ<G0026>",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0042,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,41,0x008d2911,0x008d290c,75 75 08 79 94 9d d3 ce d7 f0 7f 46 0d ff 00,"ああ
うちにケガ人が…","아아
우리 집에 부상자가…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":2,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":12,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ああ
うちにケガ人が<G0026>",SUPPORTED,0026
SCN_00030000_00740000_0046,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,45,0x008d2bbd,0x008d2bb8,b0 21 90 be a1 9c 77 9a 8a 98 b4 88 46 0d ff 00,ま、それはないとしてもさ…,"뭐, 그건 아니더라도 말이야…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":13,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ま<G0001>それはないとしてもさ<G0026>,SUPPORTED,"0001,0026"
