id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used
SCN_00030600_00740000_0040,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,39,0x0025f48c,0x0025f487,a6 f0 4a f1 ba e4 41 41 08 5c f9 9a a1 80 f3 7e e4 42 0d ff 00,"少年よッ！！
夢とは何かッ？","소년이여!!
꿈이란 무엇인가!?",UNASSIGNED,アロンソ,"[{""offset"":-5,""raw_hex"":""22 0e 00 24 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":36},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alonso_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"少<G01CA>よッ<G0021><G0021>
<G085C>とは何かッ<G0022>",SUPPORTED,"0021,0022,01CA,085C"
SCN_00030600_00740000_0041,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,40,0x0025f53f,0x0025f53a,eb 2f f0 2e f4 95 98 c2 8b b5 9c 77 a0 43 08 ad c2 9a 9d 21 ce d9 34 f0 3a f0 7d 8b 88 c2 08 6b f2 be 98 82 bd c0 ba 44 0d ff 00,"ナマ言ってんじゃないの！
ほんとに、ガシャンおじさん
連れてくるわよ？","허세 부리지 마!
정말 가샨 아저씨를
데려온다?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ナマ<G041E>ってんじゃないの！
ほんとに<G0001>ガシャンおじさん
連れてくるわよ？",SUPPORTED,"0001,041E"
SCN_00030600_00740000_0044,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,43,0x0025f748,0x0025f743,7d 95 8c 43 08 90 95 94 86 90 08 ba 82 d1 24 f0 9d 88 be 98 9c 77 9c 43 08 a5 95 82 bc 93 8f 43 0d ff 00,"おっす！
そっちこそ
よくクビにされてないな！
びっくりだよ！","안녕!
너야말로
아직도 안 잘렸네!
놀랍다, 정말!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"おっす！
そっちこそ
よくクビにされてないな！
びっくりだ<G006F>！",SUPPORTED,006F
SCN_00030600_00740000_0047,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,46,0x0025f9d8,0x0025f9d3,c2 44 21 9b 79 8a 98 44 0d ff 00,ん？、どうして？,응? 왜?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":8,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ん？<G0001>どうして？,SUPPORTED,0001
SCN_00030600_00740000_0048,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,47,0x0025fb05,0x0025fb00,3f f0 e4 e5 42 08 b0 88 7e 21 75 77 96 b4 08 49 f1 42 f1 af f3 99 b0 f3 95 98 84 f1 92 a0 7e 44 0d ff 00,"ロッツ？
まさか、あいつも
飛行機で戻って来たのか？","롯츠?
설마 그 녀석도
비행기로 돌아온 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ロッツ<G0022>
まさか<G0001>あいつも
飛行機で<G03D0>って来たのか？",SUPPORTED,"0001,0022,03D0"
SCN_00030600_00740000_0049,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,48,0x0025fb6f,0x0025fb6a,90 79 7e 21 3f f0 e4 e5 b4 46 43 0d ff 00,そうか、ロッツも…！,"그렇구나, 롯츠도…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 09 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":9},{""offset"":11,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_10; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,そうか<G0001>ロッツも<G0026>！,SUPPORTED,"0001,0026"
SCN_00030600_00740000_0050,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,49,0x0025fb95,0x0025fb90,c3 f0 5b f0 9c 49 f1 42 f1 af f3 7e 46 08 75 77 96 21 cd 3b f0 47 3c f0 3a f0 d2 9a 7e 08 d2 f3 5b f0 9c 88 90 79 93 b4 c2 9c 46 43 0d ff 00,"地味な飛行機か…
あいつ、カラーリングとか
興味なさそうだもんな…！","수수한 비행기인가…
그 녀석은 도색 같은 건
관심 없어 보이니까…!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"地味な飛行機か<G0026>
あいつ<G0001>カラーリングとか
<G03F2>味なさそうだもんな<G0026>！",SUPPORTED,"0001,0026,03F2"
SCN_00030600_00740000_0051,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,50,0x0025fce2,0x0025fcdd,3f f0 e4 e5 42 08 b0 88 7e 21 75 77 96 b4 08 49 f1 42 f1 af f3 99 b0 f3 95 98 84 f1 92 a0 7e 44 0d ff 00,"ロッツ？
まさか、あいつも
飛行機で戻って来たのか？","롯츠?
설마 그 녀석도
비행기로 돌아온 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ロッツ<G0022>
まさか<G0001>あいつも
飛行機で<G03D0>って来たのか？",SUPPORTED,"0001,0022,03D0"
SCN_00030600_00740000_0052,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,51,0x0025fd6b,0x0025fd66,50 f6 b6 a0 f3 44 08 80 f3 7f 75 95 92 c2 93 ba 0d ff 00,"冷や汗？
何があったんだよ","식은땀?
무슨 일이 있었던 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":16,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"冷や<G03C0>？
何があったんだよ",SUPPORTED,03C0
SCN_00030600_00740000_0053,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,52,0x0025fddb,0x0025fdd6,7b 44 21 93 84 9b 21 86 9c 77 93 08 c3 f3 49 f6 7f 80 f0 95 98 08 e6 f1 c1 89 f1 8e bd 9a 7e 2e f4 95 98 92 ba 9c 44 0d ff 00,"え？、だけど、こないだ
給料が入って
金を返せるとか言ってたよな？","어? 그런데 얼마 전에는
월급을 받아서
돈을 갚을 수 있다고 했잖아?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"え？<G0001>だけど<G0001>こないだ
給<G05D9>が入って
金を<G0209>せるとか<G041E>ってたよな？",SUPPORTED,"0001,0209,041E,05D9"
SCN_00030600_00740000_0056,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,55,0x00260028,0x00260023,b0 74 21 3b f4 d4 3a f0 cd 9c bb 08 77 96 b4 a0 86 9a 93 bf 08 90 be 9a b4 21 77 9c 82 9c 95 92 bb 08 80 f3 7e 4e f4 bd a0 44 0d ff 00,"まぁ、口ゲンカなら
いつものことだろ
それとも、いなくなったら
何か困るの？","뭐, 말다툼이라면
늘 있는 일이잖아
아니면 그 사람이 없어지면
곤란한 일이라도 있어?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ま<G0054><G0001>口ゲンカなら
いつものことだろ
それとも<G0001>いなくなったら
何か<G043E>るの？",SUPPORTED,"0001,0054,043E"
SCN_00030600_00740000_0057,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,56,0x0026036d,0x00260368,7d 8b 88 c2 21 6c f4 da f0 44 08 26 f5 70 f0 c0 bb 8d de f5 8a 90 79 93 9f 0d ff 00,"おじさん、仕事？
相変わらず忙しそうだね","아저씨, 일하는 중이야?
여전히 바빠 보이네",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"おじさん<G0001>仕事？
<G04E6>変わらず<G059E>しそうだね",SUPPORTED,"0001,04E6,059E"
