id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
FIELD_TABLE_0028,FIELD_TABLE,location_action_16bit_table,DATA/00241100.MDZ,00241100.MDT,table@0x30BE80,00241100,4,0x30BEEA,,A4 00 27 00 B1 00 EC 00 D6 00 73 02 2B 05 20 00 E8 05 39 01,アークリフ神殿 廊下,아크리프 신전 복도,58 01 F6 00 2F 01 EE 06 20 00 55 01 77 01 20 00 3D 01 1A 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=12,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0029,FIELD_TABLE,location_action_16bit_table,DATA/00241800.MDZ,00241800.MDT,table@0x355880,00241800,4,0x3558D6,,A4 00 27 00 B1 00 EC 00 D6 00 73 02 2B 05 20 00 32 00 3F 00,アークリフ神殿 ２F,아크리프 신전 2층,58 01 F6 00 2F 01 EE 06 20 00 55 01 77 01 20 00 32 00 B9 05,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=6,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0030,FIELD_TABLE,location_action_16bit_table,DATA/00240100.MDZ,00240100.MDT,table@0x3E0300,00240100,5,0x3E0374,,A4 00 27 00 B1 00 EC 00 D6 00 73 02 2B 05 58 04 27 01,アークリフ神殿参道,아크리프 신전 참배길,58 01 F6 00 2F 01 EE 06 20 00 55 01 77 01 20 00 40 07 92 08 4C 06,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0031,FIELD_TABLE,location_action_16bit_table,DATA/00030200.MDZ,00030200.MDT,table@0x30DD00,00030200,7,0x30DD94,,AA 00 EA 00 BA 00 EA 00 A1 00 51 01 9D 00,エンジンを見る,엔진 보기,BA 05 83 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0032,FIELD_TABLE,location_action_16bit_table,DATA/00216100.MDZ,00216100.MDT,table@0x45A580,00216100,6,0x45A60C,,AA 00 EA 00 D7 00 EE 00 E1 00 A1 00 51 01 9D 00,エンブレムを見る,문장 보기,51 08 75 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0033,FIELD_TABLE,location_action_16bit_table,DATA/00700100.MDZ,00700100.MDT,table@0x275200,00700100,3,0x275260,,AC 00 ED 00 B6 00 27 00 ED 00 A1 00 51 01 9D 00,オルゴールを見る,오르골 보기,62 01 2C 01 47 05 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0034,FIELD_TABLE,location_action_16bit_table,DATA/00242000.MDZ,00242000.MDT,table@0x3E0180,00242000,3,0x3E01C8,,AC 00 ED 00 B6 00 27 00 ED 00 A1 00 12 03 8B 00 9D 00,オルゴールを調べる,오르골 조사,62 01 2C 01 47 05 20 00 80 01 45 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0035,FIELD_TABLE,location_action_16bit_table,DATA/00270400.MDZ,00270400.MDT,table@0x418D80,00270400,1,0x418DC2,,AC 00 27 00 D7 00 A1 00 3A 01 9D 00,オーブを取る,오브 얻기,62 01 AF 03 20 00 C1 08 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0036,FIELD_TABLE,location_action_16bit_table,DATA/00120000.MDZ,00120000.MDT,table@0x55F400,00120000,8,0x55F4CC,,AD 00 BA 00 CF 00 28 00 B8 00 28 00 DF 00 CE 00 27 00,カジノ・ザ・マネー,카지노 더 머니,B5 04 82 01 E8 06 20 00 16 01 20 00 30 08 12 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0037,FIELD_TABLE,location_action_16bit_table,DATA/00450000.MDZ,00450000.MDT,table@0x74C500,00450000,2,0x74C578,,AD 00 27 00 C7 00 EA 00 A1 00 62 00 63 00 9D 00,カーテンをくぐる,커튼 통과,65 05 7B 03 20 00 C5 02 CC 05,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0038,FIELD_TABLE,location_action_16bit_table,DATA/00030000.MDZ,00030000.MDT,table@0x90A400,00030000,11,0x90A4FA,,AE 00 B9 00 E4 00 EA 00 5D 00 6B 00 68 00 A2 00 80 00 5A 01,ガシャンおじさんの家,가샨 아저씨의 집,F8 00 24 06 20 00 58 01 76 01 57 01 6F 01 20 00 1B 06,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0039,FIELD_TABLE,location_action_16bit_table,DATA/00450000.MDZ,00450000.MDT,table@0x74C500,00450000,6,0x74C5AE,,AE 00 EB 00 BB 00 EC 04 A1 00 51 01 9D 00,ガラス像を見る,유리상 보기,6A 01 2F 01 47 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0040,FIELD_TABLE,location_action_16bit_table,DATA/00030000.MDZ,00030000.MDT,table@0x90A400,00030000,5,0x90A498,,AE 00 EE 00 27 00 BA 00,ガレージ,격납고,C3 04 BB 06 00 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0041,FIELD_TABLE,location_action_16bit_table,DATA/00214000.MDZ,00214000.MDT,table@0x76A080,00214000,10,0x76A182,,AE 00 EE 00 27 00 BA 00 E0 01 20 00 5B 03 47 02 E6 05,ガレージ裏 滑走路,격납고 뒤 활주로,C3 04 BB 06 00 01 20 00 7B 07 20 00 BF 04 81 01 2B 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0042,FIELD_TABLE,location_action_16bit_table,DATA/00061000.MDZ,00061000.MDT,table@0x48D180,00061000,3,0x48D1E4,,AF 00 CF 00 B5 00 A1 00 90 01 9D 00,キノコを切る,버섯 자르기,3B 01 7B 06 20 00 73 01 2C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0043,FIELD_TABLE,location_action_16bit_table,DATA/00120100.MDZ,00120100.MDT,table@0x308700,00120100,2,0x308750,,B0 00 E4 00 EA 00 D7 00 ED 00 A1 00 6C 00 9D 00,ギャンブルをする,도박하기,1A 01 88 08 8A 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0044,FIELD_TABLE,location_action_16bit_table,DATA/00695000.MDZ,00695000.MDT,table@0x693F00,00695000,3,0x693F5E,,B2 00 EB 00 A6 00 C2 00 27 00 7D 00 0C 03 9D 00,グライダーに乗る,글라이더 타기,36 06 22 01 70 01 16 01 20 00 68 07 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0045,FIELD_TABLE,location_action_16bit_table,DATA/00600000.MDZ,00600000.MDT,table@0x414D80,00600000,4,0x414DF0,,B2 00 EB 00 A6 00 C2 00 27 00 A1 00 51 01 9D 00,グライダーを見る,글라이더 보기,36 06 22 01 70 01 16 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0046,FIELD_TABLE,location_action_16bit_table,DATA/00030000.MDZ,00030000.MDT,table@0x90A400,00030000,8,0x90A4CC,,B2 00 EB 00 C8 00 A5 00 BB 00 80 00 5A 01,グラディスの家,글래디스의 집,36 06 27 01 1E 01 51 01 6F 01 20 00 1B 06,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0047,FIELD_TABLE,location_action_16bit_table,DATA/00450300.MDZ,00450300.MDT,table@0x2E1380,00450300,3,0x2E13D8,,B3 00 27 00 BB 00 A1 00 51 01 9D 00,ケースを見る,진열장 보기,83 01 F5 03 75 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0048,FIELD_TABLE,location_action_16bit_table,DATA/00030200.MDZ,00030200.MDT,table@0x30DD00,00030200,8,0x30DDA2,,B5 00 C4 00 B1 00 D5 00 C4 00 C9 00 A1 00 51 01 9D 00,コックピットを見る,조종석 보기,80 01 C5 03 4B 01 20 00 3C 01 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=1,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0049,FIELD_TABLE,location_action_16bit_table,DATA/00120000.MDZ,00120000.MDT,table@0x55F400,00120000,9,0x55F4DE,,B7 00 D1 00 C1 00 27 00 ED 00 80 00 8F 04 58 05 48 03,サバタールの宿泊所,사바타르 숙소,45 01 3A 01 68 07 2C 01 20 00 18 07 4E 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0050,FIELD_TABLE,location_action_16bit_table,DATA/00090100.MDZ,00090100.MDT,table@0x457180,00090100,3,0x4571DA,,B7 00 D1 00 C1 00 27 00 ED 00 80 00 33 04,サバタールの港,사바타르 항구,45 01 3A 01 68 07 2C 01 20 00 4A 08 01 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=4,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0051,FIELD_TABLE,location_action_16bit_table,DATA/00061300.MDZ,00061300.MDT,table@0x425600,00061300,6,0x42568C,,B7 00 D1 00 C1 00 27 00 ED 00 78 01 CA 03,サバタール海岸,사바타르 해안,45 01 3A 01 68 07 2C 01 20 00 90 01 59 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0052,FIELD_TABLE,location_action_16bit_table,DATA/00090000.MDZ,00090000.MDT,table@0x29EF00,00090000,3,0x29EF52,,B7 00 D1 00 C1 00 27 00 ED 00 78 01 CA 03 20 00 37 06 CA 03,サバタール海岸 沿岸,사바타르 해안 연안,45 01 3A 01 68 07 2C 01 20 00 90 01 59 01 20 00 C3 03 59 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0053,FIELD_TABLE,location_action_16bit_table,DATA/00217000.MDZ,00217000.MDT,table@0x3F0D00,00217000,2,0x3F0D42,,B9 00 D1 00 7A 00 14 01 6C 00,シバと話す,시바와 대화,53 01 3A 01 63 01 20 00 15 01 89 04,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=4,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0054,FIELD_TABLE,location_action_16bit_table,DATA/00150100.MDZ,00150100.MDT,table@0x3F7B00,00150100,2,0x3F7B62,,B9 00 D1 00 7D 00 0C 03 9D 00,シバに乗る,시바 타기,53 01 3A 01 20 00 68 07 07 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=3,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
FIELD_TABLE_0055,FIELD_TABLE,location_action_16bit_table,DATA/00214000.MDZ,00214000.MDT,table@0x76A080,00214000,11,0x76A194,,B9 00 E6 00 E0 00 C4 00 C9 00 80 00 AE 00 EE 00 27 00 BA 00,シュミットのガレージ,슈미트의 격납고,39 07 37 01 87 01 6F 01 20 00 C3 04 BB 06 00 01,,[],TRANSLATED,NO,16-bit logical-index field table; occurrences=2,"PROVEN: bounded table header, per-string glyph lengths, relative offsets, and all Disc 1 occurrences structurally validated."
