id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
FIELD_RESOURCE_00061100_R00740000_M4000_0001,SCENARIO,field_resource_message,DATA/00061100.MDZ,DATA/00061100.MDT,0x00740000,00061100,48,0x00256307,0x00256302,86 a0 ab f0 ac f0 a1 8e f3 80 b0 8e c2 0d ff 00,この宝<G015C>は開きません,이 보물상자는 열리지 않습니다,8B 20 A9 3A F0 DD A1 93 20 D5 F3 8A 8F 20 CE 49 F8 7B 92 0D FF 00,,"[{""offset"": -5, ""raw_hex"": ""80 0e 00 00 00"", ""kind"": ""MESSAGE_HEADER"", ""opcode"": 128, ""argument"": 0}, {""offset"": 13, ""raw_hex"": ""0d ff 00"", ""kind"": ""MESSAGE_END""}]",REVIEW_1,NO,필드 안내 런타임 신고 및 0x4000/0x6000 전수 조사 반영.,PROVEN: scenario field/tutorial message; member_type=0x4000.
FIELD_RESOURCE_00061100_R00740000_M4001_0001,SCENARIO,field_resource_message,DATA/00061100.MDZ,DATA/00061100.MDT,0x00740000,00061100,49,0x0025632f,0x0025632a,91 f0 92 f0 21 dd 47 27 f0 a1 88 f0 84 f1 b0 8e c2 0d ff 00,<G0141><G0142><G0001>セーブは出来ません,현재 저장할 수 없습니다,D6 F2 AE F9 20 9B A6 CD 20 AB 20 B1 49 F8 7B 92 0D FF 00,,"[{""offset"": -5, ""raw_hex"": ""80 0e 00 00 00"", ""kind"": ""MESSAGE_HEADER"", ""opcode"": 128, ""argument"": 0}, {""offset"": 17, ""raw_hex"": ""0d ff 00"", ""kind"": ""MESSAGE_END""}]",REVIEW_1,NO,필드 안내 런타임 신고 및 0x4000/0x6000 전수 조사 반영.,PROVEN: scenario field/tutorial message; member_type=0x4001.
FIELD_RESOURCE_00061300_R00740000_M4000_0001,SCENARIO,field_resource_message,DATA/00061300.MDZ,DATA/00061300.MDT,0x00740000,00061300,52,0x003e74d7,0x003e74d2,86 a0 ab f0 ac f0 a1 8e f3 80 b0 8e c2 0d ff 00,この宝<G015C>は開きません,이 보물상자는 열리지 않습니다,8B 20 A9 3A F0 DD A1 93 20 D5 F3 8A 8F 20 CE 49 F8 7B 92 0D FF 00,,"[{""offset"": -5, ""raw_hex"": ""80 0e 00 00 00"", ""kind"": ""MESSAGE_HEADER"", ""opcode"": 128, ""argument"": 0}, {""offset"": 13, ""raw_hex"": ""0d ff 00"", ""kind"": ""MESSAGE_END""}]",REVIEW_1,NO,필드 안내 런타임 신고 및 0x4000/0x6000 전수 조사 반영.,PROVEN: scenario field/tutorial message; member_type=0x4000.
SCN_00000200_00740000_0001,SCENARIO,scenario_message,DATA/00000200.MDZ,DATA/00000200.MDT,0x00740000,00000200,0,0x00156254,0x0015624f,5f f0 d6 f0 c1 8c bd 08 dd 47 27 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"回復をする
セーブをする
やめる","회복하기
저장하기
그만두기",EC 20 F0 81 8D 08 9B A6 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000200_00740000_0002,SCENARIO,scenario_message,DATA/00000200.MDZ,DATA/00000200.MDT,0x00740000,00000200,1,0x0015631b,0x00156316,5f f0 d6 f0 c1 8c bd 08 dd 47 27 f0 c1 8c bd 08 dd e4 e9 c4 e4 28 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"回復をする
セーブをする
セットアップをする
やめる","회복하기
저장하기
셋업하기
그만두기",EC 20 F0 81 8D 08 9B A6 81 8D 08 29 F0 24 F0 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000200_00740000_0003,SCENARIO,scenario_message,DATA/00000200.MDZ,DATA/00000200.MDT,0x00740000,00000200,2,0x0015641c,0x00156417,dd 47 27 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"セーブをする
やめる","저장하기
그만두기",9B A6 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":11,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000200_00740000_0004,SCENARIO,scenario_message,DATA/00000200.MDZ,DATA/00000200.MDT,0x00740000,00000200,3,0x0015649c,0x00156497,dd 47 27 f0 c1 8c bd 08 dd e4 e9 c4 e4 28 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"セーブをする
セットアップをする
やめる","저장하기
셋업하기
그만두기",9B A6 81 8D 08 29 F0 24 F0 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000201_00740000_0001,SCENARIO,scenario_message,DATA/00000201.MDZ,DATA/00000201.MDT,0x00740000,00000201,0,0x00176954,0x0017694f,5f f0 d6 f0 c1 8c bd 08 dd 47 27 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"回復をする
セーブをする
やめる","회복하기
저장하기
그만두기",EC 20 F0 81 8D 08 9B A6 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000201_00740000_0002,SCENARIO,scenario_message,DATA/00000201.MDZ,DATA/00000201.MDT,0x00740000,00000201,1,0x00176a1b,0x00176a16,5f f0 d6 f0 c1 8c bd 08 dd 47 27 f0 c1 8c bd 08 dd e4 e9 c4 e4 28 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"回復をする
セーブをする
セットアップをする
やめる","회복하기
저장하기
셋업하기
그만두기",EC 20 F0 81 8D 08 9B A6 81 8D 08 29 F0 24 F0 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000201_00740000_0003,SCENARIO,scenario_message,DATA/00000201.MDZ,DATA/00000201.MDT,0x00740000,00000201,2,0x00176b1c,0x00176b17,dd 47 27 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"セーブをする
やめる","저장하기
그만두기",9B A6 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":11,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00000201_00740000_0004,SCENARIO,scenario_message,DATA/00000201.MDZ,DATA/00000201.MDT,0x00740000,00000201,3,0x00176b9c,0x00176b97,dd 47 27 f0 c1 8c bd 08 dd e4 e9 c4 e4 28 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"セーブをする
セットアップをする
やめる","저장하기
셋업하기
그만두기",9B A6 81 8D 08 29 F0 24 F0 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
SCN_00008000_00740000_0001,SCENARIO,scenario_message,DATA/00008000.MDZ,DATA/00008000.MDT,0x00740000,00008000,0,0x00049374,0x0004936f,5f f0 d6 f0 c1 8c bd 08 dd 47 27 f0 c1 8c bd 08 b6 b3 bd 0d ff 00,"回復をする
セーブをする
やめる","회복하기
저장하기
그만두기",EC 20 F0 81 8D 08 9B A6 81 8D 08 83 75 AA 8D 0D FF 00,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. 완전 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. TERM: 버스피어·파스·도박장 채택; 바 스피어는 대안 표기로 보류.
