id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,opcode,command_argument,command_raw_hex,header_record_offset,text_record_offset,end_record_offset,record_offset,record_ordinal,chunk_index,glyph_count,unresolved_glyph_count,speaker_evidence_status,speaker_source
NPC_D1_00030000_R00740000_O81_0302,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,301,0x008d9b43,0x008d9b3e,46 de f4 7e bb 59 f1 5a f1 93 84 99 08 c4 3a f0 26 f0 cb d2 a0 b2 f1 9d 42 f1 82 9a 08 b0 f3 95 98 86 bb be 9c 82 9c bd 21 95 98 08 2e f4 c0 be 98 bd a0 a1 ec f1 95 98 bd 44 0d ff 00,"<G0026><G04CE>から子供だけで
アンフォグの森に行くと
<G03D0>ってこられなくなる<G0001>って
<G041E>われてるのは知ってる？",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":43,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":58,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x0000903e,0x00009043,0x00009080,0x008d0b00,0,6,45,5,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0303,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,302,0x008d9bdb,0x008d9bd6,99 b4 9f 21 79 94 a0 a2 75 88 c2 7f 08 59 f1 5a f1 a0 86 bf 21 b2 f1 99 30 f6 c2 99 98 08 a1 f0 92 c2 93 95 98 88 08 7f f1 a0 c0 f0 99 d7 f0 7f e0 f1 7b bd a0 c1 46 07 0e 00 60 00 4d f5 a0 77 77 2c f6 3d f5 93 95 92 c2 93 84 9b 46 08 90 a0 e5 f1 9b c2 9c 9d 62 f0 d7 f0 7f d8 f0 8a 98 b4 08 90 a0 59 f1 a1 08 a1 f0 96 7e bb 9c 7e 95 92 c2 93 95 98 46 0d ff 00,"でもね<G0001>うちのばあさんが
子供のころ<G0001>森で遊んでて
見たんだってさ
<G01FF>の<G0170>で人が消えるのを<G0026><CTRL:07 0E 00 60 00>仲のいい<G05BC>達だったんだけど<G0026>
その後どんなに大人が<G0188>しても
その子は
見つからなかったんだって<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":55,""raw_hex"":""07 0e 00 60 00"",""kind"":""INLINE_07"",""argument"":96},{""offset"":77,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":96,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":102,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":117,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000090d6,0x000090db,0x00009153,0x008d0b00,0,6,88,9,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0304,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,303,0x008d9c74,0x008d9c6f,9d f0 78 f1 7e c8 df 7e a1 7b f0 7e bb 9c 77 84 9b 08 75 c2 92 b4 b2 f1 9d 42 f1 82 86 9a 7f 75 be a2 08 e4 f2 5b f1 8c bd a0 ba 46 21 eb f2 a0 dc f2 08 9c 9d 7f 75 bd 7e 7b f0 7e bb 9c 77 7e bb 9f 0d ff 00,"本当かウソかは分からないけど
あんたも森に行くことがあれば
注意するのよ<G0026><G0001>世の中
なにがあるか分からないからね",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":34,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":66,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x0000916f,0x00009174,0x000091b9,0x008d0b00,0,6,53,2,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0305,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,304,0x008d9cea,0x008d9ce5,30 f0 3b f0 3a f0 e2 7f 75 c2 92 c1 6b f2 be 98 08 a2 f0 9d 84 f1 98 21 b4 79 51 50 4a f1 46 08 67 f0 7f 47 f2 be bd a0 95 98 08 df f0 77 b4 a0 9f 7a 0d ff 00,"ミランダがあんたを連れて
<G0152>に来て<G0001>もう10<G01CA><G0026>
時が流れるのって
早いものね<G005A>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000091e5,0x000091ea,0x0000921f,0x008d0b00,0,6,37,5,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0306,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,305,0x008d9d6e,0x008d9d69,dd f6 7e 8a 77 c0 46 09 08 62 f0 80 9c 56 f5 7e bb 84 f1 92 30 f0 3b f0 3a f0 e2 a1 08 a2 f0 8b b5 21 a1 f0 92 86 9a b4 9c 77 08 3a f6 6e f1 c1 4a f2 98 98 9f 07 0e 00 60 00 90 bc b5 75 21 cf 3e f0 c6 99 88 43 08 a2 f0 a0 61 f2 92 94 a1 08 90 bf 77 b4 90 bf 95 98 08 75 a0 59 f1 9d ee f5 dc f2 9d 9c 95 92 b4 a0 ba 0d ff 00,"<G066D>かしいわ<G0026><CTRL:09>
大きな<G0516>から来たミランダは
<G0152>じゃ<G0001>見たこともない
<G05CA>服を着ててね<CTRL:07 0E 00 60 00>そりゃあ<G0001>キレイでさ！
<G0152>の男たちは
そろいもそろって
あの子に夢中になったものよ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":7,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":53,""raw_hex"":""07 0e 00 60 00"",""kind"":""INLINE_07"",""argument"":96},{""offset"":70,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":79,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":88,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":105,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009269,0x0000926e,0x000092da,0x008d0b00,0,6,75,8,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0307,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,306,0x008d9e0e,0x008d9e09,b0 21 b1 c2 9c d0 f0 59 f4 8a 92 c2 93 84 9b 43 08 75 a0 59 f1 21 de f4 95 7e bb 08 90 79 2e f4 79 a0 9d d2 f3 5b f0 9c 77 a0 ba 9f 08 9c c2 99 9c a0 7e 8a bb 46 44 0d ff 00,"ま<G0001>みんな玉<G0449>したんだけど！
あの子<G0001><G04CE>っから
そう<G041E>うのに<G03F2>味ないのよね
なんでなのかしら<G0026>？",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":55,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009309,0x0000930e,0x00009348,0x008d0b00,0,6,45,7,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0308,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,307,0x008d9e62,0x008d9e5d,46 75 c2 92 9a 4d f0 8b f6 9d 77 bd 86 9a 7f 08 4d f4 a1 51 9c f2 21 62 f0 e0 f0 9c a0 7e b4 9f 46 08 37 f0 c8 cf 21 8a a2 bb 82 a1 90 a2 9d 08 c6 f3 98 b6 bc 9c 88 77 ba 0d ff 00,"<G0026>あんたと一<G061B>にいることが
<G043D>は1<G02EC><G0001>大切なのかもね<G0026>
ユウキ<G0001>しばらくはそばに
<G03E6>てやりなさいよ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":47,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":57,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x0000935d,0x00009362,0x0000939e,0x008d0b00,0,6,46,8,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0309,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,308,0x008d9efe,0x008d9ef9,b4 79 21 8c 95 7e bc 71 f1 82 9c 95 92 c0 43 08 2c f0 3a f0 e9 21 30 f0 3b f0 3a f0 e2 a0 bd f0 be f0 95 98 08 ba 82 dc f0 82 c0 9f 7a 08 b0 92 21 ba bf 8a 82 82 f2 b2 c0 9f 43 0d ff 00,"もう<G0001>すっかり良くなったわ！
ホント<G0001>ミランダの薬草って
よく効くわね<G005A>
また<G0001>よろしく頼むわね！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":45,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":59,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000093f9,0x000093fe,0x0000943c,0x008d0b00,0,6,46,4,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0310,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,309,0x008d9fb7,0x008d9fb2,7b 95 21 9b 79 8a 92 a0 44 08 46 b4 8a 7e 8a 98 08 6f f2 aa f0 9d 99 b4 b0 f3 bd a0 44 0d ff 00,"えっ<G0001>どうしたの？
<G0026>もしかして
実家にでも<G03D0>るの？",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":9,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000094b2,0x000094b7,0x000094d7,0x008d0b00,0,6,24,3,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0311,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,310,0x008da029,0x008da024,aa 7a 21 b5 f0 42 f1 43 21 77 77 c0 9f 7a 08 90 79 9f 21 92 b0 9d a1 08 97 f1 76 f2 a0 c3 f0 99 21 b8 95 82 bc 08 5b f2 99 b4 23 f1 a2 8a 98 80 9c 88 77 ba 43 0d ff 00,"へ<G005A><G0001>旅行！<G0001>いいわね<G005A>
そうね<G0001>たまには
殊<G02C6>の地で<G0001>ゆっくり
羽でも伸ばしてきなさいよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":37,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":53,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009524,0x00009529,0x00009561,0x008d0b00,0,6,43,7,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0312,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,311,0x008da092,0x008da08d,a7 74 75 75 21 9f b2 46 08 75 c2 92 a1 21 77 77 9f 7a 37 f0 c8 cf 08 86 95 94 a1 54 f5 7e bb a9 f5 b0 99 a0 f5 6c f4 da f0 99 08 b4 79 21 82 95 92 82 92 ba 46 0d ff 00,"ふ<G0054>ああ<G0001>ねむ<G0026>
あんたは<G0001>いいね<G005A>ユウキ
こっちは<G0514>から<G0569>まで<G0560>仕事で
もう<G0001>くったくたよ<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":53,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x0000958d,0x00009592,0x000095ca,0x008d0b00,0,6,44,10,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0313,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,312,0x008da12a,0x008da125,46 75 c2 92 21 94 f3 7e 9d 54 f5 a1 55 f1 77 c0 9f 08 86 a0 a2 f0 9d 77 bd 67 f0 b4 e6 f5 84 f2 08 54 f5 95 a3 bb 7e bb cd 3a f0 d5 3a f0 cd 3a f0 d5 3a f0 08 49 f1 42 f1 af f3 c1 50 f1 95 98 92 b4 a0 9f 0d ff 00,"<G0026>あんた<G0001><G03B4>かに<G0514>は強いわね
この<G0152>にいる時も<G05A6><G02D4>
<G0514>っ<G0083>らからカンコンカンコン
飛行機を作ってたものね",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":52,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":68,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009625,0x0000962a,0x00009671,0x008d0b00,0,6,49,9,UNPROVEN,
NPC_D1_00030000_R00740000_O42_0003,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,2,0x008da180,0x008da17b,90 bc b5 75 20 f6 26 f3 93 43 08 ec 40 f0 e9 3c f0 a0 ee f2 80 31 f3 95 98 c2 9c bb 08 b0 93 21 9d f1 e9 f3 b4 75 bd 84 9b ba 0d ff 00,"そりゃあ<G05B0>惑だ！
ニワトリの鳴き<G0351>ってんなら
まだ<G0001>愛<G0409>もあるけどよ",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 31 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":49},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0031,42 0e 00 31 00,0x0000967b,0x00009680,0x000096ad,0x008d0b00,0,6,32,4,SUPPORTED,face_ull_08
NPC_D1_00030000_R00740000_O81_0314,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,313,0x008da204,0x008da1ff,b0 74 21 79 bd 88 7e 95 92 84 9b 9f 08 9b 95 94 b1 94 8e f5 aa f0 a0 54 f5 a1 df f0 77 c2 93 08 94 b9 79 9b 77 77 08 7f f1 6f f0 b0 8a 79 f1 c0 bc 93 95 92 ba 0d ff 00,"ま<G0054><G0001>うるさかったけどね
どっちみち農家の<G0514>は早いんだ
ちょうどいい
<G01FF>覚まし代わりだったよ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":53,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000096ff,0x00009704,0x0000973c,0x008d0b00,0,6,43,4,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0315,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,314,0x008da256,0x008da251,54 f1 8f f1 a1 21 75 c2 92 bb 77 9c 82 9c 95 98 08 b3 95 80 bc db f4 7e 9d 9c 95 92 b4 c2 ba 08 7d 7e 85 99 54 f5 21 c5 f2 80 bd a0 7f 08 a7 74 45 46 21 4d f0 d9 f0 57 f6 9c a0 88 0d ff 00,"<G01D4><G020F>は<G0001>あんたらいなくなって
めっきり<G04CB>かになったもんよ
おかげで<G0514><G0001>起きるのが
ふ<G0054>〜<G0026><G0001>一苦<G05E7>なのさ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":45,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":60,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009751,0x00009756,0x00009795,0x008d0b00,0,6,49,10,UNPROVEN,
NPC_D1_00030000_R00740000_O81_0316,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,315,0x008da2c6,0x008da2c1,37 f0 c8 cf 21 77 77 e9 2f f0 e9 7f 08 8a f0 be 92 c2 93 21 b0 92 8c 83 08 9b 95 7e 42 f1 95 94 b5 79 c2 93 bf 44 08 b8 f1 95 98 80 9c ba 43 0d ff 00,"ユウキ<G0001>いいトマトが
取れたんだ<G0001>またすぐ
どっか行っちゃうんだろ？
持ってきなよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":47,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x000097c1,0x000097c6,0x000097f8,0x008d0b00,0,6,39,2,UNPROVEN,
NPC_D1_00030000_R00740000_O42_0004,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,3,0x008da34d,0x008da348,9d f0 78 f1 7e ba 42 08 8b b5 75 21 3d f2 a0 26 f0 3b f0 c6 e9 a1 08 e9 2f f0 e9 99 b4 c3 f4 ab 9c 7f bb 08 a0 c2 a5 bc 42 f1 82 9a 8c bd 7e 43 0d ff 00,"本当かよ<G0022>
じゃあ<G0001>次のフライトは
トマトでも食べながら
のんびり行くとするか！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 36 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":54},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":48,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0036,42 0e 00 36 00,0x00009848,0x0000984d,0x00009880,0x008d0b00,0,6,37,2,SUPPORTED,face_dahna_02
NPC_D1_00030000_R00740000_O81_0317,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,316,0x008da39a,0x008da395,75 a1 a1 95 08 bb f0 c1 96 84 9c ba d9 e4 2e f0 a0 2d f0 c8 35 f0 08 79 94 a0 e9 2f f0 e9 c1 c3 f4 ab 92 bb 08 ad 95 ac 92 7f 9d f0 78 f1 9d 27 f1 94 bd ba 43 0d ff 00,"あははっ
気をつけなよシッポのボウヤ
うちのトマトを食べたら
ほっ<G008C>たが本当に落ちるよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 60 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":96},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":53,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x0060,81 0e 00 60 00,0x00009895,0x0000989a,0x000098d2,0x008d0b00,0,6,41,1,UNPROVEN,
