id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used
SCN_00030000_00740000_0213,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,212,0x008db00f,0x008db00a,b0 74 21 77 96 b4 a1 90 79 93 ba 9c 46 0d ff 00,まぁ、いつもはそうだよな…,"뭐, 평소에는 그렇지…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":13,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ま<G0054><G0001>いつもはそうだよな<G0026>,SUPPORTED,"0001,0026,0054"
SCN_00030000_00740000_0217,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,216,0x008db395,0x008db390,75 be 95 21 99 b4 d5 e4 2b f0 46 08 49 f1 42 f1 af f3 21 a1 f0 9d 84 f1 9c 77 c2 93 9c 46 0d ff 00,"あれっ、でもコッペ…
飛行機、見に来ないんだな…","어라, 그런데 코페…
비행기 보러 안 오네…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"あれっ<G0001>でもコッペ<G0026>
飛行機<G0001>見に来ないんだな<G0026>",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0218,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,217,0x008db44c,0x008db447,77 b6 46 21 75 77 96 a1 3e f2 87 f6 08 99 f2 9d 75 86 7f be 98 92 c2 93 46 08 cc 3e f0 7f 77 9c 82 92 95 98 08 49 f1 ae 79 9a 8a 92 88 0d ff 00,"いや…、あいつは元々
空にあこがれてたんだ…
オレがいなくたって
飛ぼうとしたさ","아니… 그 녀석은 원래부터
하늘을 동경했어…
내가 없어도
날아오르려 했을 거야",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":45,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いや<G0026><G0001>あいつは元々
空にあこがれてたんだ<G0026>
オレがいなくたって
飛ぼうとしたさ",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0219,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,218,0x008db59d,0x008db598,75 be 95 21 99 b4 d5 e4 2b f0 46 08 49 f1 42 f1 af f3 21 a1 f0 9d 84 f1 98 9c 77 c2 93 9c 46 0d ff 00,"あれっ、でもコッペ…
飛行機、見に来てないんだな…","어라, 그런데 코페…
비행기 보러 오지도 않았네…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"あれっ<G0001>でもコッペ<G0026>
飛行機<G0001>見に来てないんだな<G0026>",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0220,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,219,0x008db655,0x008db650,77 b6 46 21 75 77 96 a1 3e f2 87 f6 08 99 f2 9d 75 86 7f be 98 92 c2 93 46 08 cc 3e f0 7f 77 9c 82 92 95 98 08 49 f1 ae 79 9a 8a 92 88 0d ff 00,"いや…、あいつは元々
空にあこがれてたんだ…
オレがいなくたって
飛ぼうとしたさ","아니… 그 녀석은 원래부터
하늘을 동경했어…
내가 없어도
날아오르려 했을 거야",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":45,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いや<G0026><G0001>あいつは元々
空にあこがれてたんだ<G0026>
オレがいなくたって
飛ぼうとしたさ",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0221,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,220,0x008db8ba,0x008db8b5,7b 95 42 21 d2 3b f0 e8 c5 db 88 c2 7f 46 42 0d ff 00,えっ？、グラディスさんが…？,뭐? 글래디스 씨가…?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 07 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":7},{""offset"":15,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_08; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,えっ<G0022><G0001>グラディスさんが<G0026><G0022>,SUPPORTED,"0001,0022,0026"
SCN_00030000_00740000_0222,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,221,0x008db981,0x008db97c,d2 3b f0 e8 c5 db 88 c2 7f a4 f3 de f2 9d 08 77 9c 82 9c bd c0 84 9c c2 98 9c 77 88 08 93 77 8b b9 79 a8 a2 f0 a3 f0 08 80 95 9a a1 f0 96 7e bd ba 46 0d ff 00,"グラディスさんが簡単に
いなくなるわけなんてないさ
だいじょうぶ村長
きっと見つかるよ…","글래디스 씨가 그렇게 쉽게
사라질 리가 없어
괜찮아요, 촌장님
분명 찾을 수 있을 거예요…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"グラディスさんが<G03C4>単に
いなくなるわけなんてないさ
だいじょうぶ<G0152>長
きっと見つかるよ<G0026>",SUPPORTED,"0026,0152,03C4"
SCN_00030000_00740000_0223,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,222,0x008dbaac,0x008dbaa7,7b 95 21 d2 3b f0 e8 c5 db 88 c2 08 9b 95 7e 9d 42 f1 95 98 92 a0 44 0d ff 00,"えっ、グラディスさん
どっかに行ってたの？","뭐, 글래디스 씨가
어디 다녀온 거야?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"えっ<G0001>グラディスさん
どっかに行ってたの？",SUPPORTED,0001
SCN_00030000_00740000_0224,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,223,0x008dbb7b,0x008dbb76,7b 95 21 ce 3b f0 db c3 f0 b8 f2 44 08 b4 8a 7e 8a 98 90 be 95 98 46 0d ff 00,"えっ、ガラス地獄？
もしかしてそれって…","뭐, 유리 지옥?
설마 그거…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"えっ<G0001>ガラス地獄？
もしかしてそれって<G0026>",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0225,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,224,0x008dbcce,0x008dbcc9,71 f1 7e 95 92 46 21 90 be 99 08 d2 3b f0 e8 c5 db 88 c2 08 9b 86 9d 42 f1 95 98 92 c2 93 95 98 44 0d ff 00,"良かった…、それで
グラディスさん
どこに行ってたんだって？","다행이다… 그런데
글래디스 씨는
어디 갔던 거래?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"良かった<G0026><G0001>それで
グラディスさん
どこに行ってたんだって？",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0226,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,225,0x008dbd90,0x008dbd8b,7b 95 21 ce 3b f0 db c3 f0 b8 f2 44 08 b4 8a 7e 8a 98 90 be 95 98 46 0d ff 00,"えっ、ガラス地獄？
もしかしてそれって…","뭐, 유리 지옥?
설마 그거…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"えっ<G0001>ガラス地獄？
もしかしてそれって<G0026>",SUPPORTED,"0001,0026"
