id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used,image_glyph_status,image_glyphs_used
SCN_00120000_00740000_0035,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,34,0x00533605,0x00533600,75 75 46 21 80 95 9a 90 be 93 0d ff 00,ああ…、きっとそれだ,그래… 분명 그거야.,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 05 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":5},{""offset"":10,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_06; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ああ<G0026><G0001>きっとそれだ,SUPPORTED,"0001,0026",NONE,
SCN_00120000_00740000_0036,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,35,0x00533666,0x00533661,a1 a1 46 21 b0 74 08 44 f4 7b ba 79 9d ba 95 94 b5 90 79 7e 08 24 f6 3b f5 7f 21 f0 3b f0 84 98 bd ba bc 08 2f f0 d9 9c a0 7e 44 0d ff 00,"はは…、まぁ
考えようによっちゃそうか
問題がバラけてるより
マシなのか？","하하… 뭐
생각하기에 따라선 그렇겠네
문제가 흩어져 있는 것보다는
나은 건가?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":43,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"はは<G0026><G0001>ま<G0054>
考えようによっちゃそうか
<G05B4><G04FB>がバラけてるより
マシなのか？",SUPPORTED,"0001,0026,0054",SUPPORTED,"04FB,05B4"
SCN_00120000_00740000_0038,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,37,0x00533830,0x0053382b,75 75 46 21 80 95 9a 90 be 93 0d ff 00,ああ…、きっとそれだ,그래… 분명 그거야.,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 05 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":5},{""offset"":10,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_06; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,ああ<G0026><G0001>きっとそれだ,SUPPORTED,"0001,0026",NONE,
SCN_00120000_00740000_0039,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,38,0x00533891,0x0053388c,46 b0 74 08 24 f6 3b f5 7f 21 f0 3b f0 84 98 bd ba bc a1 08 2f f0 d9 9c a0 7e 9c 46 0d ff 00,"…まぁ
問題がバラけてるよりは
マシなのかな…","…뭐
문제가 흩어져 있는 것보다는
나은 걸까…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":3,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>ま<G0054>
<G05B4><G04FB>がバラけてるよりは
マシなのかな<G0026>",SUPPORTED,"0026,0054",SUPPORTED,"04FB,05B4"
SCN_00120000_00740000_0040,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,39,0x00533978,0x00533973,a1 a1 46 21 9c bb 88 08 86 c2 9c 9a 86 c8 3f f0 c8 3f f0 8a 98 9c 77 99 08 aa f0 9d 77 9c ba 0d ff 00,"はは…、ならさ
こんなとこウロウロしてないで
家にいなよ","하하… 그럼 말이야
이런 데서 어슬렁거리지 말고
집에 있어.",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"はは<G0026><G0001>ならさ
こんなとこウロウロしてないで
家にいなよ",SUPPORTED,"0001,0026",NONE,
SCN_00120000_00740000_0041,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,40,0x00533ba0,0x00533b9b,e1 3d f0 46 95 98 21 b4 8a 7e 8a 98 08 75 c2 92 a0 21 7d e6 f3 88 c2 08 c4 3f f0 3a f0 df 95 98 2e f4 c0 9c 77 44 0d ff 00,"タル…って、もしかして
あんたの、お父さん
アロンソって言わない？","통…이라니, 설마
네 아버지 이름이
알론소 아니야?",UNASSIGNED,アロンソ,"[{""offset"":-5,""raw_hex"":""22 0e 00 24 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":36},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alonso_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"タル<G0026>って<G0001>もしかして
あんたの<G0001>お<G0406>さん
アロンソって<G041E>わない？",SUPPORTED,"0001,0026,0406,041E",NONE,
SCN_00120000_00740000_0042,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,41,0x00533c2b,0x00533c26,ec f1 95 98 bd b4 80 f3 b4 46 08 88 95 80 21 90 86 99 08 ea 3f f0 2d f0 c8 88 be 92 a2 95 7e ba 43 0d ff 00,"知ってるも何も…
さっき、そこで
ドロボウされたばっかよ！","알고 말고 할 것도 없어…
방금 저기서
도둑맞은 참이야!",UNASSIGNED,アロンソ,"[{""offset"":-5,""raw_hex"":""22 0e 00 24 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":36},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alonso_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"知ってるも何も<G0026>
さっき<G0001>そこで
ドロボウされたばっかよ！",SUPPORTED,"0001,0026",NONE,
SCN_00120000_00740000_0044,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,43,0x00533ec1,0x00533ebc,90 79 7e 46 44 0d ff 00,そうか…？,그런가…?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":5,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,そうか<G0026>？,SUPPORTED,0026,NONE,
SCN_00120000_00740000_0045,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,44,0x00533f4e,0x00533f49,46 9f 7a 21 86 86 99 80 f3 b6 95 98 c2 a0 08 99 f3 82 9c 77 44 0d ff 00,"…ねぇ、ここで何やってんの
寒くない？","…저기, 여기서 뭐 하는 거야?
안 추워?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>ね<G005A><G0001>ここで何やってんの
寒くない？",SUPPORTED,"0001,0026,005A",NONE,
SCN_00120000_00740000_0046,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,45,0x00533fe3,0x00533fde,46 26 f0 eb d1 c6 9e f2 95 98 44 0d ff 00,…フナクイ鳥って？,…후나쿠이새라고?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":11,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,<G0026>フナクイ鳥って？,SUPPORTED,0026,NONE,
SCN_00120000_00740000_0047,SCENARIO,scenario_message,DATA/00120000.MDZ,DATA/00120000.MDT,0x00740000,00120000,46,0x00534083,0x0053407e,aa 7a 43 21 7d e6 f3 88 c2 b4 08 99 f2 dc f2 d5 3a f0 2d f0 21 74 f0 7b bd c2 93 0d ff 00,"へぇ！、お父さんも
空中コンボ、使えるんだ","헤에! 아버지도
공중 콤보를 쓸 수 있구나.",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"へ<G005A>！<G0001>お<G0406>さんも
空中コンボ<G0001>使えるんだ",SUPPORTED,"0001,005A,0406",NONE,
