type,sample_id,cue_id,speaker,korean,duration_ms,fade_hold_ms,fade_out_ms,context,enabled,confidence,notes
battle_voice,4042,0x18,ユウキ,힘을 모아 전진하자!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4044,0x19,ユウキ,간다! 절대 레이드!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4046,0x20,ユウキ,휘이익!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4048,0x21,ユウキ,꿰뚫어라! 음속의 칼날!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4050,0x23,ユウキ,시비델! 라이거!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4052,0x22,ユウキ,바람의 힘을 얕보지 마라!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4054,0x24,ユウキ,받아라!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4056,0x25,ユウキ,"천공의 힘, 라이메이트와 함께 내달려라!",4928,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4058,0x26,ユウキ,"하늘을 가르는 빛, 대지에 내려쳐라!",4331,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4060,0x1A;0x1B;0x1C,ユウキ,아직 더 할 수 있어!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4062,0xD3;0xD4;0xD5,ユウキ,쓰러지기엔 아직 일러!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4064,0x10;0x11,ユウキ,이걸로 깔끔하게 끝내주마!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4066,0xD1;0xD2,ユウキ,좋아! 이걸로 됐겠지!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4068,0x1D;0x1E;0xA1,ユウキ,"모두, 한 번 더 힘내자!",2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4070,0x29,ユウキ,조금만 더 기다려줘!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4072,0x28,ユウキ,헤헤! 머릿속을 뒤흔들어주마!,2987,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4074,0x1F,ユウキ,헤헤! 이제 잘 시간이야!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4076,0x0E,ユウキ,너무 우쭐대는군!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4078,0x15,ユウキ,마그네이드!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4080,0x2A,ユウキ,이걸로 뻗어버려!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4082,0x14,ユウキ,좋아! 이번엔 제대로 해보자!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4084,0x0A,ユウキ,불타올라라! 초강력!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4086,0x27,ユウキ,영혼까지 단숨에 베어버린다!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4088,0x13,ユウキ,이걸로 방어도 문제없어!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4090,0x12,ユウキ,아직 끝나지 않았어! 포기할까 보냐!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4092,0xC9,ユウキ,"설마, 방금 그게 진심이었어?",3136,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4094,0xCA,ユウキ,좋아! 또 하나 돌파했다!,3136,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4096,0xCB,ユウキ,윽… 이런 데서 당할 수는 없어!,5675,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4098,0xCC,ユウキ,그 속도로는 나를 따라잡을 수 없어!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4100,0xCD,ユウキ,젠장! 뿌리칠 수가 없어!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4102,0xCF,ユウキ,자! 이번엔 이거다!,2837,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4104,0xD0,ユウキ,"잠깐, 내 말 좀 들어! 기다려줘!",9707,400,350,battle_actor_class_0,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4106,0x94;0x95;0x96;0x98;0x99;0x9F,アルフィナ,이걸로 대역전이다! 이건…,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4108,0x94;0x95;0x96;0x98;0x99;0x9F,アルフィナ,이것만 있으면 돼!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4110,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x9E;0xA2;0xA3,アルフィナ,폭탄 갑니다!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4112,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x9E;0xA2;0xA3,アルフィナ,"모두, 귀를 막아!",2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4114,0xC8,アルフィナ,"강한 마력아, 힘을 빌려줘!",3136,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4116,0x65;0x66;0x67;0x68;0x69;0x6A;0x6B;0x6C;0x6D;0x6E;0x6F;0x70;0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0x82;0x83;0x84;0x85;0x86;0x87;0x88;0xA0;0xA1,アルフィナ,어… 이거다!,2837,400,350,battle_actor_class_1;battle_special_skill:<C3F1>わる世界;battle_special_skill:エネルギードライブ;battle_special_skill:コメットスパイク;battle_special_skill:スタンフォース;battle_special_skill:ホーリーサークル;battle_special_skill:リップルショット,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4118,0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0x82;0x83;0x84;0x85;0x86;0x87;0x88;0x9A;0x9B;0x9C;0x9D;0xA0,アルフィナ,이건 어때?,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4120,0x78;0x79;0x7A;0x7B,アルフィナ,"괜찮아, 분명 통할 거야!",2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4122,0x01,アルフィナ,쾅!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4124,0x02,アルフィナ,불꽃을 거둬라! 가라!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4126,0x05,アルフィナ,젠가!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4128,0x03,アルフィナ,헬 버너!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4130,0x04;0x05;0x06,アルフィナ,모두 날려버려!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4132,0x07,アルフィナ,데즌!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4136,0x09,アルフィナ,"태양처럼 내리쬐어라, 지금 이곳으로!",3733,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4138,0x08,アルフィナ,악의 힘을 막고 열어라! 헤븐 게이트!,4480,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4140,0x0B,アルフィナ,그라긴!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4142,0x0B;0x0C,アルフィナ,"이제 멈출 수 없어, 대지의 빛이여!",2987,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4144,0x0D,アルフィナ,별이여 내려와라! 소원을 빌어도 이미 늦었어!,4181,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4146,0x0F,アルフィナ,키라!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4148,0x16,アルフィナ,샤키아!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4150,0x17,アルフィナ,샤키아!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4152,0x16;0x17;0x18,アルフィナ,죽을 만큼 불타도 끝나지 않아!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4154,0x19,アルフィナ,"달빛이여, 이곳에 침묵을 내려라!",4928,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4156,0x20,アルフィナ,헤이!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4158,0x21,アルフィナ,날려버려! 휴 슬래시!,2987,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4160,0x23;0x24,アルフィナ,일렉트릭 샤크!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4162,0x22,アルフィナ,휴넬! 토네치!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4164,0x24,アルフィナ,라이덴!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4166,0x25,アルフィナ,"내 지팡이에 깃들어, 이곳에 나타나라!",5376,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4168,0x26,アルフィナ,"파괴의 빛이여, 작별이다! 이것이 아스트랄리아!",7317,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4170,0x1A;0x1B;0x1C,アルフィナ,"별이여, 치유의 힘을!",2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4172,0xD3;0xD4;0xD5,アルフィナ,이제 일어설 수 있지?,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4174,0x10;0x11,アルフィナ,"별이여, 초월의 힘을!",2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4176,0xD1;0xD2,アルフィナ,자! 기운이 났지!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4178,0x1D;0x1E;0xA1,アルフィナ,나에게 맡겨!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4180,0x29,アルフィナ,마법 따위는 쓰게 두지 않을 거야!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4182,0x28,アルフィナ,빙글빙글 돌려줄게!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4184,0x1F,アルフィナ,착한 아이니까 잠들어 있어!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4186,0x0E,アルフィナ,이걸로 반성하도록 해!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4188,0x15,アルフィナ,붙어버렸어!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4190,0x2A,アルフィナ,"미안해, 아픈 건 잠깐이니까!",2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4192,0x14,アルフィナ,나와라! 빛의 힘이여!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4194,0x0A,アルフィナ,더욱 강하게! 힘을!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4196,0x27,アルフィナ,점점 빨라진다. 계속 빨라져!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4198,0x13,アルフィナ,마리오크의 힘이여! 비간!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4200,0x12,アルフィナ,"자, 다시 일어서!",3435,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4202,0xC9,アルフィナ,왠지… 미안한 짓을 해버렸네.,2987,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4204,0xC9,アルフィナ,미안해요! 그냥 내버려두고 싶었지만…,3285,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4206,0xCA,アルフィナ,"이겼네? 헤헤, 나도 하면 할 수 있다니까!",5077,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4208,0xCA,アルフィナ,이겼네! 다행이다!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4210,0xCB,アルフィナ,여기서 쓰러질 수는 없어!,4928,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4212,0xCC,アルフィナ,살았어?,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4214,0xCD,アルフィナ,부탁이야! 그곳을 지나가게 해줘!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4216,0xCF,アルフィナ,괜찮아? 일어설 수 있어!,2837,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
battle_voice,4218,0xD0,アルフィナ,이런 건 안 돼! 이런 곳에서 포기하지 마!,12096,400,350,battle_actor_class_1,0,AUTO_TRANSLATED_REVIEW,Subtitle_Show(sample_id) lookup; requires TRANSLATED_APPROVED after audio and Korean review.
