sample_id,cue_id,speaker,source_file,source_offset,size_bytes,duration_ms,sample_rate,channels,codec,category,japanese,korean,confidence,notes,wav_path
4132,0x07,アルフィナ,MUSIC/GR3_STR.STZ,0x221E0000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x165; GR3_STR.IDX entry=356; sector=0x443C0..0x443D4,audio/extracted/battle/sample_004132.wav
4136,0x09,アルフィナ,MUSIC/GR3_STR.STZ,0x221F5000,53248,3733,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x167; GR3_STR.IDX entry=358; sector=0x443EA..0x44404,audio/extracted/battle/sample_004136.wav
4138,0x08,アルフィナ,MUSIC/GR3_STR.STZ,0x22202000,63488,4480,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x168; GR3_STR.IDX entry=359; sector=0x44404..0x44423,audio/extracted/battle/sample_004138.wav
4140,0x0B,アルフィナ,MUSIC/GR3_STR.STZ,0x22211800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x169; GR3_STR.IDX entry=360; sector=0x44423..0x44437,audio/extracted/battle/sample_004140.wav
4142,0x0B;0x0C,アルフィナ,MUSIC/GR3_STR.STZ,0x2221B800,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16A; GR3_STR.IDX entry=361; sector=0x44437..0x4444C,audio/extracted/battle/sample_004142.wav
4144,0x0D,アルフィナ,MUSIC/GR3_STR.STZ,0x22226000,59392,4181,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16B; GR3_STR.IDX entry=362; sector=0x4444C..0x44469,audio/extracted/battle/sample_004144.wav
4146,0x0F,アルフィナ,MUSIC/GR3_STR.STZ,0x22234800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16C; GR3_STR.IDX entry=363; sector=0x44469..0x4447D,audio/extracted/battle/sample_004146.wav
4148,0x16,アルフィナ,MUSIC/GR3_STR.STZ,0x2223E800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16D; GR3_STR.IDX entry=364; sector=0x4447D..0x44491,audio/extracted/battle/sample_004148.wav
4150,0x17,アルフィナ,MUSIC/GR3_STR.STZ,0x22248800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16E; GR3_STR.IDX entry=365; sector=0x44491..0x444A5,audio/extracted/battle/sample_004150.wav
4152,0x16;0x17;0x18,アルフィナ,MUSIC/GR3_STR.STZ,0x22252800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x16F; GR3_STR.IDX entry=366; sector=0x444A5..0x444B9,audio/extracted/battle/sample_004152.wav
4154,0x19,アルフィナ,MUSIC/GR3_STR.STZ,0x2225C800,69632,4928,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x170; GR3_STR.IDX entry=367; sector=0x444B9..0x444DB,audio/extracted/battle/sample_004154.wav
4156,0x20,アルフィナ,MUSIC/GR3_STR.STZ,0x2226D800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x171; GR3_STR.IDX entry=368; sector=0x444DB..0x444EF,audio/extracted/battle/sample_004156.wav
4158,0x21,アルフィナ,MUSIC/GR3_STR.STZ,0x22277800,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x172; GR3_STR.IDX entry=369; sector=0x444EF..0x44504,audio/extracted/battle/sample_004158.wav
4160,0x23;0x24,アルフィナ,MUSIC/GR3_STR.STZ,0x22282000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x173; GR3_STR.IDX entry=370; sector=0x44504..0x44518,audio/extracted/battle/sample_004160.wav
4162,0x22,アルフィナ,MUSIC/GR3_STR.STZ,0x2228C000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x174; GR3_STR.IDX entry=371; sector=0x44518..0x4452C,audio/extracted/battle/sample_004162.wav
4164,0x24,アルフィナ,MUSIC/GR3_STR.STZ,0x22296000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x175; GR3_STR.IDX entry=372; sector=0x4452C..0x44540,audio/extracted/battle/sample_004164.wav
4166,0x25,アルフィナ,MUSIC/GR3_STR.STZ,0x222A0000,75776,5376,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x176; GR3_STR.IDX entry=373; sector=0x44540..0x44565,audio/extracted/battle/sample_004166.wav
4168,0x26,アルフィナ,MUSIC/GR3_STR.STZ,0x222B2800,102400,7317,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x177; GR3_STR.IDX entry=374; sector=0x44565..0x44597,audio/extracted/battle/sample_004168.wav
4170,0x1A;0x1B;0x1C,アルフィナ,MUSIC/GR3_STR.STZ,0x222CB800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x178; GR3_STR.IDX entry=375; sector=0x44597..0x445AB,audio/extracted/battle/sample_004170.wav
4172,0xD3;0xD4;0xD5,アルフィナ,MUSIC/GR3_STR.STZ,0x222D5800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x179; GR3_STR.IDX entry=376; sector=0x445AB..0x445BF,audio/extracted/battle/sample_004172.wav
4174,0x10;0x11,アルフィナ,MUSIC/GR3_STR.STZ,0x222DF800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17A; GR3_STR.IDX entry=377; sector=0x445BF..0x445D3,audio/extracted/battle/sample_004174.wav
4176,0xD1;0xD2,アルフィナ,MUSIC/GR3_STR.STZ,0x222E9800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17B; GR3_STR.IDX entry=378; sector=0x445D3..0x445E7,audio/extracted/battle/sample_004176.wav
4178,0x1D;0x1E;0xA1,アルフィナ,MUSIC/GR3_STR.STZ,0x222F3800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17C; GR3_STR.IDX entry=379; sector=0x445E7..0x445FB,audio/extracted/battle/sample_004178.wav
4180,0x29,アルフィナ,MUSIC/GR3_STR.STZ,0x222FD800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17D; GR3_STR.IDX entry=380; sector=0x445FB..0x4460F,audio/extracted/battle/sample_004180.wav
4182,0x28,アルフィナ,MUSIC/GR3_STR.STZ,0x22307800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17E; GR3_STR.IDX entry=381; sector=0x4460F..0x44623,audio/extracted/battle/sample_004182.wav
4184,0x1F,アルフィナ,MUSIC/GR3_STR.STZ,0x22311800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x17F; GR3_STR.IDX entry=382; sector=0x44623..0x44637,audio/extracted/battle/sample_004184.wav
