event_sample_id,archive_id,archive_file,local_id,record_index,japanese,status,avg_logprob,no_speech_prob,screening_status,screening_reason,notes
SE6011_16F1_018,6011,6011.SE,0x16F1,18,オラオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオオ,AUTO_TRANSCRIBED_REVIEW,-0.0441,0.4476,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6012_15A9_004,6012,6012.SE,0x15A9,4,お疲れ様です,AUTO_TRANSCRIBED_REVIEW,-1.4913,0.4161,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6012_15AD_006,6012,6012.SE,0x15AD,6,わぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ,AUTO_TRANSCRIBED_REVIEW,-0.1609,0.0967,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6012_15B3_012,6012,6012.SE,0x15B3,12,わー!,AUTO_TRANSCRIBED_REVIEW,-1.2274,0.2051,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6012_165F_014,6012,6012.SE,0x165F,14,もう一度,AUTO_TRANSCRIBED_REVIEW,-1.1898,0.4682,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6013_08A5_003,6013,6013.SE,0x08A5,3,【音楽】,AUTO_TRANSCRIBED_REVIEW,-1.6799,0.3386,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6014_08B4_003,6014,6014.SE,0x08B4,3,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.5967,0.4168,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6014_08B5_004,6014,6014.SE,0x08B5,4,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.4967,0.3978,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6016_08B4_000,6016,6016.SE,0x08B4,0,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.5967,0.4168,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6016_08B5_001,6016,6016.SE,0x08B5,1,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.4967,0.3978,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6017_15AD_000,6017,6017.SE,0x15AD,0,わぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ,AUTO_TRANSCRIBED_REVIEW,-0.1609,0.0967,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6017_15B3_006,6017,6017.SE,0x15B3,6,わー!,AUTO_TRANSCRIBED_REVIEW,-1.2274,0.2051,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6020_08B4_003,6020,6020.SE,0x08B4,3,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.5967,0.4168,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6020_08B5_004,6020,6020.SE,0x08B5,4,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.4967,0.3978,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6022_08A5_002,6022,6022.SE,0x08A5,2,【音楽】,AUTO_TRANSCRIBED_REVIEW,-1.6799,0.3386,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6023_08BD_005,6023,6023.SE,0x08BD,5,【音楽】,AUTO_TRANSCRIBED_REVIEW,-1.6946,0.4692,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
SE6025_08E5_005,6025,6025.SE,0x08E5,5,【エンディング】,AUTO_TRANSCRIBED_REVIEW,-1.5767,0.3279,LIKELY_SPEECH_REVIEW,needs_audio_and_runtime_review,Not approved; listen and connect to a field/movie caller before translation.
